ID	subset	status	action	accession	PMID	title	quote	URL	note
COHO:0000339	EGA	FOUND	example added	EGAS00001004593	PMID:34642666	Mutation signatures of pediatric acute myeloid leukemia and normal blood progenitors associated with differential patient outcomes.	Next, we combined our pAML genome dataset ( n = 9) with samples of 15 patients from the Therapeutically Applicable Research to Generate Effective Treatments (TARGET; 13 ) initiative.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7611805/fullTextXML	The paper of EGA study EGAS00001004593 (linked on the record; data availability: 'The accession numbers for the WGS data reported in this article are EGAS00001004593 and ... dbGaP phs000218 for the TARGET initiative AML data') analysed WGS of 15 TARGET AML patients. The EGA deposit holds the authors' own paediatric samples, while TARGET data stay in dbGaP/GDC. Alternative: EGAS00001007052 (Lund high-hyperdiploid ALL WGS), whose three linked papers each analysed TARGET ALL data (e.g. PMID:38356456, TARGET WGS N=33). EGA site search found no EGA record naming TARGET ('Therapeutically Applicable Research...' 0 EGAS).
COHO:0000002	GWAS	FOUND	example added	GCST90624364	PMID:38548946	Exome sequencing and genome-wide association analyses unveils the genetic predisposition in hydroxychloroquine retinopathy.	The Chinese Han Southern database from 1000 genomes was used as control group to compare the affected percentage.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:38548946%20AND%20SRC:MED&resultType=core&format=json	Catalog tags this study 1000G; the 1000 Genomes Southern Han Chinese (CHS) genomes were analysed as the control group of the GWAS.
COHO:0000004	GWAS	FOUND	example added	GCST002212	PMID:24084763	Germline variants and advanced colorectal adenomas: adenoma prevention with celecoxib trial genome-wide association study.	1,406 Caucasian patients (139 advanced adenoma cases and 1,267 controls) from the Adenoma Prevention with Celecoxib (APC) trial were included in a genome-wide association study (GWAS) to identify variants associated with postpolypectomy disease recurrence.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24084763%20AND%20SRC:MED&resultType=core&format=json	Full trial name in the abstract; GWAS of adenoma recurrence in APC trial participants. Catalog does not tag cohorts on this study.
COHO:0000008	GWAS	NOT FOUND	removed from subset						"No GWAS Catalog study found that analysed the Asian Cancer Project (Thai breast cancer cases and controls). The only Catalog study tagged ACP (GCST90281184, PMID:36882501, local candidate) is an Old Order Amish mood-disorder GWAS in which ACP is the Amish Connectome Project (confirmed in its methods), not this cohort. Near miss: the iCOGS paper PMID:23535729 genotyped samples from 9 Asian-ancestry BCAC studies and lists ACP among coordinated studies, and PMID:25751625 likewise, but their Catalog studies (e.g. GCST001937) are European-ancestry only, so ACP is not in the curated analyses. Europe PMC searches intersected with all 7,817 Catalog PMIDs: ""Asian Cancer Project"" 2 hits, 0 in Catalog; ACP AND Thailand AND ""breast cancer"" AND ""genome-wide"" 108 hits, 2 in Catalog (the two above); ACP AND Thai AND ""breast cancer"" AND ""genome-wide association"" 66, 0. Full texts of all 12 Catalog Asian breast cancer GWAS checked: no ACP. The BCAC paper listing ACP (Thailand) as a study (current example PMID:24943594) is not in the Catalog. GWAS subset membership looks mistaken, probably from the Amish ACP tag."
COHO:0000009	GWAS	FOUND	example added	GCST002850	PMID:25869804	GWAS for executive function and processing speed suggests involvement of the CADM2 gene.	AAA: We thank the cohort participants and team members who contributed to this study. Phenotype collection and DNA extraction were supported by the Wellcome Trust, the British Heart Foundation and the Chief Scientist Office of the Scottish Executive. The AAA Trial was performed and the database is maintained by members of the University of Edinburgh Molecular Epidemiology Research Group in the Centre for Population Health Sciences.	https://pmc.ncbi.nlm.nih.gov/articles/PMC4722802/	AAA is one of the CHARGE cohorts in this cognitive GWAS: its acknowledgement thanks AAA participants who contributed to this study. Identity confirmed by context: the AAA Trial run by the University of Edinburgh group, Scotland, and the trial measured executive function and information processing (PMID:18762476). The per-trait cohort list is in the supplement, so AAA may belong to GCST002849 (executive function) as well as, or instead of, GCST002850. Only Catalog paper found naming the trial.
COHO:0000010	GWAS	FOUND	example added	GCST002647	PMID:25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	New GWAS studies (ASCOT) P.B.M.; (ATCG) P.I.W.d.B., D.W.H., P.J.M.; (Athero-Express Biobank Study) S.W.v.d.L.;	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4250049/fullTextXML	"From the author contributions under ""Genotyping of Contributing Studies"": the Athero-Express Biobank Study (Utrecht plaque biobank; AEGS) is one of the new GWAS studies genotyped and meta-analysed for the GIANT height GWAS; its data analysis is also credited under ""New GWAS studies"". Evidence is from contribution lists only; other Catalog papers (PMID:37770635, PMID:28265093) use Athero-Express plaque data only in follow-up analyses."
COHO:0000014	GWAS	FOUND	example added	GCST003328	PMID:26840454	Germline polymorphisms in an enhancer of PSIP1 are associated with progression-free survival in epithelial ovarian cancer.	In Phase 1, we conducted a genome-wide scan on germline DNA from 385 patients from the Australian Ovarian Cancer Study (AOCS, n = 183), the Mayo Clinic (MAYO, n = 68) and The Cancer Genome Atlas (TCGA, n = 134) and performed a meta-analysis summarizing results from these cohorts (refer to Methods for details of genotyping and imputation).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4872719/fullTextXML	Full name in the methods; AOCS ovarian cancer patients genotyped in the phase 1 genome-wide scan. Catalog does not tag cohorts on this study.
COHO:0000016	GWAS	FOUND	example added	GCST90095158	PMID:34804013	Genetic Analyses of Common Infections in the Avon Longitudinal Study of Parents and Children Cohort.	Children from the longitudinal birth cohort, the Avon Longitudinal Study of Parents and Children, had 14 antibodies measured in plasma at age 7: Alpha-casein protein, beta-casein protein, cytomegalovirus, Epstein-Barr virus, feline herpes virus, Helicobacter pylori, herpes simplex virus 1, influenza virus subtype H1N1, influenza virus subtype H3N2, measles virus, Saccharomyces cerevisiae, Theiler's virus, Toxoplasma gondii, and SAG1 protein domain, a surface antigen of Toxoplasma gondii measured for greater precision.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:34804013%20AND%20SRC:MED&resultType=core&format=json	Catalog tags this study ALSPAC (all 14 GCSTs of the paper); full cohort name in title and abstract.
COHO:0000018	GWAS	FOUND	example added	GCST008217	PMID:31277774	Genome-wide Association Study for Tumour Stage, Grade, Size, and Age at Diagnosis of Non-muscle-invasive Bladder Cancer.	A sample of 653 NMIBC cases comes from the Bladder Cancer Prognosis Programme.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:31277774%20AND%20SRC:MED&resultType=core&format=json	Full name in the abstract; GWAS of 653 BCPP non-muscle-invasive bladder cancer cases (West Midlands). The Catalog-tagged BCPP studies (PMID:42320430, e.g. GCST90866320) are behind a paywall, so could not be quoted.
COHO:0000019	GWAS	NOT FOUND	removed from subset						"No GWAS Catalog study uses this 45-baby reference exome set. Catalog cohort tags: no ""Brazil"" tag (live v2 search ""Brazil"" only matches ""1982 Pelotas (Brazil) Birth Cohort Study""). Europe PMC searches intersected with all 7,817 Catalog PMIDs: ""Rio Grande do Norte"" AND exome 90 hits, 0 in Catalog; ""Rio Grande do Norte"" AND genome-wide 497 hits, 4 in Catalog, all other Rio Grande do Norte collections (COVID-19 patients PMID:39361370, leishmaniasis families PMID:23291585, consortium papers); ""Northern Brazilian"" AND exome 7 hits, 0; EGAS00001004112 1 hit, 0. The cohort paper (PMID:33087711) is not in the Catalog and no Catalog paper cites it. GWAS subset membership looks mistaken."
COHO:0000020	GWAS	FOUND	example added	GCST90029042	PMID:34407845	Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.	Analyses were based on 91,686 female patients of European ancestry from the Breast Cancer Association Consortium, including 7531 breast cancer-specific deaths over a median follow-up of 8.1 years.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:34407845%20AND%20SRC:MED&resultType=core&format=json	Local candidate; Catalog tags it BCAC; full consortium name in the abstract.
COHO:0000021	GWAS	FOUND	example added	GCST001361	PMID:22199011	Association between chromosome 9p21 variants and the ankle-brachial index identified by a meta-analysis of 21 genome-wide association studies.	The replication studies included 5 population-based studies and 3 clinically-based studies including a total of over 16,000 participants: the Bruneck Study (n=786)	https://pmc.ncbi.nlm.nih.gov/articles/PMC3303225/	Bruneck Study (Bruneck, Italy) participants analysed in the replication stage of this ABI GWAS meta-analysis. Also a de novo genotyped replication cohort in the apoA-IV GWAS GCST003590 (PMID:27412012). Catalog does not tag cohorts on these studies.
COHO:0000023	GWAS	FOUND	example added	GCST90435239	PMID:38836758	Association of ESR1 Germline Variants with TP53 Somatic Variants in Breast Tumors in a Genome-wide Study.	Existing datasets of women with breast cancer from The Cancer Genome Atlas (TCGA; ref. 1), Molecular Taxonomy of Breast Cancer International Consortium (METABRIC; ref. 23), and the Welcome Trust Sanger Institute (24) were used for the discovery GxM GWAS.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11210444/fullTextXML	Catalog tags this study TCGA; TCGA breast cancer germline and tumour data analysed in the discovery GWAS.
COHO:0000024	GWAS	FOUND	example added	GCST90102456	PMID:34996992	Genome-wide association study identifies tumor anatomical site-specific risk variants for colorectal cancer survival.	The following 15 ISACC studies were included: the Cancer Prevention Study-II (CPS-II)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8741984/fullTextXML	Local candidate; Catalog tags it CPSII; CPS-II (American Cancer Society cohort) colorectal cancer cases included in the survival GWAS.
COHO:0000028	GWAS	FOUND	example added	GCST006259	PMID:27618452	The genetics of blood pressure regulation and its target organs from association studies in 342,415 individuals.	CARDIOGENICS: Genotyping or analysis: S.Kanoni, A.H.G. Study PI: P.D., A.H.G., J.E., N.J.S., H.Schunkert	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5042863/fullTextXML	From the per-study author contributions: Cardiogenics is one of the genotyped studies in this blood pressure meta-analysis (GCST006258 is the diastolic counterpart); its PIs (Deloukas, Goodall, Erdmann, Samani, Schunkert) are the Cambridge/Leicester/Lubeck Cardiogenics investigators, confirming identity. The paper also uses Cardiogenics eQTL data. Other Catalog papers use Cardiogenics only for monocyte/macrophage eQTL look-ups (e.g. GCST001023, PMID:21459883).
COHO:0000029	GWAS	FOUND	example added	GCST90225531	PMID:36187959	Identifying shared genetic loci between coronavirus disease 2019 and cardiovascular diseases based on cross-trait meta-analysis.	The summary statistic for CAD was from the Coronary ARtery DIsease Genome Wide Replication and Meta-analysis plus The Coronary Artery Disease Genetics (CARDIoGRAMplusC4D) Consortium (60,801 cases and 123,504 controls) (Nikpay et al., 2015).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9520490/fullTextXML	Local candidate; Catalog tags it CARDIoGRAMplusC4D; the consortium CAD summary statistics are analysed in the cross-trait GWAS.
COHO:0000032	GWAS	NOT FOUND	removed from subset						"No GWAS Catalog study found that analysed participants of the UCLA Center for Autism Research and Treatment. No Catalog cohort tag CART (live v2 matches are only CARTaGENE/CartaGENE). Europe PMC searches intersected with all 7,817 Catalog PMIDs: ""Center for Autism Research and Treatment"" 382 hits, 10 in Catalog, all author affiliations only (e.g. PMID:19404256, PMID:28540026, PMID:30804558); same phrase AND recruited/participants AND GWAS/genome-wide 48 hits, 8 in Catalog, affiliations only; AND genotyped 59 hits, 8 in Catalog, affiliations only; ""UCLA CART"" 13 hits, 0 in Catalog; CART AND autism AND UCLA AND ""genome-wide association"" 47 hits, 0 in Catalog. GWAS subset membership looks mistaken (the entity is a research centre, not a sample collection used in Catalog studies)."
COHO:0000034	GWAS	FOUND	example added	GCST004735	PMID:28654678	Genetic factors affecting EBV copy number in lymphoblastoid cell lines derived from the 1000 Genome Project samples.	Utah Residents (CEPH) with Northern and Western European ancestry CEU EUR 96	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5487016/fullTextXML	Row of the table of samples used in this GWAS of EBV copy number in 1000 Genomes lymphoblastoid cell lines: 96 CEU cell lines from the CEPH Utah collection were analysed. The COHO entity is the CEPH foundation; its Utah reference-family cell lines are the samples used here. No Catalog GWAS names CEPH as a directly recruited cohort; in other Catalog papers CEPH appears only as a HapMap reference or for QC (e.g. 15 CEPH trios genotyped for Mendelian-error checks, PMID:29348612).
COHO:0000037	GWAS	FOUND	example added	GCST002646	PMID:25281659	A novel common variant in DCST2 is associated with length in early life and height in adulthood.	one sub-sample from the Avon Longitudinal Study of Parents and Children (ALSPAC, GWA, n = 4816); Children, Allergy, Milieu, Stockholm, Epidemiology [Swedish] (BAMSE, GWA, n = 423);	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4447786/fullTextXML	Full name in the methods: BAMSE (Stockholm birth cohort) is one of the discovery GWA sub-samples of this early-growth GWAS (GCST002644, birth length, is the other study of the paper). The Catalog-tagged BAMSE papers (e.g. PMID:42036355) mention it only in funding text. Catalog does not tag cohorts on this study.
COHO:0000040	GWAS	FOUND	example added	GCST90095054	PMID:35467766	Genetic variation in ST6GAL1 is a determinant of capecitabine and oxaliplatin induced hand-foot syndrome.	We analysed genome-wide association data for 10 toxicities in advanced colorectal cancer (CRC) patients from the COIN and COIN-B trials.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:35467766%20AND%20SRC:MED&resultType=core&format=json	Local candidate; Catalog tags it COIN and COIN-B; the COIN trial of advanced colorectal cancer (oxaliplatin and fluoropyrimidine, continuous vs intermittent), matching the definition.
COHO:0000041	GWAS	FOUND	example added	GCST90101725	PMID:34794066	A genome-wide search for determinants of survival in 1926 patients with advanced colorectal cancer with follow-up in over 22,000 patients.	We performed a GWAS for overall survival (OS) in 1926 patients with advanced CRC from the COIN and COIN-B clinical trials.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:34794066%20AND%20SRC:MED&resultType=core&format=json	Catalog tags it COIN and COIN-B; COIN-B named explicitly alongside COIN (advanced colorectal cancer trials). GCST90095054 (PMID:35467766) also uses and is tagged with COIN-B.
COHO:0000047	GWAS	FOUND	example added	GCST90129345	PMID:35332118	Genetic regulation of post-translational modification of two distinct proteins.	We performed GWAS of 35 ultra-high-performance liquid chromatography (UHPLC)-measured transferrin N-glycan traits and Haplotype Reference Consortium (HRC) r1.135—imputed genetic data in two cohorts of European descent, CROATIA-Korcula (N = 948) and VIKING (N = 952).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8948205/fullTextXML	Catalog tags it CROATIA-Korcula and VIKING (transferrin N-glycan GWAS, 1,890 Korculan or Shetland individuals; the paper local candidate GCST90129321 is its IgG counterpart).
COHO:0000048	GWAS	FOUND	example added	GCST011569	PMID:32944759	Genome-Wide Association Analysis of Pancreatic Beta-Cell Glucose Sensitivity.	The 1936-cohort is a population-based prospective age-specific cohort that consists of 1198 Danish subjects born in 1936, who were resident in municipalities nearby Glostrup Hospital (Denmark) in 1976.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7765651/fullTextXML	"The paper calls it ""the 1936-cohort""; identity confirmed by context: Glostrup, Denmark, born 1936, mean age 60.5 at the examination and the 1996/97 investigation (the Glostrup study of 60-year-olds in the current example PMID:12871360). It is one of four replication cohorts (n = 622) meta-analysed with discovery; the Catalog replication sample (2,689) matches RISC + 1936-cohort + ADIGEN + Family study. Catalog does not tag cohorts on this study."
COHO:0000049	GWAS	FOUND	example added	GCST001213	PMID:21874001	Genome-wide association study in individuals of South Asian ancestry identifies six new type 2 diabetes susceptibility loci.	Replication testing amongst South Asians was carried out amongst 13,170 T2D cases and 25,398 controls participants from the following studies: the Chennai Urban Rural Epidemiology Study (CURES)36 the COBRA study37 the Diabetes Genetics in Pakistan (DGP) and UK Asian Diabetes Study (UKADS),38, 39	https://pmc.ncbi.nlm.nih.gov/articles/PMC3773920/	Full name in the online methods; DGP type 2 diabetes cases and controls used in the replication stage. Also a stage 3b replication study in GCST001809 (PMID:23300278). Catalog does not tag cohorts on these studies.
COHO:0000052	GWAS	NOT FOUND	removed from subset						"No GWAS Catalog study found that analysed DREAM trial participants. The DREAM GWAS of thiazolidinedione-induced oedema (PMID:20628086, the current example) is not in the Catalog. Europe PMC searches intersected with all 7,817 Catalog PMIDs: ""DREAM"" AND rosiglitazone AND ramipril 248 hits, 0 in Catalog; ""Diabetes Reduction Assessment with Ramipril"" 211, 0; ""DREAM trial"" AND ""genome-wide"" 19, 0; ""DREAM study"" AND ""genome-wide"" AND rosiglitazone 9, 0; ""Diabetes REduction Assessment"" AND genetic 68, 0. Catalog titles on rosiglitazone/TZD/ramipril: none; ACE-inhibitor angioedema GWAS checked (PMID:32080354, PMID:23838604 use ONTARGET, not DREAM). EpiDREAM (the DREAM screening cohort) is analysed in Catalog T2D GWAS (e.g. PMID:35393509), but it is a distinct cohort, so not accepted. GWAS subset membership looks mistaken unless the oedema GWAS is added to the Catalog."
COHO:0000056	GWAS	NOT FOUND	removed from subset						"No GWAS Catalog study uses the Dundee high-grade serous ovarian cancer bioresource samples. No Catalog cohort tag DUNDEE or Dundee (local table and live v2). Europe PMC searches intersected with all 7,817 Catalog PMIDs: Dundee AND ""ovarian cancer"" AND ""genome-wide"" 413 hits, 3 in Catalog (melanoma PMID:32341527, height PMID:36224396, reproductive ageing PMID:26414677; Dundee only in affiliations or other collections); ""high grade serous"" AND Dundee 60 hits, 0 in Catalog. The cohort is a collection site of the EGA Scottish HGSOC whole-genome study (EGAS00001004410), which has no GWAS. GWAS subset membership looks mistaken."
COHO:0000059	GWAS	FOUND	example added	GCST90027688	PMID:35115690	Effect of host genetics on the gut microbiome in 7,738 participants of the Dutch Microbiome Project.	To robustly characterize these effects, we performed a genome-wide association study of 207 taxa and 205 pathways representing microbial composition and function in 7,738 participants of the Dutch Microbiome Project.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:35115690%20AND%20SRC:MED&resultType=core&format=json	"Full name in title and abstract; one of 412 microbiome GWAS from this paper (this one is Bifidobacterium abundance). The Catalog tags these studies ""other"", not DMP."
COHO:0000062	GWAS	FOUND	example added	GCST011890	PMID:33603002	Trans-ethnic meta-analysis identifies new loci associated with longitudinal blood pressure traits.	We used the genotype data (Illumina Infinium Omni2.5) from 1442 participants from the Bambui Study in the context of the EPIGEN project39.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7893038/fullTextXML	"EPIGEN-Brazil genotypes of the Bambui cohort (a member of the initiative) are one of the four discovery datasets; the paper also says genotyping was approved ""as part of the Epigen-Brazil protocol"", confirming the Brazilian initiative (not the epilepsy EPIGEN consortium named in other Catalog papers). The 1,439 admixed individuals in this trans-ethnic study are the Bambui participants. Also GCST009433 (PMID:31792241, Bambui-Epigen cohort GWAS)."
COHO:0000064	GWAS	FOUND	example added	GCST90245818	PMID:36922633	Genome-wide meta-analysis identifies novel loci conferring risk of acne vulgaris.	We carried out a GWAS with the Estonian Biobank (EstBB) cohort data (30,194 cases, 94,694 controls), followed by a meta-analysis of data from three independent cohorts (34,422 affected individuals and 364,991 population controls) of European ancestry.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11368920/fullTextXML	Catalog tags it EB (with FinnGen and LifeLines); discovery GWAS in the Estonian Biobank.
COHO:0000065	GWAS	FOUND	example added	GCST002466	PMID:24880342	Rare variants of large effect in BRCA2 and CHEK2 affect risk of lung cancer.	IARC-replication comprised three studies: (i) EPIC Lung2,57, a nested case control study performed within the EPIC (European Prospective Investigation into Cancer and Nutrition) prospective cohort totalling 1,119 lung cancer cases and 2,546 controls (matched 1-2 to cases for age, sex, centre, and time of recruitment), selected from eight of the 10 countries participating in EPIC (Sweden, Netherlands, UK, France, Germany, Spain, Italy and Norway);	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4074058/fullTextXML	Multi-country EPIC (eight of its ten countries), not one of its centres or sub-studies modelled separately in COHO (EPIC-Norfolk, EPIC-Potsdam, EPIC-InterAct); EPIC Lung cases and controls are in the replication stage of this lung cancer GWAS. The tagged local candidates mostly name EPIC only in funding or acknowledgement text, or use EPIC-InterAct/Potsdam. Catalog does not tag cohorts on this study.
COHO:0000068	GWAS	FOUND	example added	GCST90104362	PMID:35240980	Innovative computational approaches shed light on genetic mechanisms underlying cognitive impairment among children born extremely preterm.	we utilized samples from the extremely low gestational age newborns (ELGAN) cohort [37], the largest US-based study of children born extremely preterm, to identify genetic factors associated with cognitive impairment at age 10 years.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8903548/fullTextXML	Local candidate; Catalog tags it ELGAN; GWAS of cognitive impairment at age 10 in ELGAN children.
COHO:0000069	GWAS	FOUND	example added	GCST004639	PMID:28644415	Genome-Wide Association Study of Dietary Pattern Scores.	One hundred and forty-one individuals were selected among the 210 participants who completed the Fatty Acid Sensor (FAS) study, primarily aiming to understand how genes and environment act together to define CVD risk profile [26].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5537769/fullTextXML	Full name in the methods; GWAS of dietary pattern scores in 141 FAS participants (Laval University fish-oil supplementation study). GCST004640 (Western pattern) is the paper other study. Catalog does not tag cohorts on these studies.
COHO:0000071	GWAS	FOUND	example added	GCST90134247	PMID:35748965	Identification of healthspan-promoting genes in Caenorhabditis elegans based on a human GWAS study.	We performed two genome-wide association studies using Finnish FINRISK population surveys from the years 1992, 1997, 2002 and 2007.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9388463/fullTextXML	Catalog tags it FINRISK; GWAS run on the pooled FINRISK surveys (the aggregation) of 1992-2007.
COHO:0000072	GWAS	FOUND	example added	GCST90002250	PMID:34957435	GWAS of stool frequency provides insights into gastrointestinal motility and irritable bowel syndrome.	These include UK Biobank (UKBB; n = 163,616), LifeLines-DEEP (LLD; n = 942), the Genes for Good study (GFG; n = 1,069), the Flemish Gut Flora Project (FGFP; n = 2,001), and the Population-based Colonoscopy study (PopCol; n = 247) (Table S1; STAR Methods).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8654685/fullTextXML	Local candidate; Catalog tags it Flemish Gut Flora Project; 2,001 FGFP participants in the stool-frequency GWAS meta-analysis.
COHO:0000073	GWAS	FOUND	example added	GCST003682	PMID:27387956	Genome-wide search identifies a gene-gene interaction between 20p13 and 2q14 in asthma.	The largest sub-study available, GABRIEL-AS (GABRIEL Advanced Surveys), was used as a screening dataset.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4936310/fullTextXML	Full name in the methods: GABRIEL Advanced Surveys children are the screening dataset of this genome-wide SNP-SNP interaction study of asthma. The Catalog-tagged GABRIELA study GCST012462 (PMID:34155719) has no open text to quote. Catalog does not tag cohorts on GCST003682.
COHO:0000074	GWAS	FOUND	example added	GCST90255688	PMID:36672889	Skin Phototype and Disease: A Comprehensive Genetic Approach to Pigmentary Traits Pleiotropy Using PRS in the GCAT Cohort.	Genetic analysis was conducted in a subsample of the GCAT cohort (GCATcore) that is fully genotyped by SNP-array and imputation.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9859115/fullTextXML	Local candidate paper; Catalog tags its 13 pigmentary-trait GWAS GCAT (this one: skin phototype score, 4,933 Iberian individuals). The paper also states participants belong to the GCAT|Genomes for life cohort (Catalonia).
COHO:0000075	GWAS	NOT FOUND	removed from subset						"No GWAS Catalog study found that analysed the French GENESIS (GENE SISters) breast cancer family study. The only Catalog studies tagged GENESIS (GCST90188371 and GCST90188370, local candidates, PMID:36240095) are an early-onset ischaemic stroke GWAS meta-analysis, so that GENESIS is a stroke study, not this cohort. Europe PMC searches intersected with all 7,817 Catalog PMIDs: GENESIS AND sisters AND ""breast cancer"" AND ""genome-wide"" 115 hits, 0 in Catalog; ""GENE SISters"" 13, 0; GENESIS AND BRCA1 AND sister AND French AND ""genome-wide"" 74, 0; ""GENESIS study"" AND breast 43, 0; GENESIS AND ""Breast Cancer Association Consortium"" 42, 2 in Catalog (no GENESIS study in text); GENESIS AND OncoArray AND breast 25, 4 in Catalog (only the GENESIS R package or affiliations). GWAS subset membership looks mistaken: either the Catalog stroke GENESIS tag was matched to this breast cancer study, or the definition was attached to the wrong GENESIS."
COHO:0000076	GWAS	FOUND	example added	GCST009597	PMID:31604244	Multiple sclerosis genomic map implicates peripheral immune cells and microglia in susceptibility.	The genome wide associations studies used in the discovery phase are available in the following repositories: i) dbGAP: phs000275.v1.p1, phs000139.v1.p1, phs000294.v1.p1, and phs000171.v1.p1, and ii) European Genome-phenome Archive database: EGAD00000000120, EGAD00000000022, and EGAD00000000021.	https://pmc.ncbi.nlm.nih.gov/articles/PMC7241648/	"Identified by accession: the EGA study that defines this cohort (EGAS00000000101, ""The Genetic Analysis of multiple sclerosis"") lists EGAD00000000120 (WTCCC2 project MS samples) and EGAD00000000021/22 (1958 British Birth Cohort controls) as its datasets (EGA study page), and this IMSGC GWAS names them as discovery-phase data. The paper does not use the name ""Genetic Analysis of Multiple Sclerosis"". The original GWAS of this collection is GCST001198 (PMID:21833088), whose methods match the EGA description (cases and Swedish controls on Illumina 660, WTCCC2 UK controls) but do not name it either."
COHO:0000077	GWAS	FOUND	example added	GCST002354	PMID:24514567	A genome-wide association study of anorexia nervosa.	We performed a GWAS in 2907 cases with AN from 14 countries (15 sites) and 14 860 ancestrally matched controls as part of the Genetic Consortium for AN (GCAN) and the Wellcome Trust Case Control Consortium 3 (WTCCC3).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:24514567%20AND%20SRC:MED&resultType=core&format=json	Consortium named in the abstract; the GCAN/WTCCC3 anorexia nervosa GWAS (same collection as the EGA example EGAS00001000913). Catalog does not tag cohorts on this study.
