accession_id	title	description	abstract	pubmed_ids	is_released	is_deprecated	original_cohort_matches	reviewer_notes	verified_cohort_matches	verification_status
EGAS00001004316	Hereditary Cancer Diagnostics with I2HCP gene panel	This dataset contains targetted DNA sequencing data generated in the context of genetic diagnostics of hereditary cancer. Target enrichment was performed with the I2HCP, a custom hereditary cancer gene panel based in Agilent SureSelect and developed by the Germans Trias i Pujol Research Institute (IGTP, Badalona, Catalonia, Spain) and the Catalan Institute of Oncology (ICO, L'Hospitalet de Llobregat, Catalonia, Spain). After the enrichment, 108 samples were sequenced in Illumina HiSeq machines and 130 in MiSeq machines. Some of the samples were sequenced on both platforms. The dataset also includes MLPA validation data for all identified copy-number alterations, annotated with exon resolution and information about negative MLPA results.  All this data was generated in the context of routine diagnostics and compiled together with MPLA validation data for a genetic diagnostics oriented benchmark of germline CNV calling tools.	This dataset contains targetted DNA sequencing data generated in the context of genetic diagnostics of hereditary cancer. Target enrichment was performed with the I2HCP, a custom hereditary cancer gene panel based in Agilent SureSelect and developed by the Germans Trias i Pujol Research Institute (IGTP, Badalona, Catalonia, Spain) and the Catalan Institute of Oncology (ICO, L'Hospitalet de Llobregat, Catalonia, Spain). After the enrichment, 108 samples were sequenced in Illumina HiSeq machines and 130 in MiSeq machines. Some of the samples were sequenced on both platforms. The dataset also includes MLPA validation data for all identified copy-number alterations, annotated with exon resolution and information about negative MLPA results.  All this data was generated in the context of routine diagnostics and compiled together with MPLA validation data for a genetic diagnostics oriented benchmark of germline CNV calling tools.	[28050010, 28051113]	TRUE	FALSE	ICO	Likely false positive		Confirmed no valid match (human-reviewed)
EGAS00001001667	ICR MOPOPGEN UK exome control series	ICR MOPOPGEN UK exome control series	ICR MOPOPGEN UK exome control series	[27329137]	TRUE	FALSE	ICR	Correct but needs to be - ICR MOPOPGEN UK exome control series	ICR MOPOPGEN UK exome control series	Corrected by reviewer
EGAS50000001270	Dynamics of checkpoint receptors in γδ T cell subsets are associated with clinical responses during anti-PD-1 immunotherapies	Gamma delta (γδ) T cells are innate-like lymphocytes with potent anti-tumor properties. Herein, we show that immune checkpoint receptors (ICRs) display differential expression and regulation by the JAK-STAT pathway in Vδ1 and Vδ2 cells and identify constitutive (e.g. TIGIT, PD-1) and inducible (e.g. TIM-3, LAG-3, CTLA-4) ICRs. In melanoma, all γδ T cell subsets downregulated AP-1 transcription factors, but Vδ1 cells specifically expressed high levels of ICR, TOX and inhibitory killer Ig-like receptor (KIR) transcripts, reminiscent of exhaustion. However, patient-derived cells were functionally competent, although induction of LAG-3 and CTLA-4 was impaired. During anti-PD-1 monotherapy, Vδ1 cells specifically bound high levels of therapeutic antibody but only in patients who responded to treatment, revealing a potential new prognostic marker for evaluating the efficacy of IC blockade (ICB) therapy. Finally, expression of KIR genes in Vδ1 cells was downregulated in response to successful ICB therapy. Collectively, our data indicate an intricate relationship between ICRs and γδ T cells and reveal novel approaches by which these cells can be harnessed in order to discern or improve cancer immunotherapy.		[]	TRUE	FALSE	ICR	Correct	ICR	Confirmed correct (human-reviewed)
EGAS00001002336	UK renal cancer samples genotyped on Illumina OmniExpress BeadChip	Renal cell carcinoma (RCC) cases comprised adult patients with histologically proven RCC were collected through two sources within the UK. First, 856 cases from SORCE, a MRC collection of surgically treated RCC cases ascertained through UK clinical oncology centres. Second, 189 RCC cases collected through the ICR and Royal Marsden NHS Hospitals Trust. Cases included 590 clear cell carcinomas (CCCs), 42 papillary carcinomas (PCs), 33 chromophobe carcinomas (CCs) and 19 mixed or other histological subtypes. DNA was extracted from EDTA-venous blood samples using the conventional methods and quantified using PicoGreen (Invitrogen). Cases were genotyped using the Human OmniExpress-12 BeadChip according to the manufacturer's recommendations (Illumina Inc, San Diego, CA, USA). After strict QC, 944 cases were retained. Data provided in plink format.  Controls used were data from the Wellcome Trust Case Control Consortium 2 (WTCCC2) 1958 birth cohort and the UK Blood Service Control Group (available as EGAS00000000028).	Renal cell carcinoma (RCC) cases comprised adult patients with histologically proven RCC were collected through two sources within the UK. First, 856 cases from SORCE, a MRC collection of surgically treated RCC cases ascertained through UK clinical oncology centres. Second, 189 RCC cases collected through the ICR and Royal Marsden NHS Hospitals Trust. Cases included 590 clear cell carcinomas (CCCs), 42 papillary carcinomas (PCs), 33 chromophobe carcinomas (CCs) and 19 mixed or other histological subtypes. DNA was extracted from EDTA-venous blood samples using the conventional methods and quantified using PicoGreen (Invitrogen). Cases were genotyped using the Human OmniExpress-12 BeadChip according to the manufacturer's recommendations (Illumina Inc, San Diego, CA, USA). After strict QC, 944 cases were retained. Data provided in plink format.  Controls used were data from the Wellcome Trust Case Control Consortium 2 (WTCCC2) 1958 birth cohort and the UK Blood Service Control Group (available as EGAS00000000028).	[23184150]	TRUE	FALSE	ICR | SORCE | Wellcome Trust Case Control Consortium	Correct but missing 1958 birth cohort and UK Blood Service Control Group	ICR | SORCE | Wellcome Trust Case Control Consortium | 1958 Birth Cohort | UK Blood Service Control Group	Confirmed correct + cohort(s) added by reviewer
EGAS00001000228	Whole_exome_sequencing_of_rare_autoimmune_related_phenotypes	We aim to whole-exome sequence DNA samples from 75 individuals with severe forms of Inflammatory Bowel Disease and related autoimmune diseases to identify the rare, highly penetrant, variants that we believe underlie these phenotypes. Case samples will be obtained from both new and existing (UK IBD Genetics Consortium) collaborators to ensure only the most extreme cases are sequenced.	We have access to DNA samples from individuals with severe forms of Inflammatory Bowel Disease and related autoimmune diseases.  We request funding to whole-exome sequence 100 such individuals to identify the rare, highly penetrant, variants that we believe underlie these phenotypes. The large number of IBD patients available within the UKIBDGC (12000+) ensures that we have tens of samples available across a range of very rare IBD-related phenotypes. These samples range from very severe forms of autoimmunity, such as a 4-year old boy with villous atrophy and severe diarrhea who doesn't produce immunoglobulins and with no B- cell precursors in his bone marrow, to more severe forms of typical IBD that do not respond to pharmaceutics or surgery. We expect the sequencing to take place over ~18 months, with 50 samples being sequenced in the first 6 months and then another 50 over the remaining 12 months. Samples drawn from the IIBDGC already have ethical approval and HMDMC documentation. The equivalent for non-UKIBDGC samples will be set up on a case-by-case basis as the samples come to our attention.		TRUE	FALSE	IIBDGC | UKIBDGC	Correct	IIBDGC | UKIBDGC	Confirmed correct (human-reviewed)
EGAS50000001505	IMMUcan Upstream SCCHN3 cohort	The goal of IMMUcan is to understand how the immune system interacts with tumors and how therapeutic interventions influence this interaction. This cohort includes patients from the UPSTREAM trial, with squamous cell carcinoma of the head and neck (SCCHN) cancer which has spread (metastatic) or the tumour has come back after previous treatment (recurrent). Comprehensive profiling data are integrated with longitudinally collected clinical information. Cellular profiling of the same tumor samples was performed using multiplex immunofluorescence imaging, imaging mass cytometry, and H&E staining.		[]	TRUE	FALSE	IMMUcan	Correct	IMMUcan	Confirmed correct (human-reviewed)
EGAS50000001533	IMMUcan SCCHN1 cohort	The goal of IMMUcan is to understand how the immune system interacts with tumors and how therapeutic interventions influence this interaction. This cohort includes patients with confirmed locally recurrent and/or metastatic squamous cell carcinoma of the head and neck (SCCHN) who receive first-line treatment with immune checkpoint inhibitors (ICI) or ICI combined with chemotherapy. Comprehensive profiling data are integrated with longitudinally collected clinical information. Cellular profiling of the same tumor samples was performed using multiplex immunofluorescence imaging, imaging mass cytometry, and H&E staining.		[]	TRUE	FALSE	IMMUcan	Correct	IMMUcan	Confirmed correct (human-reviewed)
EGAS50000001558	IMMUcan Lung NSCLC2 cohort	The goal of IMMUcan is to understand how the immune system interacts with tumors and how therapeutic interventions influence this interaction. This cohort includes patients with non-small cell lung cancer who had surgical resection. This is a subcohort of the EORTC SPECTAlung study. Comprehensive profiling data are integrated with longitudinally collected clinical information. Cellular profiling of the same tumor samples was performed using multiplex immunofluorescence imaging, imaging mass cytometry, and H&E staining.		[]	TRUE	FALSE	IMMUcan	Correct	IMMUcan	Confirmed correct (human-reviewed)
EGAS50000001587	IMMUcan BC1 cohort	The goal of IMMUcan is to understand how the immune system interacts with tumors and how therapeutic interventions influence this interaction. This cohort includes metastatic Triple Negative Breast Cancer (mTNBC) patients, naïve of treatment in the metastatic settings, treated in 1st line with chemotherapy or chemo-immunotherapy Comprehensive profiling data are integrated with longitudinally collected clinical information. Cellular profiling of the same tumor samples was performed using multiplex immunofluorescence imaging, imaging mass cytometry, and H&E staining.		[]	FALSE	FALSE	IMMUcan	Correct	IMMUcan	Confirmed correct (human-reviewed)
EGAS00001000991	Therapeutic Resistance to PI3K-alpha Inhibitors	We have studied the tumor genomic evolution in a patient with metastatic breast cancer bearing an activating PIK3CA mutation. The patient was treated with the PI3Kα inhibitor BYL719 and achieved a lasting clinical response on BYL719, but eventually progressed to treatment and died shortly thereafter. A rapid autopsy was performed and a total of 14 metastatic lesions were collected for further analysis. In order to identify possible genetic determinants of acquired resistance to PI3Kα inhibition, we took a three-step approach. First, we examined both the primary tumor (before BYL719 treatment) and the new lung metastasis by whole genome sequencing (DNA from the spleen was used as a normal control). Then, we analyzed the primary tumor, lung metastasis, and the peri-aortic lesion that remained stable (responding) at the time of progression to BYL719 therapy by whole exome sequencing. Finally, to confirm and expand our findings, we sequenced the primary tumor and all the metastatic lesions to &gt;500-fold coverage using a custom targeted deep-sequencing assay, MSK-IMPACT. Using this 3-step approach, we have demonstrated that patient’s lesion underwent parallel genetic evolution at multiple metastatic sites with different PTEN genomic alterations leading to a convergent PTEN- null phenotype resistant to PI3Kα inhibition. In order to expand our observations, we analyzed paired samples (pre-treatment and at progression) from six additional patients enrolled in the BYL719 trial. Acquired bi-allelic loss of PTEN was found in one additional patient treated with BYL719 whereas in two patients PIK3CA mutations present in the primary tumor were no longer detected at the time of progression. To functionally characterize our findings, inducible PTEN knockdown in sensitive cells resulted in resistance to BYL719, while simultaneous PI3K-p110β blockade reverted this resistance phenotype, both in cell lines and in PTEN-null xenografts derived from our patient. We conclude that parallel genetic evolution of separate sites with different PTEN genomic alterations leads to a convergent PTEN-null phenotype resistant to PI3Kα inhibition.	We have studied the tumor genomic evolution in a patient with metastatic breast cancer bearing an activating PIK3CA mutation. The patient was treated with the PI3Kα inhibitor BYL719 and achieved a lasting clinical response on BYL719, but eventually progressed to treatment and died shortly thereafter. A rapid autopsy was performed and a total of 14 metastatic lesions were collected for further analysis. In order to identify possible genetic determinants of acquired resistance to PI3Kα inhibition, we took a three-step approach. First, we examined both the primary tumor (before BYL719 treatment) and the new lung metastasis by whole genome sequencing (DNA from the spleen was used as a normal control). Then, we analyzed the primary tumor, lung metastasis, and the peri-aortic lesion that remained stable (responding) at the time of progression to BYL719 therapy by whole exome sequencing. Finally, to confirm and expand our findings, we sequenced the primary tumor and all the metastatic lesions to &gt;500-fold coverage using a custom targeted deep-sequencing assay, MSK-IMPACT. Using this 3-step approach, we have demonstrated that patient’s lesion underwent parallel genetic evolution at multiple metastatic sites with different PTEN genomic alterations leading to a convergent PTEN- null phenotype resistant to PI3Kα inhibition. In order to expand our observations, we analyzed paired samples (pre-treatment and at progression) from six additional patients enrolled in the BYL719 trial. Acquired bi-allelic loss of PTEN was found in one additional patient treated with BYL719 whereas in two patients PIK3CA mutations present in the primary tumor were no longer detected at the time of progression. To functionally characterize our findings, inducible PTEN knockdown in sensitive cells resulted in resistance to BYL719, while simultaneous PI3K-p110β blockade reverted this resistance phenotype, both in cell lines and in PTEN-null xenografts derived from our patient. We conclude that parallel genetic evolution of separate sites with different PTEN genomic alterations leads to a convergent PTEN-null phenotype resistant to PI3Kα inhibition.	[25409150]	TRUE	FALSE	IMPACT	Incorrect		Confirmed no valid match (human-reviewed)
EGAS00001004641	Characterization of stromal tumor-infiltrating lymphocytes and genomic alterations in metastatic lobular breast cancer		Purpose Invasive lobular carcinoma (ILC) represents the second most common histological breast cancer subtype after invasive ductal carcinoma (IDC). While primary ILC has been extensively studied, metastatic ILC has been poorly characterized at the genomic and immune level.  Experimental design We retrospectively assembled the multi-centric EuroILC series of matched primary and metastatic samples from 94 patients with estrogen receptor (ER)-positive ILC. Stromal tumor infiltrating lymphocytes (sTIL) were assessed by experienced pathologists. Targeted sequencing and low pass whole genome sequencing were conducted to detect mutations and copy number aberrations (CNAs). We compared the frequencies of the alterations in EuroILC with those from patients with ER-positive metastatic ILC (n=135) and IDC (n=563) from MSK-IMPACT.  Results Low sTIL levels were observed in ILC metastases, with higher levels in the mixed non-classic histology. Considering ILC metastases from EuroILC and MSK-IMPACT, we observed that &gt;50% of tumors harbor genomic alterations that have previously been associated with endocrine resistance. A matched primary/metastasis comparison in EuroILC revealed mutations (AKT1, ARID1A, ESR1, ERBB2 or NF1) and CNAs (PTEN or NF1 deletion, CYP19A1 amplification) associated with endocrine resistance that were private to the metastasis in 22% (7/32) and 19% (4/21) of patients, respectively. An increase in CDH1, ERBB2, FOXA1 and TBX3 mutations, in CDH1 deletions and a decrease in TP53 mutations was observed in ILC as compared to IDC metastases.  Conclusions ILC metastases harbor genomic alterations that may potentially explain endocrine resistance in a large proportion of patients, and present genomic differences as compared to IDC metastases.		TRUE	FALSE	IMPACT	Incorrect no cohort		Confirmed no valid match (human-reviewed)
EGAS00001004964	Preliminary Results from the Initiative for Molecular Profiling and Advanced Cancer Therapy 2 (IMPACT 2) Study		Precision medicine is associated with favorable outcomes in selected patients with cancer. Herein, we report an interim analysis of IMPACT2, an ongoing randomized study evaluating genomic profiling and targeted agents in metastatic cancer. Patients with metastatic cancer underwent tumor genomic profiling (ClinialTrials.gov: NCT02152254), and 69 patients met the criteria for randomization.		TRUE	FALSE	IMPACT	Partially correct but should be  Initiative for Molecular Profiling and Advanced Cancer Therapy 2 (IMPACT 2) Study	Initiative for Molecular Profiling and Advanced Cancer Therapy 2 (IMPACT 2) Study	Corrected by reviewer
EGAS00001005556	Automated machine-learning approach for next generation profiling of sequence alterations, mutation burden, microsatellite instability, and structural variants in human cancers	Sequence and structural alterations together with tumor mutation burden (TMB) and microsatellite instability (MSI) have been identified as biomarkers for the determination of response to targeted and immune checkpoint inhibitor therapies.  However, widespread clinical adoption of these biomarkers has historically been limited due to barriers such as evidence of clinical utility and reimbursement. We have developed 2.2 Mb targeted NGS system and an automated machine-learning analysis approach (PGDx elio™ tissue complete, ETC) that has been FDA cleared for examination of 500+ cancer-related genes and 68 mononucleotide repeats for identification of sequence and structural alterations, TMB, and MSI in solid cancers in a clinical setting.  We designed and trained this approach using sequence data from 4,174 cancers and &amp;gt;124,000 in silico alterations and evaluated the methodology in &amp;gt;2,550 tumor or non-cancerous normal samples.  Independent analyses of ETC sequence changes in 440 formalin fixed paraffin embedded (FFPE) tumor or cell line samples using MSK-IMPACT™, FoundationOne®, and ddPCR revealed a positive percent agreement (PPA) &amp;gt;97% with high sensitivity as low as 3% mutant allele fraction.  We observed high concordance between panel-wide and whole-exome TMB for 307 pan-cancer FFPE tumors (Pearson r=0.95, p &amp;lt; 0.0001) using samples with ≥20% tumor cellularity.  Comparison of the mutation context and repeat-based MSI approach in ETC with a multiplex MSI PCR assay in 223 samples revealed a PPA of 99% and negative predictive agreement (NPA) &amp;gt;99%.  We confirmed the accuracy and precision of TMB and MSI measurements across three independent laboratories (CV of &amp;lt;5% and average PPA &amp;gt;99%, respectively). Finally, evaluation of amplifications and translocations against DNA and RNA-based approaches exhibited &amp;gt;98% NPA and PPA of 86% and 82% respectively.  These results demonstrate high analytical performance for determination of sequence and structural changes, TMB, and MSI using a targeted NGS panel and provide a scalable and facile approach for evaluating these biomarkers in a clinical laboratory.	Sequence and structural alterations together with tumor mutation burden (TMB) and microsatellite instability (MSI) have been identified as biomarkers for the determination of response to targeted and immune checkpoint inhibitor therapies.  However, widespread clinical adoption of these biomarkers has historically been limited due to barriers such as evidence of clinical utility and reimbursement. We have developed 2.2 Mb targeted NGS system and an automated machine-learning analysis approach (PGDx elio™ tissue complete, ETC) that has been FDA cleared for examination of 500+ cancer-related genes and 68 mononucleotide repeats for identification of sequence and structural alterations, TMB, and MSI in solid cancers in a clinical setting.  We designed and trained this approach using sequence data from 4,174 cancers and &amp;gt;124,000 in silico alterations and evaluated the methodology in &amp;gt;2,550 tumor or non-cancerous normal samples.  Independent analyses of ETC sequence changes in 440 formalin fixed paraffin embedded (FFPE) tumor or cell line samples using MSK-IMPACT™, FoundationOne®, and ddPCR revealed a positive percent agreement (PPA) &amp;gt;97% with high sensitivity as low as 3% mutant allele fraction.  We observed high concordance between panel-wide and whole-exome TMB for 307 pan-cancer FFPE tumors (Pearson r=0.95, p &amp;lt; 0.0001) using samples with ≥20% tumor cellularity.  Comparison of the mutation context and repeat-based MSI approach in ETC with a multiplex MSI PCR assay in 223 samples revealed a PPA of 99% and negative predictive agreement (NPA) &amp;gt;99%.  We confirmed the accuracy and precision of TMB and MSI measurements across three independent laboratories (CV of &amp;lt;5% and average PPA &amp;gt;99%, respectively). Finally, evaluation of amplifications and translocations against DNA and RNA-based approaches exhibited &amp;gt;98% NPA and PPA of 86% and 82% respectively.  These results demonstrate high analytical performance for determination of sequence and structural changes, TMB, and MSI using a targeted NGS panel and provide a scalable and facile approach for evaluating these biomarkers in a clinical laboratory.		TRUE	FALSE	IMPACT	Incorrect		Confirmed no valid match (human-reviewed)
EGAS50000000595	Targeted gene panel sequencing of leiomyosarcoma	We conducted MSK-IMPACT sequencing of leiomyosarcoma.		[]	TRUE	FALSE	IMPACT	Incorrect		Confirmed no valid match (human-reviewed)
EGAS50000001092	Germline Pathogenic Variants in Homologous Recombination Pathway Genes are Frequent In Pancreatobiliary Ampullary Carcinoma	Ampullary carcinoma is a rare type of cancer arising from the ampulla of Vater, which is classified into subtypes depending on the histologic appearance and epithelium of origin (pancreatobiliary and intestinal). Pancreatobiliary carcinomas are considered more aggressive and confer worse prognosis compared to the intestinal subtype [PMID: 18547417]. The two subtypes, however, appear not to have significant differences with respect to molecular profiles [PMID: 27488532, 32914025]. The contribution of germline variants to ampullary carcinoma has yet to be determined, given the rarity of this tumor type.  Studies of small cohorts of ampullary carcinomas have found isolated mutations in some cancer susceptibility genes, but no causative role has been established. [PMID: 30620386].  Therefore, no guidelines for whether genetic testing should be performed in individuals with ampullary carcinoma are currently available. In the MKSCC 12-245 part C cohort, we have now accrued a large cohort of 103 individuals with ampullary carcinoma whose blood and tumor DNA have been profiled with MSK-IMPACT, which will enable us determine the prevalence of germline pathogenic variants affecting cancer susceptibility genes in individuals with ampullary carcinoma and to use tumor genomic data to establish a causal role for these germline variants in tumor development.		[]	FALSE	FALSE	IMPACT	Incorrect		Confirmed no valid match (human-reviewed)
EGAS00001000458	Whole_Genome_sequencing_of_individuals_from_Val_Borbera__Italy	This study includes Phase 2 whole-genome sequencing data (at 4x depth)of 100 individuals from an Italian genetic isolate population (Val Borbera, abbreviated VBI) of the Italian Network of Genetic Isolates (INGI). The INGI-VBI_SEQ2 project aims to combine available extensive genetic and phenotypic data to the latest high-throughput genome sequencing technology and ad hoc statistical analysis to identify new rare genetic variants underlying complex traits.	This study includes Phase 2 whole-genome sequencing data (at 4x depth)of 100 individuals from an Italian genetic isolate population (Val Borbera, abbreviated VBI) of the Italian Network of Genetic Isolates (INGI). The INGI-VBI_SEQ2 project aims to combine available extensive genetic and phenotypic data to the latest high-throughput genome sequencing technology and ad hoc statistical analysis to identify new rare genetic variants underlying complex traits.		TRUE	FALSE	INGI	Correct	INGI - Italian Network of Genetic Isolates	Corrected by reviewer (edited match text)
EGAS00001000460	Whole_Genome_sequencing_of_individuals_from_Carlantino__Italy	This study includes whole-genome sequencing data (at 4x depth) of 100 individuals from an Italian genetic isolate population (Carlantino, abbreviated CARL) of the Italian Network of Genetic Isolates (INGI). The INGI-CARL_SEQ project aims to combine available extensive genetic and phenotypic data to the latest high-throughput genome sequencing technology and ad hoc statistical analysis to identify new rare genetic variants underlying complex traits.	This study includes whole-genome sequencing data (at 4x depth) of 100 individuals from an Italian genetic isolate population (Carlantino, abbreviated CARL) of the Italian Network of Genetic Isolates (INGI). The INGI-CARL_SEQ project aims to combine available extensive genetic and phenotypic data to the latest high-throughput genome sequencing technology and ad hoc statistical analysis to identify new rare genetic variants underlying complex traits.		TRUE	FALSE	INGI	Correct	INGI - Italian Network of Genetic Isolates	Corrected by reviewer (edited match text)
EGAS50000001665	Case Report: Pre-Clinical Combination Targeting VEGF and PI3K in a Rare, Aggressive Mixed Endometrial Carcinoma	We report a rare case of a young patient (VENUS 167) initially diagnosed with grade 1 endometrioid endometrial cancer, which, following endocrine treatment, presented with mixed aggressive carcinoma with three distinct histologic patterns: grade 1 endometrioid, large cell neuroendocrine, and undifferentiated carcinoma. The surgical specimen at the time of disease progression was used to establish OPTO.85, a patient-derived organoid (PDO), followed by a corresponding organoid-derived xenograft (ODX). Multi-omic analyses confirmed that OPTO.85 accurately reflected the patient’s tumor characteristics. WES analysis identified oncogenic alterations in PIK3CA, ARID1A, and CTNNB1. Further RNA-seq and ATAC-seq analyses revealed enrichment in VEGF and Wnt signaling pathways, suggesting therapeutic vulnerabilities. A high-throughput drug screen was conducted using ApexBio-Approved and Epigenetic Drug Libraries, along with Kinase Inhibitor and Tool Compound Libraries developed at the Ontario Institute of Cancer Research. The OPTO.85 PDO exhibited sensitivity to PI3K inhibitors and responsiveness to VEGF inhibition. Cediranib demonstrated synergy with BKM120, significantly reducing organoid growth. This combination also showed in vivo efficacy in the ODX model, where dual inhibitors significantly suppressed tumor growth compared to single compounds. This case exemplifies the impact of genomic profiling and patient-derived models in identifying actionable molecular changes in rare cancers with limited therapeutic options and poor prognosis. It highlights that high-throughput sequencing for individual patient tumors and generation of patient-derived models are feasible in endometrial cancer. This preclinical model may assist clinical decision and personalized therapy requiring validation in prospective studies.		[]	TRUE	FALSE		Incorrect		Confirmed no valid match (human-reviewed)
EGAS00001000048	Paroxysmal neurological disorders	We are sequencing the exomes of patients with paroxysmal neurological disorders mainly focusing on migraine and epilepsy. Cases are collected from performance sites of members of the International Headache Genetics consortium and EuroEPINOMICS. Most cases have a strong family history. The study sample will include both cases and controls.	We are sequencing the exomes of patients with paroxysmal neurological disorders mainly focusing on migraine and epilepsy. Cases are collected from performance sites of members of the International Headache Genetics consortium and EuroEPINOMICS. Most cases have a strong family history. The study sample will include both cases and controls.	[25262651]	TRUE	FALSE	International Headache Genetics Consortium	Correct but needs International Headache Genetics Consortium | EuroEPINOMICS	International Headache Genetics Consortium | EuroEPINOMICS	Confirmed correct + cohort(s) added by reviewer
EGAS00001000190	Paroxysmal_Neurological_Disorders_2	We are sequencing the exomes of patients with paroxysmal neurological disorders mainly focusing on migraine and epilepsy. Cases are collected from performance sites of members of the International Headache Genetics consortium and EuroEPINOMICS. Most cases have a strong family history. The study sample will include both cases and controls.	We are sequencing the exomes of patients with paroxysmal neurological disorders mainly focusing on migraine and epilepsy. Cases are collected from performance sites of members of the International Headache Genetics consortium and EuroEPINOMICS. Most cases have a strong family history. The study sample will include both cases and controls.	[25262651]	TRUE	FALSE	International Headache Genetics Consortium	Correct but needs International Headache Genetics Consortium | EuroEPINOMICS	International Headache Genetics Consortium | EuroEPINOMICS	Confirmed correct + cohort(s) added by reviewer
EGAS00001000386	Paroxysmal_neurological_Disorders	We are sequencing the exomes of patients with paroxysmal neurological disorders mainly focusing on migraine and epilepsy. Cases are collected from performance sites of members of the International Headache Genetics consortium and EuroEPINOMICS. Most cases have a strong family history. The study sample will include both cases and controls.	We are sequencing the exomes of patients with paroxysmal neurological disorders mainly focusing on migraine and epilepsy. Cases are collected from performance sites of members of the International Headache Genetics consortium and EuroEPINOMICS. Most cases have a strong family history. The study sample will include both cases and controls.		TRUE	FALSE	International Headache Genetics Consortium	Correct but needs International Headache Genetics Consortium | EuroEPINOMICS	International Headache Genetics Consortium | EuroEPINOMICS	Confirmed correct + cohort(s) added by reviewer
EGAS00001003216	Multiple Sclerosis Replication Chip data (MS Chip)	Genetic data typed with the MS Chip, designed by the International Multiple Sclerosis Genetics Consortium (IMSGC).	Genetic data typed with the MS Chip, designed by the International Multiple Sclerosis Genetics Consortium (IMSGC).		TRUE	FALSE	International Multiple Sclerosis Genetics Consortium	Correct	International Multiple Sclerosis Genetics Consortium	Confirmed correct (human-reviewed)
EGAS00001000416	Preeclampsia InterPregGen Consortium: Whole Genome Sequencing of 100 unrelated Uzbeks (DNA samples from the Institute of Immunology, Uzbek Academy of Sciences, Tashkent, Uzbekistan; Republic Specialized Scientific Practical Medical Centre of Obstetrics and Gynecology, Tashkent, Uzbekistan)	Preeclampsia (PE) is a syndrome affecting pregnant mothers and fetus/babies characterised by hypertension and proteinuria, and is a leading cause of maternal and fetal death and of premature births worldwide. The InterPregGen Consortium was funded by a European Framework 7 (FP7) grant and grew out of the WTCCC3 GWAS comparing ~2000 UK PE mothers with ~6000 common UK controls. The EGAS00001000416 study data is whole genome sequencing of 100 unrelated Uzbeks in order to impute genotypes into PE cases and controls from Uzbekistan and to provide genetic data and infrastructure for future genetic studies in Uzbekistan and Central Asia more generally and to fill a gap in worldwide information as Central Asia is not adequately represented in available genomic data. This study is one component of the InterPregGen FP7 project. DNA samples for this component were collected by InterPregGen Consortium collaborators in Tashkent, Uzbekistan at the Institute of Immunology, Uzbek Academy of Sciences and at the Republic Specialized Scientific Practical Medical Centre of Obstetrics and Gynecology	Preeclampsia (PE) is a syndrome affecting pregnant mothers and fetus/babies characterised by hypertension and proteinuria, and is a leading cause of maternal and fetal death and of premature births worldwide. The InterPregGen Consortium was funded by a European Framework 7 (FP7) grant and grew out of the WTCCC3 GWAS comparing ~2000 UK PE mothers with ~6000 common UK controls. The EGAS00001000416 study data is whole genome sequencing of 100 unrelated Uzbeks in order to impute genotypes into PE cases and controls from Uzbekistan and to provide genetic data and infrastructure for future genetic studies in Uzbekistan and Central Asia more generally and to fill a gap in worldwide information as Central Asia is not adequately represented in available genomic data. This study is one component of the InterPregGen FP7 project. DNA samples for this component were collected by InterPregGen Consortium collaborators in Tashkent, Uzbekistan at the Institute of Immunology, Uzbek Academy of Sciences and at the Republic Specialized Scientific Practical Medical Centre of Obstetrics and Gynecology	[33239696]	TRUE	FALSE	InterPregGen	Incorrect should be WWTC	WWTC	Corrected by reviewer
