ID	example study	PMID	note	quote	URL	title
COHO:0000765	GCST90267569	PMID:37291194	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Two of these studies included participants of Hispanic American ancestry (MACAD and HTN-IR; N ISI = 1095, N IFC = 1099) and 1 included participants of East Asian ancestry (TAICHI; N ISI = 730 N IFC = 739); the remaining 25 studies included individuals of European ancestry.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7614755/fullTextXML	
COHO:0000766	GCST90243993	PMID:35512400	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	USC_HRT_CRC = University of Southern California Hormone Replacement Therapy Colorectal Cancer Study	https://pmc.ncbi.nlm.nih.gov/articles/PMC9360460/	
COHO:0000767	GCST90104462	PMID:35998220	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	UK Dyslexia was supported by Wellcome Trust Grants 076566/Z/05/Z and 075491/Z/04, Waterloo Foundation Grant 797–1720, EU Grant 018696, and Royal Society Grant UF100463.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9436320/fullTextXML	
COHO:0000768	GCST90461907	PMID:39930085	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The AAPC comprises AFR studies with prostate cancer phenotyping	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11821537/fullTextXML	
COHO:0000769	GCST90267567	PMID:37291194	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Botnia-PPP was imputed to the SISu v3 reference panel in genome build 3863 and variants were mapped to build 37 using UCSC LiftOver, after GWAS analyses64.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7614755/fullTextXML	
COHO:0000770	GCST90709864	PMID:41075272	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Children born with an orofacial cleft and their families who were registered at one of 17 cleft centres across the UK were recruited to the Cleft Collective Cohort study between November 2013 and June 2020.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12627943/fullTextXML	
COHO:0000771	GCST90245885	PMID:36580335	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	This retrospective analysis of a multiethnic genome-wide association study was conducted between January 1, 2019, and April 15, 2022, including patients treated as part of Children’s Oncology Group (COG) trials with centers in the United States, Canada, and Australia, which accrued data from December 29, 2003, to January 21, 2011 (AALL0232), and from January 22, 2007, to July 24, 2014 (AALL0434).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9857512/fullTextXML	
COHO:0000772	GCST90308728	PMID:37344610	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	We examined genome-wide associations for DSM-IV PTSD among 4,978 trauma-exposed participants (31% with alcohol dependence, 50% female, 30% African ancestry) from the Collaborative Study on the Genetics of Alcoholism (COGA).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A37344610+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000773	GCST90502765	PMID:38408508	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	We conducted a GWAS meta-analysis of 6176 EOCRC cases and 65 829 controls from the Genetics and Epidemiology of Colorectal Cancer Consortium (GECCO), the Colorectal Transdisciplinary Study (CORECT), the Colon Cancer Family Registry (CCFR), and the UK Biobank.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11213623/fullTextXML	
COHO:0000774		PMID:27598322	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Additionally, we carried out Mendelian randomization analyses utilizing GWAS summary statistics from the Genetic Associations and Mechanisms in Oncology (GAME-ON) and Genetic Investigation of Anthropometric Traits (GIANT) consortia studies of individuals of European descent.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5012582/fullTextXML	
COHO:0000775	GCST90244175	PMID:36191651	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	DAHANCA cohorts comprised 1,183 patients treated within The Danish Head and Neck Cancer Group (DAHANCA) protocols in Denmark for head and neck squamous cell carcinoma in the period of 2000-2011	https://ars.els-cdn.com/content/image/1-s2.0-S0167814022044863-mmc1.docx	
COHO:0000776	GCST90025866	PMID:34184762	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Here we report a GWAS of serum ALT and AST levels in 388k unrelated individuals of European ancestry from UKB and DiscovEHR.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8457092/fullTextXML	
COHO:0000777	GCST90454254	PMID:38630618	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	GEMS and EIMS are nationwide case-control studies examining the genetic and environmental risk factors for prevalent and incident MS, respectively.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11449136/fullTextXML	
COHO:0000778		PMID:26046553	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The Swedish MS registry (SMSreg) is designed to assure quality health care for patients with multiple sclerosis (MS).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A26046553+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000779	GCST90267567	PMID:37291194	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Supplementary Table 1 - cohort specific information Cohort Name KORA FHS Fenland-CoreExome Fenland-GWAS Fenland-OMICS Ely LURIC METSIM LIFE-Adult Sorbs ULSAM HTN-IR MACAD TaiChi RISC ADDITION-PRO RigCoh Inter99 Health_2008 BC1936 PPP Botnia MDC Botnia_families TUEF/TULIP EUGENE2	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7614755/supplementaryFiles	
COHO:0000780	GCST90704646	PMID:42237039	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Across all studies, we filtered out duplicated variants and those with (1) missing data for effect size, s.e. or P value; (2) an absolute effect size >5 and (3) imputation quality <0.3 (0.8 for the GenADA study).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13263136/fullTextXML	
COHO:0000781	GCST90319889	PMID:38277453	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	A total of 175,672 individuals were included in this GWAS meta-analysis of six Japanese cohorts, namely, the Hospital-based Epidemiologic Research Program at Aichi Cancer Center (HERPACC) Study (n = 4958)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10816704/fullTextXML	
COHO:0000782		PMID:34897183	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The J-CGE consists of data analyzed among healthy participants from the Tohoku Medical Megabank Community-Based Cohort (TMM) Study, the Japan Public Health Centre-based Prospective (JPHC) Study, the Japan Multi-Institutional Collaborative Cohort (J-MICC) Study, and the Hospital-based Epidemiologic Research Program at Aichi Cancer Center (HERPACC) Study (Table 1).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8761561/fullTextXML	
COHO:0000783	GCST90319889	PMID:38277453	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The J-CGE consisted of the following Japanese population-based and hospital-based studies: the HERPACC Study (25), the J-MICC Study (26, 27), the JPHC Study (28), and the TMM Study (29).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10816704/fullTextXML	
COHO:0000784	GCST90308666	PMID:37601974	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	We performed a genome-wide meta-analysis of 16 biobanks across multiple ancestries to study the genetics of ischemic stroke (60,176 cases, 1,310,725 controls) as part of the Global Biobank Meta-analysis Initiative (GBMI) and further combined the results with previously published MegaStroke.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A37601974+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000785	GCST90444478	PMID:39251807	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The current study includes 18532 participants of European and 1142 participants of African- American ancestry from 11 different cohorts of the CHARGE consortium including: the Rotterdam Study (RS-I and RS-II, N = 4119), the Rhineland Study (N = 4019), the MEMENTO cohort (N = 2195), the Framingham Heart Study (FHS, N = 2048), the BiDirect study (N = 1899), the CHS (African-American N = 273, European-American N = 1396), the ARIC (African-American N = 823, European American N = 742), the VESTA (N = 828), the ADNI (N = 578), the CARDIA (African-American N = 128, European-American N = 343) Study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11385583/fullTextXML	
COHO:0000786	GCST005838	PMID:29531354	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Miami Stroke Registry and Biorepository (MIAMISR) The MIAMISR at the University of Miami/Jackson Memorial Hospital (Miami, FL, U.S.A.) is an ongoing prospective hospital registry of consecutive patients subjects with prevalent stroke (ischemic and hemorrhagic) and TIA with available neuroimaging (CT or MRI) who provide informed consent.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf	
COHO:0000787	GCST90501352	PMID:41406505	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The two Swedish cohorts “Malmö Diet and Cancer study” (MDCS) and “Malmö Preventive Project” (MPP) have ethics approval from the Regional Ethics Committee at the University of Lund (LU 51–90, LU 244-02, and Dnr 2009/633).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12902255/fullTextXML	
COHO:0000788	GCST90104462	PMID:35998220	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	NeuroDys was funded by an EU Sixth Framework Program grant to the NeuroDys Consortium, Swiss National Science Foundation Grant 32-108130, and Austrian Science Fund Grant 18351-B02.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9436320/fullTextXML	
COHO:0000789	GCST90002231	PMID:34059833	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Nutrition and Health of Aging Population in China (NHAPC) 18633108; 22961080	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7610958/supplementaryFiles	
COHO:0000790	GCST90132184	PMID:35551307	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Northewestern University Genetics (NUGENE) was funded by the Northwestern University’s Center for Genetic Medicine, Northwestern University, and Northwestern Memorial Hospital. Samples and data used in this study were provided by the NUgene Project (www.nugene.org).	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-022-01058-3/MediaObjects/41588_2022_1058_MOESM1_ESM.pdf	
COHO:0000791	GCST90244175	PMID:36191651	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	RADIOGEN-HNC Cohort: One hundred and ninety-three Galician individuals (NW Spain) integrate the RADIOGEN-head and neck cohort (Study on the genomic influence in patients undergoing RT).	https://ars.els-cdn.com/content/image/1-s2.0-S0167814022044863-mmc1.docx	
COHO:0000792	GCST90012825	PMID:28322283	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The subjects consisted of participants from two longitudinal cohort studies operated out of The Rush Alzheimer’s Disease Center in Chicago, the Religious Order Study (ROS) and the Rush Memory and Aging Project (MAP).	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5608624/unicode	
COHO:0000793		PMID:35012447	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The SAGE aggregated data containing common measures from three large scale studies in the substance abuse field: the Collaborative Study on the Genetics of Alcoholism (COGA), the Family Study of Cocaine Dependence (FSCD), and the Collaborative Genetic Study of Nicotine Dependence (COGEND).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8744290/fullTextXML	
COHO:0000794	GCST90095141	PMID:34834492	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The genetic role of sex on asthma susceptibility was assessed in the Genes-environments & Admixture in Latino Americans (GALA II) and the Study of African Americans, Asthma, Genes, and Environments (SAGE) studies [22].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8625344/fullTextXML	
COHO:0000795	GCST90002231	PMID:34059833	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Shanghai Breast Cancer Study population-based, control samples	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7610958/supplementaryFiles	
COHO:0000796	GCST90011771	PMID:32936915	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Genetic determinants of HbA1c can vary across populations and many of the genetic variants influencing HbA1c level were specific to populations.ObjectiveTo discover genetic variants associated with HbA1c level in nondiabetic Malay individuals.Design and participantsWe conducted a genome-wide association study (GWAS) analysis for HbA1c using 2 Malay studies, the Singapore Malay Eye Study (SiMES, N = 1721 on GWAS array) and the Living Biobank study (N = 983 on GWAS array and whole-exome sequenced).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A32936915+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000797	GCST90011858	PMID:33517887	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	To increase statistical power, we included controls from the Spanish Bladder Cancer (SBC)/EPICURO study, carried out in the same geographical areas where PanGenEU study was conducted.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7849104/fullTextXML	
COHO:0000798	GCST90841456	PMID:42225636	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The largest and most recent GDM GWASs to date include the FinnGen study (12,332 cases; 131,109 controls; European ancestry)21 and the MONN study (12,024 cases; 67,845 controls; East Asian ancestry)29, which together identified 27 loci associated with GDM.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13226718/fullTextXML	
COHO:0000799	GCST90449045	PMID:39633006	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The sex-stratified models were adjusted on PCs and/or the genotyping center only, except for two ADGC studies (PFIZER and TGEN2) and the CHARGE studies (FHS, RS and CHS), where models were additionally adjusted on age (Supplementary Table S6 and Supplementary Material).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12092188/fullTextXML	
COHO:0000800	GCST90243964	PMID:35511172	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The family history GWAS (GWAx) on 48 843 self-reported family history LC patients and 195 387 controls from the UK Biobank (Supplementary Table 1, available online) identified 5 loci (5p15.33, 6p21.32, 12p13.33, 13q13.1, and 15q25.1) that had previously been discovered from the traditional GWAS previously performed on the Transdisciplinary Research In Cancer of the Lung cohort (Supplementary Table 2 and Supplementary Figure 1, available online).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9360465/fullTextXML	
COHO:0000801	GCST90709864	PMID:41075272	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Genotyping was performed on 200 ng of DNA using the Illumina Infinium global screening array-24 v1.0 in the Millennium cohort (606 434 SNPs) and using the Illumina Infinium global screening array-24 v3.0 in the Cleft Collective (645 027 SNPs).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12627943/fullTextXML	
COHO:0000802	GCST90244175	PMID:36191651	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	University Medical Center Groningen Head and Neck cancer Study (UMCG-HANS) cohort consisted of 1,429 HNC patients treated with primary or postoperative RT either or not combined with chemotherapy (CH-RT) from 2007 to 2020 at the department of Radiation Oncology of the UMCG.	https://ars.els-cdn.com/content/image/1-s2.0-S0167814022044863-mmc1.docx	
COHO:0000803	GCST90449045	PMID:39633006	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	University of Pittsburgh Alzheimer’s Disease Research Center, Pittsburgh, PA USA	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12092188/fullTextXML	
COHO:0000804	GCST90454419	PMID:38172904	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The Vanderbilt Memory and Aging Project (VMAP), established in 2012, is a longitudinal study investigating vascular health and brain aging.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10763080/fullTextXML	
COHO:0000805	GCST90897930	PMID:40025045	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Cooperative Study of Sickle Cell Disease (CSSCD: n = 841), Multicenter Study of Hydroxyurea (MSH: n = 178), Pulmonary Hypertension and the Hypoxic Response in Sickle Cell Disease (PUSH) study (n = 73), Comprehensive Sickle Cell Centers Collaborative Data (C-data) project (n = 127), Treatment of Pulmonary Hypertension and Sickle Cell Disease with Sildenafil Treatment (Walk-PHaSST) trial (n = 181), Duke University Outcome Modifying Genes study (n = 152), and Silent Infarct Transfusion (SIT) trial (SITT: n = 488).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11873275/fullTextXML	
COHO:0000806	GCST90662913	PMID:39556808	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	We performed a meta-GWAS of C-peptide that including four T1D studies: the Scottish Diabetes Research Network Type 1 Bioresource (SDRNT1BIO) (4,16), Diabetes Control and Complications Trial (DCCT) (17,18), Coronary Artery Calcification in T1D (CACTI) (19,20), and Wisconsin Epidemiologic Study of Diabetic Retinopathy (WESDR) (21).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11755686/fullTextXML	
COHO:0000807	GCST90448709	PMID:38038215	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The WHICAP (Washington Heights–Inwood Columbia Aging Project) study is a prospective, population‐based study of aging and dementia.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10727334/fullTextXML	
COHO:0000808	GCST90011781	PMID:33575800	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The LCLs were derived from individuals from the Yoruba population in Ibadan, Nigeria (YRI), individuals with European ancestries from Utah, USA (CEU) and individuals from a combined population of Han Chinese from Beijing, China, and Japanese from Tokyo, Japan (ASN).	https://pmc.ncbi.nlm.nih.gov/articles/PMC8248963/	
COHO:0000809	GCST90011781	PMID:33575800	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The LCLs were derived from individuals from the Yoruba population in Ibadan, Nigeria (YRI), individuals with European ancestries from Utah, USA (CEU) and individuals from a combined population of Han Chinese from Beijing, China, and Japanese from Tokyo, Japan (ASN).	https://pmc.ncbi.nlm.nih.gov/articles/PMC8248963/	
COHO:0000810	GCST90012825	PMID:28322283	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The subjects consisted of participants from two longitudinal cohort studies operated out of The Rush Alzheimer’s Disease Center in Chicago, the Religious Order Study (ROS) and the Rush Memory and Aging Project (MAP).	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5608624/unicode	
COHO:0000811	GCST90566696	PMID:40360725	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Data provided by the Social Science Genetic Association Consortium (SSGAC) was used to add power to the gSES as well acting as a replication sample for educational attainment and household income and for use in Multivariable Mendelian Randomisation (MVMR).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12436186/fullTextXML	
COHO:0000812	GCST90026612	PMID:34654805	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The Three-City Study (3C Study) is a population-based longitudinal study of the relation between vascular diseases and dementia in persons aged 65 years and older51.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8521585/fullTextXML	
COHO:0000813	GCST90504004	PMID:38749303	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	ASTERISK: We are very grateful to those without whom this project would not have existed.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11112268/fullTextXML	
COHO:0000814	GCST90104462	PMID:35998220	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The Aston Cohort was supported by funding from European Union (EU) Horizon 2020 Programme 641652 and Waterloo Foundation Grant 797/17290.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9436320/fullTextXML	
COHO:0000815	GCST90296729	PMID:37210288	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Brescia Bladder Cancer Study (BBCS)	https://ars.els-cdn.com/content/image/1-s2.0-S030228382302780X-mmc3.xlsx	
COHO:0000816	GCST90132185	PMID:35551307	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	BES Beijing Eye Study	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-022-01058-3/MediaObjects/41588_2022_1058_MOESM3_ESM.xlsx	
COHO:0000817	GCST90624144	PMID:40111762	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Data from participants were sourced from an array of cohort studies, including the Adult Changes in Thought (ACT) Study, the Alzheimer’s Disease Neuroimaging Initiative (ADNI), Biomarkers for Older Controls at Risk for Dementia (BIOCARD), the Baltimore Longitudinal Study of Aging (BLSA), the National Alzheimer’s Coordinating Center (NACC), the Religious Orders Study (ROS), the Rush Memory and Aging Project (MAP), the Minority Aging Research Study (MARS), the Washington University Memory & Aging Project (WASHU) and the Wisconsin Registry for Alzheimer’s Prevention (WRAP).	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC12295682/unicode	
COHO:0000818		PMID:22271044	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The case–control study was the French Prostate Case–Control Study (CeRePP, Centre de Recherche pour les Pathologies Prostatiques, from France) (Valeri et al. 2003).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3374121/fullTextXML	
COHO:0000819	GCST90797639	PMID:42036355	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	COPSAC 2010 Copenhagen Prospective Studies on Asthma in Childhood 2010	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13533560/supplementaryFiles	
COHO:0000820	GCST90504004	PMID:38749303	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Swedish Mammography Cohort and Cohort of Swedish Men:	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11112268/fullTextXML	
COHO:0000821	GCST90267392	PMID:36576985	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Czech Republic CCS	https://ndownloader.figshare.com/files/59870008	
COHO:0000822	GCST90572747	PMID:40811855	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The recurrent VT GWAS meta-analysis included eight studies with confirmed unrelated VT cases of European ancestry free of cancer history: EDITH, FHS, HVH (HVH1 and HVH23), MARTHA, MEGA, PADIS-PE and REVERSE-I (Supplementary Material).	https://www.medrxiv.org/content/early/2024/12/03/2024.12.02.24317788.source.xml	
COHO:0000823	GCST90551892	PMID:40229280	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The JCS samples formed part of a larger study, Evolving Risk Factors for Cancer in African Populations (ERICA-SA)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11997036/fullTextXML	
COHO:0000824	GCST90296729	PMID:37210288	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	French Bladder Cancer Study (FBCS)	https://ars.els-cdn.com/content/image/1-s2.0-S030228382302780X-mmc3.xlsx	
COHO:0000825	GCST90296729	PMID:37210288	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Familial Testicular Cancer Study (FTC)	https://ars.els-cdn.com/content/image/1-s2.0-S030228382302780X-mmc3.xlsx	
COHO:0000826	GCST90269797	PMID:36778599	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	T2D from the DIAGRAM consortium (Neff=228825), and BMD from the GEFOS consortium (N=426824).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A36778599+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000827	GCST90302935	PMID:38136945	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	HELIX comprises subcohorts of mother–child pairs from six European birth cohorts [73,74].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10742428/fullTextXML	
COHO:0000828	GCST90454540	PMID:40399555	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Genetics of Long COVID (GOLD), Helix Exome+ and Healthy Nevada Project COVID-19 Phenotypes (Helix), MexGen-COVID Initiative, COVID-19 Ioannina Biobank (Ioannina)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12165857/fullTextXML	
COHO:0000829	GCST90129535	PMID:35285134	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Appendix B contains a list of investigators from the INVENT consortium that contributed to the VTE summary data.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9314075/fullTextXML	
COHO:0000830	GCST90296729	PMID:37210288	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Los Angeles Bladder Cancer Study (LABCS)	https://ars.els-cdn.com/content/image/1-s2.0-S030228382302780X-mmc3.xlsx	
COHO:0000831	GCST90054778	PMID:35378236	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	LISA The influence of Life-style factors on the development of the Immune System and Allergies in East and West Germany PLUS the influence of traffic emissions and genetics (LISAplus) Study is a population based birth cohort study.	https://ars.els-cdn.com/content/image/1-s2.0-S0890856722001794-mmc2.docx	
COHO:0000832	GCST90128530	PMID:35414113	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The Mayo Venous Thromboembolism Study (Mayo VTE) is a case-control study of venous thromboembolism (VTE) conducted at the Mayo Clinic (Rochester, MN)).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9006574/supplementaryFiles	
