ID,label,type,disease cohort,disease role,diseases,quote,source,confidence,note,classified by,checked by
COHO:0001009,Genetics of Chronic Obstructive Lung Disease,cohort,yes,patients,chronic obstructive pulmonary disease,"We conducted a genome-wide association study (GWAS) in a homogenous case-control cohort from Bergen, Norway (823 COPD cases and 810 smoking controls) and evaluated the top 100 single nucleotide polymorphisms (SNPs) in the family-based International COPD Genetics Network (ICGN; 1891 Caucasian individuals from 606 pedigrees) study.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A19300482+AND+SRC%3AMED&format=json&resultType=core,medium,"COPD case-control study in Bergen in which every participant, case or control, was enrolled as a current or former smoker with at least 2.5 pack-years; the cases have at least moderate COPD and the controls are smokers with normal lung function, so smoking defines the cohort as well as the disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001010,Genetic Links to Anxiety and Depression Study,cohort,yes,patients,depression | anxiety,The Genetic Links to Anxiety and Depression (GLAD) Study (www.gladstudy.org.uk) recruits individuals with depression or anxiety into the NIHR Mental Health BioResource.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31715324+AND+SRC%3AMED&format=json&resultType=core,high,"Recontactable cohort recruiting people with lifetime depression or anxiety into the NIHR Mental Health BioResource, with a smaller group without any history of mental disorder as comparison; environmental data are collected but exposure is not the design basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001011,Genetics of the Scottish Health Research Register,cohort,no,,,"GoSHARE is a parallel project which additionally aims to get permission to collect spare blood from people attending for routine clinical tests at hospital or GP clinics, that would otherwise to go to waste after the necessary tests had been performed [http://www.goshare.org.uk/].",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5913637/fullTextXML,high,Biobank sub-study of the Scottish Health Research Register collecting spare blood from unselected registrants attending routine clinical tests; not selected for any disease or exposure.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001012,"Genes, Reading and Dyslexia Study",cohort,yes,patients,reading disability | developmental dyslexia,"The GRaD study is a multisite, case–control study of RD in minority youth across the USA, Canada and Puerto Rico.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6678051/fullTextXML,medium,"Case-control study of reading disability (developmental dyslexia) in Hispanic American and African American children; dyslexia is counted here as a neurodevelopmental disorder rather than a trait, hence medium confidence.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001013,Genetic Resource Investigating Diabetes,cohort,yes,patients,type 1 diabetes,"It must be noted that the UK GRID cohort included only those individuals with type 1 diabetes, and as such, in this study we do not have access to a population without type 1 diabetes for comparison of C-peptide levels.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9233242/fullTextXML,high,"Collection of people with type 1 diabetes diagnosed before age 17, recruited from NHS diabetes clinics across mainland UK; a pure patient collection.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001014,Hypertrophic Cardiomyopathy Registry,cohort,yes,patients,hypertrophic cardiomyopathy,"The HCMR (Hypertrophic Cardiomyopathy Registry) is a National Heart, Lung, and Blood Institute-funded, prospective registry of 2,755 patients with hypertrophic cardiomyopathy (HCM) recruited from 44 sites in 6 countries.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31699273+AND+SRC%3AMED&format=json&resultType=core,high,International prospective registry and natural history study of patients with hypertrophic cardiomyopathy.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001015,Hypertension-Insulin Resistance Family Study,cohort,yes,at risk,hypertension | insulin resistance,The Hypertension-Insulin Resistance Family Study (HTN-IR) was designed as a family study to examine the genetic basis of hypertension and insulin resistance.,https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3968231/unicode,high,Family study recruiting the relatives of probands with documented hypertension in the Los Angeles area to study the genetic basis of hypertension and insulin resistance; the families are at familial risk of hypertension.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001016,International AMD Genomics Consortium,cohort aggregation,yes,patients,age-related macular degeneration,"Advanced age-related macular degeneration (AMD) is the leading cause of blindness in the elderly, with limited therapeutic options. Here we report on a study of >12 million variants, including 163,714 directly genotyped, mostly rare, protein-altering variants. Analyzing 16,144 patients and 17,832 controls, we identify 52 independently associated common and rare variants (P < 5 × 10(-8)) distributed across 34 loci.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A26691988+AND+SRC%3AMED&format=json&resultType=core,high,Consortium of 26 case-control studies of age-related macular degeneration whose cases were mostly recruited from ophthalmology clinics; classified by what it collects.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001017,International Stroke Genetics Consortium intracerebral hemorrhage GWAS,cohort aggregation,yes,patients,intracerebral hemorrhage,We report a genome-wide association study of this condition that meta-analyzed data from six studies that enrolled individuals of European ancestry. Case subjects were ascertained by neurologists blinded to genotype data and classified as lobar or nonlobar based on brain computed tomography. ICH-free control subjects were sampled from ambulatory clinics or random digit dialing.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24656865+AND+SRC%3AMED&format=json&resultType=core,high,Meta-analysis of six case-control GWAS of spontaneous intracerebral haemorrhage under the International Stroke Genetics Consortium; the cases are ICH patients ascertained by neurologists.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001018,UK lung cancer GWAS from the Institute for Cancer Research,cohort,yes,patients,lung cancer,"We conducted a genome-wide association (GWA) study of lung cancer comparing 511,919 SNP genotypes in 1,952 cases and 1,438 controls.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A18978787+AND+SRC%3AMED&format=json&resultType=core,high,Case-control GWAS of lung cancer: GELCAPS lung cancer patients from UK oncology centres versus 1958 Birth Cohort controls; smoking is analysed only as a covariate.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001019,Indian Migration Study,cohort,yes,population study of disease,obesity | diabetes,"We tested the hypotheses that rural-to-urban migrants have a higher prevalence of obesity and diabetes than rural nonmigrants, that migrants would have an intermediate prevalence of obesity and diabetes compared with life-long urban and rural dwellers, and that longer time since migration would be associated with a higher prevalence of obesity and of diabetes.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A20436961+AND+SRC%3AMED&format=json&resultType=core,medium,"Sib-pair study selecting factory workers who had migrated from rural to urban India together with their rural-dwelling siblings, to measure the effect of migration and urban living (diet, physical activity) on obesity, diabetes and cardiovascular risk factors; migration to the urban environment is treated as the defining exposure and obesity and diabetes as the target disease family.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001020,"Institute of Rheumatology, Rheumatoid Arthritis",cohort,yes,patients,rheumatoid arthritis,The IORRA cohort is a registry of patients with RA at Tokyo Women’s Medical University.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13249915/fullTextXML,high,"Single-centre observational registry of rheumatoid arthritis patients treated at the Institute of Rheumatology, Tokyo Women's Medical University.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001021,International Suicide Genetics Consortium,cohort aggregation,yes,patients,suicide attempt | suicide death,"We conducted a genome-wide association study (GWAS) of 29,782 suicide attempt (SA) cases and 519,961 controls in the International Suicide Genetics Consortium (ISGC).",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A34861974+AND+SRC%3AMED&format=json&resultType=core,medium,"Consortium meta-analysing GWAS of suicide attempt and suicide death from psychiatric, suicide-ascertained and biobank cohorts; suicidal behaviour is treated here as a psychiatric outcome alongside mental disorders, hence medium confidence.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001022,Myocardial Applied Genomics Network,cohort,yes,patients,heart failure,"Using this consensus protocol, we obtained 1352 human cardiac samples and chose a subset of 313 hearts, including 177 failing hearts collected immediately post transplantation and 136 healthy donor controls that were suitable for transplantation but did not reach a recipient due to logistical reasons (clinical characteristics listed in Supplementary Table 1).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6591478/fullTextXML,high,"Biorepository of left ventricular tissue from failing hearts at transplantation with non-failing donor hearts as controls, plus genotyped heart failure patients; a tissue bank of one disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001023,Massachusetts General Hospital Atrial Fibrillation Study,cohort,yes,patients,atrial fibrillation,"The study has enrolled serial probands, unaffected and affected family members with atrial fibrillation.",https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001001,high,"Case series of atrial fibrillation patients at Massachusetts General Hospital, with affected and unaffected relatives of probands with a strong family history; early-onset cases were sequenced in TOPMed.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001024,NIMH Alzheimer's Disease Genetics Initiative,cohort,yes,patients,Alzheimer's disease,310 families including 679 subjects with AD by NINCDS/ADRDA and/or Khachaturian criteria and 231 unaffected subjects.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A9008509+AND+SRC%3AMED&format=json&resultType=core,high,"Family study ascertaining families with two or more members affected by Alzheimer's disease (mostly affected sibling pairs) plus unaffected relatives, for linkage and association studies.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001025,Genomic Health Initiative,cohort,no,,,"The Genomic Health Initiative (GHI) is a community-based healthcare biobank established at Endeavor Health (Evanston, Illinois, USA), designed to integrate genomic data with comprehensive EHR.",https://gut.bmj.com/content/gutjnl/early/2026/07/01/gutjnl-2026-338800/DC1/embed/inline-supplementary-material-1.pdf?download=true,high,Health-system research biobank enrolling consenting patients of NorthShore/Endeavor Health with EHR linkage; not selected for any disease or exposure.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001026,MRC National Survey of Health and Development,cohort,no,,,"NSHD is a population-based prospective birth cohort study whose participants were infants from single births born in England, Scotland and Wales during 1 week in March 1946 (N = 5,362) to women with husbands24.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12283345/fullTextXML,high,"The 1946 British birth cohort, a social-class-stratified sample of one week's births followed into old age as a general study of lifelong health and ageing; no disease or exposure defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001027,Oxford Down Syndrome Cohort Study,cohort,yes,patients,Down syndrome | transient abnormal myelopoiesis | myeloid leukemia of Down syndrome,"The study comprised 434 newborns with DS from the ODSCS, a prospective cohort that enrolled children with DS between 2006 to 2017 from 18 hospitals in the United Kingdom.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12391799/fullTextXML,high,Prospective cohort of newborns with Down syndrome enrolled at birth in 18 UK hospitals; all have Down syndrome and are screened for GATA1 mutations and followed for transient abnormal myelopoiesis and the risk of myeloid leukaemia.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001028,Pharmacogenetics of Opioid Substitution Treatment Response,cohort,yes,patients,opioid use disorder,"To be included in the present study, participants had to be at least 16 years of age, have provided written informed consent and be receiving either MMT or bup/nal therapy for OUD.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A40527567+AND+SRC%3AMED&format=json&resultType=core,high,Prospective cohort of patients receiving methadone or buprenorphine-naloxone for opioid use disorder at Ontario addiction clinics; addiction counts as a disease and the substitution treatment is not an environmental exposure.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001029,PROCAM-2 Study,cohort,yes,population study of disease,cardiovascular disease,,,low,"Employee-based volunteer cohort examined for cardiovascular risk as the second part of the Prospective Cardiovascular Münster study; the sources on disk only name the arteriosclerosis institute that ran it and treat the sample as general population, so the cardiovascular purpose rests on the definition only. Recruitment through workplaces is not an occupational exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001030,PsyCourse Study,cohort,yes,patients,schizophrenia | schizoaffective disorder | bipolar I disorder | bipolar II disorder | recurrent depression,"We included 1338 genotyped individuals (dataset version 3.0) recruited in different centers in Germany and Austria, comprising patients from the affective-to-psychotic spectrum (377 bipolar I disorder, 100 bipolar II disorder, 420 schizophrenia, 95 schizoaffective disorder, 6 brief psychotic disorder, 9 schizophreniform disorder, and 73 with recurrent depression) and 258 psychiatrically healthy controls.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8272719/fullTextXML,high,"Longitudinal deep-phenotyping study of patients with schizophrenia-spectrum, bipolar and recurrent depressive disorders recruited at clinical centres in Germany and Austria, with healthy controls.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001031,Queensland Study of Melanoma: Environmental and Genetic Associations,cohort aggregation,yes,patients,cutaneous malignant melanoma,"This article describes the design and baseline characteristics of Q-MEGA, the Queensland Study of Melanoma: Environmental and Genetic Associations, which followed up 4 population-based samples of CMM patients in Queensland, including children, adolescents, men aged over 50, and a large sample of adult cases and their families, including twins.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A18361720+AND+SRC%3AMED&format=json&resultType=core,medium,"Follow-up of four population-based Queensland melanoma patient samples with blood for genetics and detailed sun-exposure histories, designed to study environmental and genetic factors and their interaction in melanoma; sun exposure (UV) is the environmental factor at the centre of the design, so the exposure verdict is medium.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001032,Royal Brompton & Harefield Cardiovascular Research Centre Biobank,cohort,yes,patients,cardiovascular disease | dilated cardiomyopathy | hypertrophic cardiomyopathy,The Cardiovascular Research Centre Biobank collects samples and associated clinical data from adult and paediatric patients attending Royal Brompton & Harefield NHS Trust for investigation or treatment of cardiovascular conditions.,https://www.hra.nhs.uk/planning-and-improving-research/application-summaries/research-summaries/royal-brompton-harefield-cardiovascular-research-centre-biobank/,high,"Hospital research biobank of adult and paediatric patients attending the Royal Brompton and Harefield hospitals for cardiovascular conditions (its DCM and HCM series are the ones used in GWAS), plus relatives; a patient biobank of one disease family, with no environmental exposure focus.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001033,Genome-Wide Association Study of Breast Cancer in the African Diaspora,cohort aggregation,yes,patients,breast cancer,"We used data from the genome-wide association study (GWAS) of breast cancer in the African diaspora (The Root consortium), which included 3686 participants of African ancestry from Nigeria, USA, and Barbados.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A29302764+AND+SRC%3AMED&format=json&resultType=core,high,"Consortium pooling the cases and controls of six breast cancer case-control studies in women of African ancestry for a breast cancer GWAS; classified by what it collects (breast cancer cases and controls), no exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001034,Study of Eczema and Asthma To Observe the influence of Nutrition,cohort,yes,population study of disease,asthma | eczema,Two thousand women were recruited for a prospective investigation of the influence of maternal antioxidant intake in pregnancy on the development of asthma and eczema in children.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A15531754+AND+SRC%3AMED&format=json&resultType=core,high,Unselected Aberdeen birth cohort whose stated design is the effect of maternal diet (antioxidant intake) in pregnancy on childhood asthma and eczema: a diet-exposure birth cohort and a population study of one disease family (asthma and atopic disease).,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001035,Treatment of Emphysema with a Gamma-Selective Retinoid Agonist,cohort,yes,patients,COPD | emphysema,A separate validation cohort of 388 individuals (all former smokers with COPD) was obtained from the Treatment of Emphysema with a Selective Retinoid Agonist (TESRA) study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4198701/fullTextXML,medium,"Drug trial whose participants all had smoking-related COPD with emphysema, so a patient cohort; every participant was also required to be an ex-smoker, so smoking is a selection criterion and the exposure verdict is yes with medium confidence (the trial's purpose is treatment, not the exposure itself).","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001036,TRoglitazone In the Prevention Of Diabetes,cohort,yes,at risk,type 2 diabetes | gestational diabetes mellitus,The primary aim of the TRIPOD trial is to test the hypothesis that chronic administration of troglitazone to nondiabetic women with prior gestational diabetes mellitus (GDM) will improve whole-body insulin sensitivity and reduce the incidence of non-insulin-dependent diabetes (NIDDM).,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A9551285+AND+SRC%3AMED&format=json&resultType=core,high,"Prevention trial in nondiabetic Hispanic women selected for prior gestational diabetes, a high-risk group for type 2 diabetes; the only exposure is the trial medication, so exposure is no.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001037,UK Digital Heart Project,cohort,no,,,"Healthy volunteers without self-reported cardiovascular disease or a family history of disease were recruited prospectively via advertisement to the UK Digital Heart Project (https://digital-heart.org/) at the MRC-CSC, Imperial College, London69.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5201198/fullTextXML,high,Healthy adult volunteers without cardiovascular disease recruited by advertisement for cardiac MRI and genotyping; neither a disease nor an exposure cohort.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001038,Vitamin Intervention for Stroke Prevention,cohort,yes,patients,ischemic stroke,"3680 adults with nondisabling cerebral infarction at 56 university-affiliated hospitals, community hospitals, private neurology practices, and Veterans Affairs medical centers across the United States, Canada, and Scotland.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A14762035+AND+SRC%3AMED&format=json&resultType=core,high,"Randomised trial of B-vitamin doses in patients with a recent nondisabling ischaemic stroke; a patient cohort whose intervention is a treatment, not an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001039,Women of African Ancestry Breast Cancer Study,cohort,yes,patients,breast cancer,The WAABCS is a hospital-based case-control study originally started in Nigeria in 1998 and was expanded to Uganda and Cameroon in 2011 with the same questionnaires and protocol,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-024-01736-4/MediaObjects/41588_2024_1736_MOESM1_ESM.pdf,high,"Hospital-based case-control study of breast cancer in Nigeria, Uganda and Cameroon; cases of one disease, no exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001040,Wake Forest School of Medicine Study,cohort,yes,patients,type 2 diabetes | end-stage kidney disease,Diabetic subjects with type 2 diabetes and end stage renal disease were recruited from dialysis facilities in the southeastern U.S.,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2608/MediaObjects/41588_2013_BFng2608_MOESM1_ESM.pdf,high,Wake Forest case-control collection of African Americans with type 2 diabetes and end-stage kidney disease (and later other diabetes/kidney groups) against community controls; a patient cohort with no exposure design.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001041,University of Miami/Texas Alzheimer's Research Care Consortium Wave 2/Case Western Reserve University,cohort,yes,patients,Alzheimer's disease,"UM/CWRU/TARCC2: The UM/CWRU/TARCC2 sample included 256 cases and 189 controls from the University of Miami, Case Western Reserve University, and the Texas Alzheimer’s Research Care Consortium (wave 2).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12092188/supplementaryFiles,high,Alzheimer's Disease Genetics Consortium case-control dataset of late-onset Alzheimer's disease cases and cognitively normal controls from three US sites; a patient dataset with no exposure design.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001042,MexGen-COVID Initiative,cohort,yes,patients,COVID-19 | long COVID,"MexGen-COVID Initiative Mexico MexGen-COVID AMR Cases: 55.6 years; Controls: 41.1 years The Ethics Committee of the Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubiran (INCMNSZ), Mexico City.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10482689/supplementaryFiles,medium,"Mexican COVID-19 host genetics study of COVID-19 cases and controls contributed to the COVID-19 HGI and its long COVID GWAS; a disease case-control cohort. SARS-CoV-2 here defines the disease, not an exposed-uninfected group, so exposure is no.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001043,Genetics of Long COVID,cohort,yes,patients,long COVID | COVID-19,"We compared two subpopulations of long COVID patients from Sano Genetics’ Long COVID GOLD study cohort, focusing on patients with severe or fatigue dominant phenotypes.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10621206/fullTextXML,high,"Sano Genetics study of people with COVID-19 and long COVID recruited for at-home DNA testing and symptom questionnaires; a patient cohort of one disease, no exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001044,Japan COVID-19 Task Force,cohort,yes,patients,COVID-19,The Japan COVID-19 Task Force is conducting host genome analysis of hospitalized patients with COVID-19 from more than 70 institutions nationwide in Japan.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A34601141+AND+SRC%3AMED&format=json&resultType=core,high,"Nationwide Japanese hospital consortium collecting samples and clinical data from patients hospitalised with COVID-19 for host genetics; a patient cohort, no exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001045,NIDDM-Atherosclerosis Study,cohort,yes,at risk,type 2 diabetes | subclinical atherosclerosis,Family members of probands with T2D were recruited in the Los Angeles area.,https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3968231/unicode,high,"Family study recruiting Hispanic relatives of type 2 diabetes probands to study the genetic basis of subclinical atherosclerosis and diabetes; relatives of patients, so at risk; no exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001046,Dementia Genetics Spanish Consortium,cohort aggregation,yes,patients,dementia | Alzheimer's disease,Additional cases and controls were obtained from dementia cohorts included in the Dementia Genetics Spanish Consortium (DEGESCO)33.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8184987/fullTextXML,high,"Spanish national consortium that brings together dementia case-control cohorts to study the genetics of neurodegenerative dementias; classified by what it collects (dementia cases and controls), no exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001047,COVID-19 Ioannina Biobank,cohort,yes,patients,COVID-19,Covid-19 Ioannina Biobank Greece Approximately 80 participants returned to the hospital 6 months after their hospitalisation and were administered a symptoms questionnaire (pasted below) among other clinical testing.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12165857/supplementaryFiles,medium,"Biobank of patients hospitalised with COVID-19 at the University Hospital of Ioannina, contributed to the COVID-19 HGI long COVID GWAS with population controls; the available sentence shows hospitalised COVID-19 participants but does not describe recruitment directly, hence medium. No exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001048,Australian Breast Cancer Family Study,cohort,yes,patients,breast cancer,"The Australian Breast Cancer Family Study (ABCFS) is a population-based, case–control-family study of breast cancer with an emphasis on early-onset disease, that was carried out in Melbourne and Sydney, Australia.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9006574/supplementaryFiles,high,"Population-based case-control-family study of breast cancer (Australian site of the Breast Cancer Family Registry); cases of one disease with controls and relatives, no exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001049,Asia Colorectal Cancer Consortium,cohort aggregation,yes,patients,colorectal cancer,"We analyzed genetic data from 22,775 patients with CRC (cases) and 47,731 individuals without cancer (controls) from 14 studies in the Asia Colorectal Cancer Consortium.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A30529582+AND+SRC%3AMED&format=json&resultType=core,high,"Consortium pooling colorectal cancer cases and cancer-free controls from East Asian studies for CRC GWAS; classified by what it collects, no exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001050,AIDS Clinical Trials Group,cohort aggregation,yes,patients,HIV infection | AIDS,ACTG is the world’s largest and longest running clinical trials network focused on HIV and other infectious diseases and the people living with them.,https://actgnetwork.org/about/,high,"Clinical trials network whose trial participants are people living with HIV (its DNA bank and the HIV controllers GWAS progressors come from these trials); classified as a patient aggregation. HIV here is the participants' disease, not an exposed-uninfected design, so exposure is no.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001051,genetic Association study in individuals from Diverse Ancestral backgrounds with Multiple Sclerosis,cohort,yes,patients,multiple sclerosis,The genetic Association study in individuals from Diverse Ancestral backgrounds with Multiple Sclerosis (ADAMS) project aims to gather genetic and phenotypic data on a large cohort of ancestrally-diverse individuals with MS living in the UK.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10193065/fullTextXML,high,Case-only UK genetic cohort of adults with multiple sclerosis from diverse ancestries; a patient cohort with no exposure design.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001052,ADVANCE trial,cohort,yes,patients,HIV-1 infection,"The ADVANCE study in South Africa was a phase 3 clinical trial (clinicaltrial.gov NCT03122262) in which 1,053 HIV-positive, ART-naïve participants were randomly assigned to one of three treatment arms: 1) dolutegravir, tenofovir alafenamide (TAF) and emtricitabine; 2) dolutegravir, tenofovir disoproxil fumarate (TDF) and emtricitabine; or 3) efavirenz, TDF and emtricitabine (8).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9624457/fullTextXML,high,Phase 3 trial of first-line antiretroviral regimens in treatment-naive people with HIV-1 in Johannesburg; a patient trial cohort whose only exposure is the treatment.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001053,"Atherosclerotic Disease, Vascular Function, and Genetic Epidemiology Study",cohort,yes,patients,coronary artery disease,"Adult members of Kaiser between the ages of 45 to 75 years with no prior history of CHD who first presented with new symptoms of CHD (either stable exertional angina or acute myocardial infarction) between October 28, 2001 and December 31, 2003 were enrolled into the Atherosclerotic Disease, VAscular functioN, and genetiC Epidemiology (ADVANCE) Study [23].",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3180367/fullTextXML,high,"Kaiser Permanente case-control genetic study of coronary artery disease (early-onset CAD, incident angina or MI) with cardiovascular-disease-free controls; a patient cohort, no exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001054,"Antioxydants, Lipides Essentiels, Nutrition et maladies OculaiRes",cohort,yes,population study of disease,eye diseases | age-related macular degeneration | cataract | glaucoma,"Antioxydants, Lipides Essentiels, Nutrition et maladies OculaiRes (ALIENOR) is a population-based study on eye diseases performed in elderly residents of Bordeaux, France.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A26084364+AND+SRC%3AMED&format=json&resultType=core,high,"Population-based ophthalmological follow-up of elderly Three-City participants in Bordeaux whose stated aim is the association of age-related eye diseases with nutritional factors (plasma antioxidants, carotenoids, omega-3 fatty acids, dietary intake): a diet-exposure design and a population study of one disease family.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001055,Autopsy-Confirmed Parkinson Disease GWAS Consortium,cohort,yes,patients,Parkinson's disease,The APDGC was formed to conduct a genome-wide association study in individuals with neuropathologically confirmed Parkinson Disease (PD) and neuropathologically normal controls.,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000394.v1.p1,high,"Case-control sample of autopsy-confirmed Parkinson's disease cases and neuropathologically normal controls from twelve US autopsy centres; a patient cohort, no exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001056,Alcohol-Related Cancers and Genetic susceptibility in Europe,cohort,yes,patients,upper aerodigestive tract cancers | cancer of the oral cavity | cancer of the pharynx | cancer of the larynx | cancer of the esophagus,"We used data from 2,048 cases and 2,173 hospital- and population-based controls from ten European countries (alcohol-related cancers and genetic susceptibility in Europe study) to investigate the relationship with BMI and adult change in BMI on UADT cancer risk.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A20506380+AND+SRC%3AMED&format=json&resultType=core,medium,"IARC multicentre case-control study of upper aerodigestive tract cancers, so a patient cohort; it was set up explicitly to clarify the role of smoking and drinking patterns and dietary variables and their interplay with genetic susceptibility, which makes the lifestyle exposures a stated design purpose (medium confidence, since genetic susceptibility is the primary aim).","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001057,Base de Datos de Ictus del Hospital del Mar,cohort,yes,patients,acute stroke,"The BASICMAR database (18) is an ongoing prospective register of patients with acute stroke at University Hospital del Mar, a tertiary public hospital serving a population of 330,000 in three districts of the city of Barcelona.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5908882/fullTextXML,high,"A hospital-based register of patients admitted with acute stroke, so a disease cohort of patients. One paper uses it for a case-crossover analysis of air pollution, but the register is not designed around exposure, so exposure is no.","Claude Fable 5.1 (Anthropic), 2026-09",
