ID,label,type,participants,counts,cases,controls,year,quote,source,quote verified,confidence,needs,note,batch
COHO:0000797,Spanish Bladder Cancer Study,cohort,,incident bladder cancer cases and hospital controls recruited 1998-2001 (no stated overall total),1219,1271,2001,"The analysis included 1,219 incident bladder cancer cases and 1,271 controls recruited in Spain in 1998-2001.",PMID:19478234,yes,medium,,"Read in the Europe PMC abstract (search API) of PMID:19478234; PMID:16556748 likewise says personal interviews were obtained from '1219 cases and 1271 controls'. No source read gives the total, so participants is left null. Analysed subsets elsewhere: 706 cases / 772 controls with exposure and genotype data (PMID:35536285, definition source), 1,058 cases / 1,138 controls (PMID:24818791), 916 controls used in the example study PMID:33517887.",s040
COHO:0000798,Shenzhen Maternal and Neonatal NIPT cohort,cohort,121556,pregnancy participants recruited at the Baoan and Longgang hospitals,,,,"We recruited 121,556 pregnancy participants from Shenzhen Baoan Women’s and Children’s Hospital (referred to as Baoan) and Longgang District Maternity and Child Healthcare Hospital of Shenzhen City (referred to as Longgang).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12053562/fullTextXML,yes,medium,,"From the 2025 GDM GWAS (PMID:40325049, a definition source); the same paper says 'After excluding 5412 participants with multiple NIPT sequencing records, 116,144 women remained in the study'. PMID:38064665 describes 70 739 Longgang plus 50 948 Baoan pregnancies and analysed 100 186 pregnant women; PMID:38372780 used 30,699 Baoan women. Separately recruited deeper-sequencing cohorts (Baoan 20K, 20,439; NIPT PLUS) are not counted. The number may count pregnancies rather than distinct women.",s040
COHO:0000799,Translational Genomics Research Institute series 2,cohort,,analysed subset: neuropathologically characterised brain donors and cognitively normal elderly (CNEs) in an ADGC analysis (no stated total),668,365,,"TGEN2: Among the TGEN2 data analyzed were 668 clinically- and neuropathologically- characterizedbraindonors,and365CNEswithoutdementiaorsignificantAlzheimer’sdisease",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41380-024-02838-5/MediaObjects/41380_2024_2838_MOESM1_ESM.pdf,yes,low,,"From the supplementary cohort descriptions of the example/definition study (PMID:39633006); the PDF text has lost its spaces, and the next sentence ('Of these cases and CNEs, 667 were genotyped as a part of the TGEN1 series') implies the 668 brain donors are the cases and the 365 CNEs the controls. No total is stated, so participants is left null. These are the TGEN2 data analysed in this ADGC X-chromosome study, not necessarily the whole series; an ADGC or TGen description of the full series (e.g. Reiman et al. 2007 for TGEN1) was not read.",s040
COHO:0000800,Transdisciplinary Research in Cancer of the Lung,cohort aggregation,,lung cancer cases and controls of European descent in the 2017 TRICL-ILCCO OncoArray aggregated GWAS (no stated overall total),29266,56450,2017,"Here 14,803 cases and 12,262 controls of European descent were genotyped on the OncoArray and combined with existing data for an aggregated genome-wide association study (GWAS) analysis of lung cancer in 29,266 cases and 56,450 controls.",PMID:28604730,yes,medium,,"Quote from the Europe PMC abstract of the TRICL-ILCCO OncoArray paper (McKay et al. 2017, Nat Genet), whose methods say the work was 'conducted based on the collaboration of Transdisciplinary Research of Cancer in Lung of the International Lung Cancer Consortium (TRICL-ILCCO) and the Lung Cancer Cohort Consortium (LC3)'. No overall total is stated, so participants is left null. The definition source PMID:42152146 cites a TRICL-ILCCO-plus-FinnGen meta-analysis of 31,351 cases and 260,520 controls, which is not TRICL alone.",s040
COHO:0000801,UK Millennium Cohort Study,cohort,18827,"children (in 18,552 families) recruited in the first sweep",,,,The MCS is nationally representative and 18 552 families (18 827 children) were recruited to the cohort in the first sweep.,PMID:24550246,yes,high,,"From the Europe PMC abstract of the cohort profile (Connelly and Platt 2014, Int J Epidemiol); only the abstract is cached. The first-sweep figure; families added at later sweeps (if any) are not counted, and the full profile text was not read.",s040
COHO:0000802,University Medical Center Groningen Head and Neck cancer Study,cohort,1429,head and neck cancer patients treated with radiotherapy 2007-2020,,,2020,"University Medical Center Groningen Head and Neck cancer Study (UMCG-HANS) cohort consisted of 1,429 HNC patients treated with primary or postoperative RT either or not combined with chemotherapy (CH-RT) from 2007 to 2020 at the department of Radiation Oncology of the UMCG.",https://ars.els-cdn.com/content/image/1-s2.0-S0167814022044863-mmc1.docx,no,medium,,"From the supplementary cohort description of the example study (PMID:36191651, a meta-GWAS of seven European cohorts, n = 4,042), fetched this session. This is the cohort as used in that GWAS; the wider UMCG-HNC prospective data registration programme (NCT02435576) may hold more patients, but no source read gives its size. The main article is closed (only its Europe PMC abstract is readable).",s040
COHO:0000803,University of Pittsburgh Alzheimer's Disease Research Center,cohort,2229,AD cases and controls in the Pittsburgh ADRC GWAS dataset after quality control,1291,938,2012,"After standard quality control filters for both genotypes and samples and imputing for unobserved genotypes, a total of ∼2.5 million SNPs were examined in 2229 subjects (1291 cases and 938 controls) for association analysis.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3365264/fullTextXML,yes,medium,,"From the cohort's GWAS paper (PMID:22832961). Before quality control, 'Genomic DNA from 1440 AD cases and 1000 controls were genotyped' (no total stated). This is the genotyped GWAS sample; the ADRC's total clinical enrolment was not found in any source read.",s040
COHO:0000804,Vanderbilt Memory & Aging Project,cohort,335,participants aged 60-92 enrolled 2012-2014 (MCI cases and cognitively normal controls),168,167,2014,"From September 2012 to November 2014, 335 participants age 60- 92 were enrolled, including 168 individuals with mild cognitive impairment (MCI, 73±8 years, 41% female) and 167 age-, sex-, and race-matched cognitively normal controls (NC, 72±7 years, 41% female).",PMID:26967211,yes,high,,"From the Europe PMC abstract of the study's design paper (Jefferson et al. 2016). The full text adds: 'Of the 566 participants who completed eligibility visits, 335 were enrolled.' Later enrolment waves, if any, were not looked for.",s040
COHO:0000805,Treatment of Pulmonary Hypertension and Sickle Cell Disease with Sildenafil Therapy,cohort,720,subjects with sickle cell disease screened (74 of them randomised),,,,"Of the 720 subjects who were screened, 74 were randomized to receive placebo (n = 37) or sildenafil (n = 37; Figure 1 ) before the study was prematurely stopped.",https://pmc.ncbi.nlm.nih.gov/articles/PMC3148167/,yes,high,,"From the Walk-PHaSST trial report (PMID:21527519, Blood 2011), fetched this session; the COHO term is the screening cohort, so the screened number is given rather than the 74 randomised. The design aimed 'to screen approximately 1000 subjects to enroll 132 subjects in a nested intervention trial'. The definition source PMID:32776978 used data 'on 630 adults with SCD'; other analyses used 483-661 patients.",s040
COHO:0000806,Wisconsin Epidemiologic Study of Diabetic Retinopathy,cohort,2366,people with diabetes examined at baseline 1980-82 (younger-onset and older-onset),,,1982,"In an 11 county area in southern Wisconsin, a cohort of people with diabetes mellitus was identified and characterised by history, physical examination, fundus photographs, and laboratory evaluation in 1980-2 (n = 2366).",PMID:9422925,yes,medium,,"Read in the Europe PMC abstract (search API) of PMID:9422925, a WESDR glaucoma incidence paper, not the design paper. The definition source (PMID:24026564) covers only the younger-onset (type 1) group: 'During 1980–1982, 996 individuals were examined', of 1,210 invited. Other abstracts give the older-onset group as n = 1,370 (e.g. PMID:18025409).",s040
COHO:0000807,Washington Heights-Inwood Columbia Aging Project,cohort,5900,"residents over 65 followed since enrolment began (stated as more than 5,900)",,,,"Beginning enrolment in 1989, WHICAP has followed more than 5,900 residents over 65 years of age, including white, African American, and Hispanic participants.",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-022-01024-z/MediaObjects/41588_2022_1024_MOESM1_ESM.pdf,yes,medium,,"From the supplementary cohort descriptions of a 2022 Nature Genetics Alzheimer GWAS (doi:10.1038/s41588-022-01024-z), a lower bound; the same sentence appears in the 2019 Nature Genetics supplement (doi:10.1038/s41588-019-0358-2). It gives enrolment from 1989, whereas the definition source (PMID:38038215) says participants were first recruited in 1992; that paper gives no WHICAP total (its Table 1 appears to list 290 WHICAP participants analysed). A 2026 abstract (PMID:42333705) analysed whole-exome data from 3817 WHICAP participants.",s040
COHO:0000808,"Han Chinese in Beijing, China",cohort,84,unrelated Han Chinese samples passing QC in HapMap 3,,,2010,"CHB Unrelated 84 168 1,662,767 1,332,120 90 / 90",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fnature09298/MediaObjects/41586_2010_BFnature09298_MOESM258_ESM.pdf,yes,medium,,"Row of Supplementary Table 1 of the HapMap 3 paper (PMID:20811451): population, sample design, QC samples (84), phased QC chromosomes, SNP counts, ENCODE sequencing QC/attempted (90/90). The Phase II paper (PMID:17943122, PMC2689609) describes the original collection as '45 unrelated Han Chinese individuals in Beijing, China (CHB)'; HapMap 3 added further samples from the same population.",s041
COHO:0000809,"Japanese in Tokyo, Japan",cohort,86,unrelated Japanese samples passing QC in HapMap 3,,,2010,"JPT Unrelated 86 172 1,663,087 1,300,764 91 / 91",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fnature09298/MediaObjects/41586_2010_BFnature09298_MOESM258_ESM.pdf,yes,medium,,"Row of Supplementary Table 1 of the HapMap 3 paper (PMID:20811451): population, sample design, QC samples (86), phased QC chromosomes, SNP counts, ENCODE sequencing QC/attempted (91/91). The Phase II paper (PMID:17943122, PMC2689609) describes the original collection as '45 unrelated Japanese individuals in Tokyo, Japan (JPT)'; HapMap 3 added further samples from the same population.",s041
COHO:0000810,Rush Memory and Aging Project,cohort,1556,"persons who agreed to participate, 1997-2011",,,2011,"From November September of 1997 through November of 2011, 1,556 persons agreed to participate and the baseline clinical evaluation has been completed on 1,489.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3439198/unicode,yes,medium,,"From the MAP design paper (PMID:22471867); 1,489 had completed baseline evaluation. The later ROS/MAP profile (PMID:29865057, PMC6380522) gives only the combined figure for both studies: 'Through December 31, 2017, the studies enrolled 3,414 persons'; no later MAP-only enrolment figure was found.",s041
COHO:0000811,Social Science Genetic Association Consortium,cohort aggregation,3037499,individuals in the 2022 educational attainment (EA4) GWAS meta-analysis,,,2022,"Here we report and analyze results from an updated meta-analysis of EA in a combined sample nearly three times larger ( N = 3,037,499).",https://pmc.ncbi.nlm.nih.gov/articles/PMC9005349/,yes,medium,,"Flagship SSGAC analysis, EA4 (PMID:35361970), combining 69 earlier cohorts (N = 324,162), 23andMe (N = 2,272,216) and UK Biobank. The SSGAC website says '100+ contributing cohorts Figures as of July 2026' and gives no participant total. Europe PMC had no full text, so the PMC page was used.",s041
COHO:0000812,Three-City Study,cohort,9294,"participants recruited in Bordeaux, Dijon and Montpellier",,,,"A total of 9,294 participants (3,649 men and 5,645 women) were recruited from three French cities: Bordeaux (South-West), Dijon (North-East) and Montpellier (South-East).",https://www.three-city-study.com/the-three-city-study.php,yes,medium,PMID:14598854,"From the study website (page footer '© INSERM 2018'); the French home page says 'plus de 9000 personnes âgées de 65 ans et plus' but also carries unrelated spam text, so the domain may no longer be wholly the study's. The design paper (3C Study Group 2003, Neuroepidemiology, PMID:14598854) has no abstract or open text and was not read; it would confirm the number. The definition source/example (PMID:34654805) gives no 3C count.",s041
COHO:0000813,Association STudy Evaluating RISK for sporadic colorectal cancer,cohort,2144,sporadic colorectal cancer patients and controls recruited 2002-2006,1023,1121,2006,"From December 2002 to March 2006, two groups of 1023 patients (632 males and 391 females; mean ± SD age at diagnosis 65.7 ± 10.1 years) and 1121 controls (609 males and 512 females; mean ± SD age at inclusion 61.9 ± 10. years), all of Caucasian origin, were recruited within the Pays de la Loire region of France.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2585099/fullTextXML,yes,high,,"Definition source PMID:18992148. The total is stated in the caption of its Table 1: 'Statistical analysis of association between CRC risk and polymorphisms selected for the study (n = 2144; OR calculations were adjusted according to age and sex).' The study population is said to be described in more detail in its ref. 15, not read.",s041
COHO:0000814,Aston Dyslexia Cohort,cohort,105,unrelated children and adolescents aged 7-16 genotyped,,,2017,"The Aston Dyslexia cohort includes 105 unrelated individuals, recruited through the Aston Dyslexia and Developmental Assessment Unit in Birmingham, UK (age range 7–16 years).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5538127/fullTextXML,yes,medium,,"From the definition source (PMID:28742079), which describes the cohort as used in that analysis; no design paper of its own was found. The example study (PMID:35998220, GenLang reading GWAS) names the Aston Cohort only in funding and supplementary material; its per-cohort N was not found in the cached text.",s041
COHO:0000815,Brescia Bladder Cancer Study,cohort,415,male bladder cancer cases and urological controls enrolled 1997-2000,201,214,2000,"In the present study, complete individual data were available for 199 (out of 201) cases and 213 (out of 214) controls, totaling 412 (instead of 415) subjects.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3983188/fullTextXML,yes,medium,,"Definition source PMID:24722645. Same paper: 'The cases were 201 newly diagnosed, histologically confirmed BC patients, admitted in the Urology Departments of the two main hospitals of Brescia from July 1997 to December 2000.' and 'The controls were 214 patients affected by various urological non-neoplastic diseases, frequency matched to cases by age (±5 years), period and hospital of admission.' The abstract gives the analysed 199 cases and 213 controls. The contribution to the NCI bladder cancer GWAS (example PMID:37210288) may differ.",s041
COHO:0000816,Beijing Eye Study,cohort,4439,participants aged 40+ examined at baseline in 2001,,,2001,"Out of 5324 eligible individuals, 4439 (83.4%) participated in the baseline study in 2001.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4210166/fullTextXML,yes,high,,"From definition source PMID:25347072; the review PMID:19426355 agrees ('included 4439 of 5324 subjects (aged > or = 40 years) who were initially examined in 2001'). In 2011, 2695 of the baseline participants were re-examined.",s041
COHO:0000817,Biomarkers of Cognitive Decline Among Normal Individuals,cohort,349,"cognitively normal participants enrolled at the NIH, 1995-2005",,,2005,"Between 1995 and 2005, 349 cognitively normal, primarily middle‐aged ( M = 57.3 years, standard deviation = 10.4) participants were enrolled after providing written informed consent.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9673459/fullTextXML,yes,high,,"From PMID:36415591 (BIOCARD CSF paper). A 2025 30-year analysis (PMID:40741702, PMC12311614) also says 'Longitudinal data were collected over 30 years from 349 cognitively unimpaired individuals enrolled in the Biomarkers for Older Controls at Risk for Dementia study.' The definition source (PMID:41604611) analysed a subset of 120. Any participants added after the study moved to Johns Hopkins in 2009 are not counted in these sources.",s041
COHO:0000818,French Prostate Cancer Case-Control Study,cohort,,,,,,,,,low,PMID:12592579,"No readable source states how many men the French Prostate Case-Control Study (CeRePP) enrolled. The dbGaP OncoArray page (phs001391) describes its design only. The definition/example paper (PMID:22271044) cites Valeri et al. 2003 for the study and gives only pooled stage I totals ('3,995 cases and 3,815 controls' from four studies); its Supplemental Table 1a (an .xls, MOESM1) lists FPCC with 1756 samples genotyped and 1064 remaining after QC and phenotype filtering, which is the genotyped subset, not enrolment, and is not a sentence. The CGEMS papers (PMID:18264097, 17401366, 19767753) are closed or had no CeRePP count in the cached text. Valeri et al. 2003 (segregation analysis of prostate cancer in France, Ann Hum Genet; PMID not verified) or the CeRePP ProGene description would settle it.",s041
COHO:0000819,Copenhagen Prospective Studies on Asthma in Childhood 2010,cohort,738,"pregnant women recruited at week 24, 2008-2010 (700 of their children in the birth cohort)",,,2010,"Seven hundred and thirty‐eight mothers were recruited from week 24 of gestation, and 700 of their children were included in the birth cohort.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4158856/fullTextXML,yes,high,,"COPSAC2010 design paper (PMID:24118234). The same sentence gives the 700 children in the birth cohort, which is the figure to use if children rather than recruited mothers are counted; 685 children attended the 1-year visit.",s041
COHO:0000820,Cohort of Swedish Men,cohort,48850,men who completed the baseline questionnaire in 1997,,,1997,"In late fall 1997, 48,850 men (49% response rate) and 39,227 women (70% response rate) completed a 96-item food frequency questionnaire (FFQ) and answered questions about lifestyle factors",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12335436/fullTextXML,yes,high,,"From the definition source (PMID:40783417); the 39,227 women are the Swedish Mammography Cohort, a separate term. After exclusions, 42,723 men were analysed in that paper. COSM's own profile paper was not read.",s041
COHO:0000821,Czech Republic Colorectal Cancer Study,cohort,,CRC cases and controls in the 2022 selenoprotein analysis (analysed subset),718,646,2016,The Czech cohort comprised 718 CRC cases and 646 controls collected at several oncology departments in the Czech Republic between September 2003 and December 2016.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9268344/fullTextXML,yes,low,,"From the definition source (PMID:35807897), which describes the samples it analysed; the study as a whole may be larger, and no source read states a case-plus-control total, so participants is null. The example study (PMID:36576985, GECCO/CORECT GWAS) names the Czech study only in acknowledgements in the cached text; its supplementary tables (not readable in the cache) would give its genotyped numbers. A profile of the Czech colorectal cancer case-control study would settle the enrolled number.",s041
COHO:0000822,Etude des Déterminants/Interaction de la Thrombose veineuse,cohort,5000,patients with VTE enrolled since 2000 (lower bound: '>5000'; controls not counted),,,,"Since its inception, it has enrolled >5000 patients with VTE.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13240746/fullTextXML,yes,medium,,"From the definition source (PMC13240746), where the preceding sentence names EDITH. A lower bound for cases only; no source read gives the number of hospital controls. The 2018 EDITH paper (PMID:29775482, PMC5959061) says 'Between May 2000 and November 2011, among 2682 cases of VTE enrolled in the EDITH cohort study in Brest University Hospital, 1043 patients had an episode of unprovoked venous thrombosis, 493 patients had an active malignancy and 1146 were provoked by risk factors other than cancer.'",s041
COHO:0000823,Johannesburg Cancer Study,cohort,24971,Black patients with incident cancer enrolled 1995-2016 (cases and cancer controls together),,,2016,A total of 24 971 black patients with an incident histologically proven (>95%) cancer of any type were enrolled between 1995-2016.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A32169796+AND+SRC%3AMED&format=json&resultType=core,yes,high,,"Abstract of the JCS profile (PMID:32169796); the full text was not available. Cases and controls are drawn from the same enrolled patients (controls have cancers unrelated to the exposure), so no separate split applies. The SAMRC ERICA-SA page mentions infection testing in 'about 17,000 serum samples', not an enrolment count.",s041
COHO:0000824,French Bladder Cancer Study,cohort,,controls and cases contributed to the International Consortium of Bladder Cancer pooled analyses (analysed subset),190,316,2009,FBCS French Bladder Cancer Study 316 190 84 France: hospital-based NA,https://pmc.ncbi.nlm.nih.gov/articles/PMC2782435/,yes,low,,"Row of Table 1 of the definition source PMID:19706757 (columns Controls, Cases, % Males, Source, References), whose references column is NA: no design paper is cited. No sentence states a case-plus-control total, so participants is null. The NCI bladder cancer GWAS (PMID:24163127) genotyped FBCS cases only and gives no FBCS count in text. A description of the French Bladder Cancer Study itself would settle the enrolled number.",s041
COHO:0000825,NCI Familial Testicular Cancer Study,cohort,749,participants (affected men and family members) actually enrolled in NCI protocol 02-C-0178,,,,"""enrollmentInfo"":{""count"":749,""type"":""ACTUAL""}",https://clinicaltrials.gov/api/v2/studies/NCT00039598,yes,medium,,"ClinicalTrials.gov record of the protocol (NCT00039598, 'Multidisciplinary Etiologic Study of Familial Testicular Cancer', status completed, start 2003-01-13), whose NCT number the definition source gives; the count is the structured enrolment field, not a sentence. The definition source (PMID:25882629) analysed 'United States: 455 subjects from 64 families' (first-degree relatives of cases), a subset.",s041
COHO:0000826,GEnetic Factors for OSteoporosis Consortium,cohort aggregation,32961,individuals in the discovery meta-analysis of 17 GWAS in the 2012 GEFOS BMD study,,,2012,"We performed the largest meta-analysis to date on lumbar spine and femoral neck BMD, including 17 genome-wide association studies and 32,961 individuals of European and East Asian ancestry.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3338864/fullTextXML,yes,medium,,"GEFOS's flagship BMD meta-analysis (PMID:22504420), which says it 'was done under the auspices of the European Commission sponsored Genetic Factors for Osteoporosis (GEFOS) consortium'. The same paper tested replication 'in 50,933 independent subjects' and fracture 'in 31,016 cases and 102,444 controls'. Later GEFOS releases (2015-2018 GWAS listed on gefos.org, e.g. the UK Biobank eBMD GWAS, N=426,824 per the example study PMID:36778599) are larger but draw mostly on UK Biobank; the website gives no participant total.",s041
COHO:0000827,Human Early Life Exposome,cohort,31472,mother-child pairs in the entire HELIX study population across six birth cohorts,,,,"HELIX used a multilevel study design with the entire study population totalling 31 472 mother-child pairs, recruited during pregnancy, in the six existing cohorts (first level); a subcohort of 1301 mother-child pairs where biomarkers, omics signatures and child health outcomes were measured at age 6–11 years (second level) and repeat-sampling panel studies with around 150 children and 150 pregnant women aimed at collecting personal exposure data (third level).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6144482/fullTextXML,yes,high,,"HELIX cohort profile (PMID:30206078). The definition centres on the subcohort of 1301 mother-child pairs examined 2013-2016, which is the figure to use if only the newly examined subcohort counts; a further 322 subjects were examined under the same protocol but not included in exposure biomarker measurement.",s041
COHO:0000828,Helix Exome+ and Healthy Nevada Project COVID-19 Phenotypes,cohort,,no whole-collection count found,,,,,,,low,,"No source read states how many participants the Helix Exome+ and Healthy Nevada Project COVID-19 phenotype collection holds. The definition source PMID:33763119 counts only the Healthy Nevada Project part: 'As of December 2020, approximately 30,000 sequenced Phase II participants in the HNP have cross-referenced electronic medical records.' (Phase I genotyped 10,000 adults.) The HGI exome paper PMID:36327219 and the long COVID GWAS PMID:40399555 give only consortium totals; per-cohort sample sizes are in their supplementary tables (PMID:40399555 Supplementary Table 11), which are not on disk as text. PMID:34379666 reports 27 COVID-positive and 189 negative Helix participants, a tested subset. A Helix/HNP COVID-19 cohort description or the HGI per-study table would settle it.",s042
COHO:0000829,International Network Against Venous Thrombosis Consortium,cohort aggregation,,VTE cases and controls in the 2019 GWAS meta-analysis of 18 studies,30234,172122,2019,We meta-analyzed GWAS data from 18 studies for 30 234 VTE cases and 172 122 controls and assessed the association between 12 923 718 genetic variants and VTE.,PMID:31420334,yes,high,,"Flagship INVENT GWAS (Lindström et al., Blood 2019), abstract read from Europe PMC (full text XML returned a server error). No source states the combined total, so participants is left null rather than summed. The definition source PMC9412533 repeats the same counts: 'The INVENT Consortium included 30,234 VTE cases and 172,122 controls from 18 studies'.",s042
COHO:0000830,Los Angeles Bladder Cancer Study,cohort,,matched case-control pairs included in the analyses,1586,1586,,"Therefore, a total of 1586 pairs of cases and controls were included in the analyses.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2653778/fullTextXML,yes,medium,,"Definition source PMID:19174821 (Jiang et al. 2009): 2384 cases were identified, 'We interviewed 1671 (70%) of the cases', a matched control could not be found for 85 of them, leaving 1586 case-control pairs; it also says 'Among the 1,586 eligible control subjects'. No sentence states a combined total, so participants is left null rather than doubled. The example study PMID:37210288 names the cohort only in its supplement, not on disk as text.",s042
COHO:0000831,Influence of Life-style factors on Development of the Immune System and Allergies in East and West Germany plus Air Pollution and Genetics on Allergy Development,cohort,3097,newborns recruited at birth 1997-1999,,,,"Of the 3,097 recruited newborns, 1,760 (56.8%) children could be followed until the age of 10 years.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6040001/fullTextXML,yes,high,,"LISAplus profile (Heinrich et al., PMID:30402607). Same paper: 'The two large German birth cohorts, GINIplus and LISAplus, recruited 5,991 and 3,097 children, respectively'. 1,760 were followed to age 10.",s042
COHO:0000832,Mayo Clinic Venous Thromboembolism Study,cohort,,VTE cases and controls of the Mayo candidate-gene (discovery) study population,1503,1459,2012,"The discovery study population consisted 1503 VTE cases and 1459 controls (Supplementary Table 1) from a candidate gene (CG) study, as previously described.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3419811/unicode,yes,medium,,"Definition source PMID:22672568 (Heit et al. 2012). The same paper ran a structure analysis 'on 2962 participants' (the discovery population) and describes a separate replication population, largely Olmsted County residents: 'using 2,825 subjects (1407 cases and 1418 controls)'. No sentence gives the size of the whole Mayo VTE study across both populations, so participants is left null; the candidate-gene study's own design paper would settle it.",s042
COHO:0000833,Multicase-Control Study in Spain,cohort,10106,subjects enrolled 2008-2013 (cases of five cancers and population controls),,4098,2013,"Between 2008-2013, 10,106 subjects aged 20-85 were enrolled in 23 hospitals and primary care centres in 12 Spanish provinces including 1,112 cases with a new diagnosis of prostate cancer, 1,738 of breast cancer, 2,140 of colorectal cancer, 459 of gastro-oesophageal cancer, 559 cases with chronic lymphocytic leukaemia and 4,098 population controls frequency matched to cases by age, sex and region of residence.",PMID:25613680,yes,high,,"MCC-Spain design paper (Castaño-Vinyals et al., Gac Sanit 2015), abstract read from Europe PMC. No sentence gives the total of cases, so cases is null (per-cancer counts are in the quote). The definition source PMID:41183009 uses the breast, colorectal and prostate subset: 'The initial study sample comprised 9,054 participants (1,738 breast cancer cases, 2,140 colorectal cancer cases, 1,112 prostate cancer cases, and 4,064 controls).'",s042
COHO:0000834,Microisolates in South Tyrol Study,cohort,1314,adult residents enrolled 2002-3 and 2007,,,2007,The prior MICROS study enrolled 1314 residents of three Vinschgau municipalities 18 years or older in 2002–3 and 2007 [8].,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12119133/fullTextXML,yes,high,,"From the CHRIS cohort profile, which covers both recruitment waves. The MICROS design paper PMID:17550581 (first wave, 2002-2003 only) says 'DNA of all 1175 study participants was included in a genome-wide scan', and that genealogies were reconstructed for 50,037 subjects (ancestors, not participants).",s042
COHO:0000835,MrOS Sweden,cohort,3014,men aged 69-81 included at baseline (2001-2004),,,,MrOs Sweden is a prospective population-based observational study that at baseline included 3014 men aged 69-81 years.,PMID:30902044,yes,high,,"Definition source (Cronholm et al. 2019), abstract; the full text repeats it: 'consisting of 3014 older men aged between 69 and 81 years at inclusion'. Not the MrOS Sweden design paper itself, but the number is the baseline cohort.",s042
COHO:0000836,New England Bladder Cancer Study,cohort,,bladder cancer patients and population controls interviewed 2001-2004,1213,1418,2004,We interviewed 1213 bladder cancer patients (65% of 1878 eligible patients).,https://pmc.ncbi.nlm.nih.gov/articles/PMC2778671/,yes,high,,"From Baris et al., J Natl Cancer Inst 2009 (PMID:19917915), the main NEBCS report. Controls from the same paper: 'We interviewed 1418 (594 DMV and 824 CMS) control subjects (65% of eligible DMV and 65% of eligible CMS control subjects).' No sentence states the combined total, so participants is left null. The definition source PMID:35536285 analysed 989 White cases and 1,162 White controls with exposure and genotype data (a subset).",s042
COHO:0000837,NINDS Parkinson's Disease dataset,cohort,2116,consented subjects in the dbGaP NINDS Parkinson's Disease Cohort study (phs001172),,,,Total number of consented subjects: 2116,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001172.v1.p2,yes,medium,,"The dbGaP study page (a field, not a sentence) also says genotyping 'was originally done in 267 Parkinson's disease patients and 270 controls, and this has been extended to include genome wide genotyping in 939 Parkinson's disease cases and 802 controls', plus exome sequencing of 618 PD samples. The definition source PMID:17052657 (first-stage release, 2006) says 'We have produced around 220 million genotypes in 537 participants' (267 patients, 270 controls). cases/controls left null because the GWAS and exome sub-studies overlap and no single case/control split for the 2116 is given.",s042
COHO:0000838,NPDPSC pathology-confirmed rpAD,cohort,115,pathology-confirmed rpAD cases identified at NPDPSC,,,,We identified 115 pathology‐confirmed cases of rpAD in NPDPSC.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10984493/fullTextXML,yes,high,,"Definition source PMID:38184787, the set's only paper. 114 of the 115 passed genotyping QC ('In the NPDPSC rpAD data set, 114 samples and 6,298,451 variants passed initial QC'). The NACC cases and controls in the same paper belong to a different cohort.",s042
COHO:0000839,Outcome Modifying Genes in Sickle Cell Disease,cohort,800,adult patients enrolled 2002-2015 (stated as 'over 800'),,,2015,The OMG-SCD study enrolled over 800 adult patients with SCD to study genetic associations with clinical outcomes from five sickle cell centers in the southeastern U.S. between 2002 and 2015.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7416942/fullTextXML,yes,medium,,"Definition source PMID:32776978 gives only a lower bound ('over 800'), recorded as 800; the exact enrolment is not stated. The same paper analysed 620 OMG-SCD patients; the example study PMID:40025045 used 152 ('Duke University Outcome Modifying Genes study (n = 152)'). An OMG-SCD design paper would give the exact number.",s042
