PMID	title
36624241	Genome-wide association study of school grades identifies genetic overlap between language ability, psychopathology and creativity.
36658081	Genome-wide association study of executive function in a multi-ethnic cohort implicates LINC01362: Results from the northern Manhattan study.
36658456	The Impact of Acute Nutritional Interventions on the Plasma Proteome.
36660475	Sex differences in the oral microbiome, host traits, and their causal relationships.
36672800	Association of Early Childhood Caries with Bitter Taste Receptors: A Meta-Analysis of Genome-Wide Association Studies and Transcriptome-Wide Association Study.
36672803	Exome Array Analysis of 9721 Ischemic Stroke Cases from the SiGN Consortium.
36672889	Skin Phototype and Disease: A Comprehensive Genetic Approach to Pigmentary Traits Pleiotropy Using PRS in the GCAT Cohort.
36681271	Genetic regulators of cytokine responses upon BCG vaccination in children from West Africa.
36699085	Genome-wide analyses of platinum-induced ototoxicity in childhood cancer patients: Results of GO-CAT and United Kingdom MAGIC consortia.
36774100	Investigating Genetic Determinants of Plasma Inositol Status in Adult Humans.
36777645	Mapping gene by early life stress interactions on child subcortical brain structures: A genome-wide prospective study.
36777999	Genome-wide study on 72,298 individuals in Korean biobank data for 76 traits.
36778599	Candidate loci shared among periodontal disease, diabetes and bone density.
36804072	Pharmacokinetics and pharmacogenomics of clozapine in an ancestrally diverse sample: a longitudinal analysis and genome-wide association study using UK clinical monitoring data.
36864135	Genome-wide analysis identifies genetic effects on reproductive success and ongoing natural selection at the FADS locus.
36869765	Vascular endothelial growth factor-D plasma levels and VEGFD genetic variants are independently associated with outcomes in patients with cardiovascular disease.
36872133	Evidence of Novel Susceptibility Variants for Prostate Cancer and a Multiancestry Polygenic Risk Score Associated with Aggressive Disease in Men of African Ancestry.
36882501	Genome-wide significant risk loci for mood disorders in the Old Order Amish founder population.
36914875	Multi-ancestry genome-wide association analyses improve resolution of genes and pathways influencing lung function and chronic obstructive pulmonary disease risk.
36921087	Genetic Modifiers of Cystic Fibrosis Lung Disease Severity: Whole-Genome Analysis of 7,840 Patients.
36922633	Genome-wide meta-analysis identifies novel loci conferring risk of acne vulgaris.
36970523	Evidence of polygenic regulation of the physiological presence of neurofilament light chain in human serum.
36973338	Genome-wide association study of population-standardised cognitive performance phenotypes in a rural South African community.
37012456	Genetic effects on the timing of parturition and links to fetal birth weight.
37060189	Leveraging related health phenotypes for polygenic prediction of impulsive choice, impulsive action, and impulsive personality traits in 1534 European ancestry community adults.
37096546	Lowering of Circulating Sclerostin May Increase Risk of Atherosclerosis and Its Risk Factors: Evidence From a Genome-Wide Association Meta-Analysis Followed by Mendelian Randomization.
37097752	Multiancestry sex-stratified genomic associations with HIV viral load and controller status from the ICGH.
37101235	Large multi-ethnic genetic analyses of amyloid imaging identify new genes for Alzheimer disease.
37108169	Genome-Wide Meta-Analysis Identifies Multiple Novel Rare Variants to Predict Common Human Infectious Diseases Risk.
37110199	Identification of Genetic Markers Linked to The Activity of Indoleamine 2,3-Dioxygenase and Kidney Function.
37125963	Identification of a Common Variant for Coronary Heart Disease at PDE1A Contributes to Individualized Treatment Goals and Risk Stratification of Cardiovascular Complications in Chinese Patients With Type 2 Diabetes.
37148359	The power of TOPMed imputation for the discovery of Latino-enriched rare variants associated with type 2 diabetes.
37154150	Validation of lung cancer polygenic risk scores in a high-risk case-control cohort.
37156940	Automatic landmarking identifies new loci associated with face morphology and implicates Neanderthal introgression in human nasal shape.
37165447	Sex differences in the polygenic architecture of hearing problems in adults.
37174278	Regulator of G-Protein Signalling 9: A New Candidate Gene for Sweet Food Liking?
37196047	Multi-ancestry genome- and phenome-wide association studies of diverticular disease in electronic health records with natural language processing enriched phenotyping algorithm.
37210288	Genome-wide Association Study of Bladder Cancer Reveals New Biological and Translational Insights.
37211199	Shared Genetic Risk Variants in Both Male and Female Frontal Fibrosing Alopecia.
37212302	Genetic correlation, causal relationship, and shared loci between vitamin D and COVID-19: A genome-wide cross-trait analysis.
37217678	Genetic predisposition to macronutrient preference and workplace food choices.
37227431	A meta-analysis of genome-wide association studies of childhood wheezing phenotypes identifies ANXA1 as a susceptibility locus for persistent wheezing.
37233759	Genome-wide association analysis identifies ancestry-specific genetic variation associated with acute response to metformin and glipizide in SUGAR-MGH.
37236969	Genome-wide association study of lung adenocarcinoma in East Asia and comparison with a European population.
37248441	Genome-wide association meta-analysis of spontaneous coronary artery dissection identifies risk variants and genes related to artery integrity and tissue-mediated coagulation.
37255673	The genetic and phenotypic correlates of mtDNA copy number in a multi-ancestry cohort.
37264683	Association of genetic risk and outcomes in patients with atrial fibrillation: interactions with early rhythm control in the EAST-AFNET4 trial.
37273234	Genome-wide Association Study for AKI.
37277652	Genetic studies of paired metabolomes reveal enzymatic and transport processes at the interface of plasma and urine.
37286573	Elevated plasma complement factor H related 5 protein is associated with venous thromboembolism.
37291194	Genome-wide association study and functional characterization identifies candidate genes for insulin-stimulated glucose uptake.
37308106	Common and Distinct Genetic Architecture of Age at Diagnosis of Diabetes in South Indian and European Populations.
37326842	Genome-wide investigation of persistence with methotrexate treatment in early rheumatoid arthritis.
37337106	Cross-ancestry genome-wide association meta-analyses of hippocampal and subfield volumes.
37340002	Pan-cancer and cross-population genome-wide association studies dissect shared genetic backgrounds underlying carcinogenesis.
37340842	Functional Annotation and Gene Set Analysis of Gastric Cancer Risk Loci in a Korean Population.
37344610	Genomic risk for post-traumatic stress disorder in families densely affected with alcohol use disorders.
37349795	A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.
37352370	Genetic regulators of sputum mucin concentration and their associations with COPD phenotypes.
37386247	Large-scale multitrait genome-wide association analyses identify hundreds of glaucoma risk loci.
37399103	Genome-wide association study identifies multiple HLA loci for sarcoidosis susceptibility.
37402774	Bone mineral density loci specific to the skull portray potential pleiotropic effects on craniosynostosis.
37420130	Genetic associations vary across the spectrum of fasting serum insulin: results from the European IDEFICS/I.Family children's cohort.
37492417	Genetic variants associated with spontaneous preterm birth in women from India: a prospective cohort study.
37494057	Genetic Variants Associated With Hidradenitis Suppurativa.
37497783	Genome-wide association study of Helicobacter pylori serological status in Latin American children.
37500827	Trans-ancestry meta-analysis of genome wide association studies of inhibitory control.
37524447	Novel loci for ocular axial length identified through extreme-phenotype genome-wide association study in Chinese populations.
37532928	Africa-specific human genetic variation near CHD1L associates with HIV-1 load.
37539667	Genome-wide study of genetic polymorphisms predictive for outcome from first-line oxaliplatin-based chemotherapy in colorectal cancer patients.
37555839	Germline Genetic Variants Associated with Somatic TMPRSS2:ERG Fusion Status in Prostate Cancer: A Genome-Wide Association Study.
37560120	Genome-wide Analysis of Motor Progression in Parkinson Disease.
37563310	Genetics of circulating inflammatory proteins identifies drivers of immune-mediated disease risk and therapeutic targets.
37565938	GWASs Identify Genetic Loci Associated with Human Scalp Hair Whorl Direction.
37568739	Predicting Hearing Loss in Testicular Cancer Patients after Cisplatin-Based Chemotherapy.
37582857	Polygenic contributions to performance on the Balloon Analogue Risk Task.
37601966	Genotyping and population characteristics of the China Kadoorie Biobank.
37601974	Multi-ancestry meta-analysis identifies 5 novel loci for ischemic stroke and reveals heterogeneity of effects between sexes and ancestries.
37619450	The identification of distinct protective and susceptibility mechanisms for hip osteoarthritis: findings from a genome-wide association study meta-analysis of minimum joint space width and Mendelian randomisation cluster analyses.
37633302	Identification of genetic risk loci and causal insights associated with Parkinson's disease in African and African admixed populations: a genome-wide association study.
37636041	A large-scale genome-wide cross-trait analysis for the effect of COVID-19 on female-specific cancers.
37639712	Genome-Wide Association Study Identifies Pharmacogenomic Variants Associated With Metformin Glycemic Response in African American Patients With Type 2 Diabetes.
37652906	Genetic meta-analysis of levodopa induced dyskinesia in Parkinson's disease.
37653029	GWAS meta-analysis of over 29,000 people with epilepsy identifies 26 risk loci and subtype-specific genetic architecture.
37679419	GWAS of random glucose in 476,326 individuals provide insights into diabetes pathophysiology, complications and treatment stratification.
37688361	A pilot genome-wide association study meta-analysis of gastroparesis.
37700353	APOE-ε4 and BIN1 increase risk of Alzheimer's disease pathology but not specifically of Lewy body pathology.
37709864	Genome-wide association meta-analysis identifies 17 loci associated with nonalcoholic fatty liver disease.
37710962	Evaluating genomic polygenic risk scores for childhood acute lymphoblastic leukemia in Latinos.
37731490	Toxin exposure and HLA alleles determine serum antibody binding to toxic shock syndrome toxin 1 (TSST-1) of <i>Staphylococcus aureus</i>.
37770635	Multi-ancestry genome-wide study identifies effector genes and druggable pathways for coronary artery calcification.
37783704	Combining Asian and European genome-wide association studies of colorectal cancer improves risk prediction across racial and ethnic populations.
37794016	European and multi-ancestry genome-wide association meta-analysis of atopic dermatitis highlights importance of systemic immune regulation.
37794183	Rare variant associations with plasma protein levels in the UK Biobank.
37796845	Assessing the associations between known genetic variants and substance use in people with HIV in the United States.
37798380	Genome-wide association study of placental weight identifies distinct and shared genetic influences between placental and fetal growth.
37813642	Influence of Diabetes Family History on the Associations of Combined Genetic and Lifestyle Risks with Diabetes in the Tohoku Medical Megabank Community-Based Cohort Study.
37821706	Mexican Biobank advances population and medical genomics of diverse ancestries.
37822511	Genome-wide association study of hippocampal blood-oxygen-level-dependent-cerebral blood flow correlation in Chinese Han population.
37834292	Apolipoprotein-CIII O-Glycosylation, a Link between GALNT2 and Plasma Lipids.
37845283	Recurrent DNMT3B rearrangements are associated with unfavorable outcome in dicentric (9;20)-positive pediatric BCP-ALL.
37845353	Genome-wide association meta-analysis identifies risk loci for abdominal aortic aneurysm and highlights PCSK9 as a therapeutic target.
37859345	A cross-ancestry genome-wide meta-analysis, fine-mapping, and gene prioritization approach to characterize the genetic architecture of adiponectin.
37862240	Large-scale meta-genome-wide association study reveals common genetic factors linked to radiation-induced acute toxicities across cancer types.
37907536	Genome-wide association analysis of plasma lipidome identifies 495 genetic associations.
37919891	Genome-wide association study and fine-mapping on Korean biobank to discover renal trait-associated variants.
37923752	Immunological and clinicopathological features predict HER2-positive breast cancer prognosis in the neoadjuvant NeoALTTO and CALGB 40601 randomized trials.
37929782	Genome-Wide Association Study of Cardiovascular Resilience Identifies Protective Variation in the CETP Gene.
37933522	Risk and resilience in Syrian refugee children: A multisystem analysis.
37945807	Genome-wide meta-analysis, functional genomics and integrative analyses implicate new risk genes and therapeutic targets for anxiety disorders.
37945903	Characterizing prostate cancer risk through multi-ancestry genome-wide discovery of 187 novel risk variants.
37949852	A large meta-analysis identifies genes associated with anterior uveitis.
37973980	Joint multi-ancestry and admixed GWAS reveals the complex genetics behind human cranial vault shape.
37984853	Sex-specific genetic architecture of late-life memory performance.
37985413	The first genome-wide association study in the Argentinian and Chilean populations identifies shared genetics with Europeans in Alzheimer's disease.
37989062	Meta-GWAS on PCSK9 concentrations reveals associations of novel loci outside the PCSK9 locus in White populations.
38002962	Genome-Wide Association Study of Beta-Blocker Survival Benefit in Black and White Patients with Heart Failure with Reduced Ejection Fraction.
38014556	The Genetic Drivers of Juvenile, Young, and Early-Onset Parkinson's Disease in India.
38025163	Six-Year Incidence of Visual Impairment in a Multiethnic Asian Population: The Singapore Epidemiology of Eye Diseases Study.
38038215	Chromosome 10q24.32 Variants Associate With Brain Arterial Diameters in Diverse Populations: A Genome-Wide Association Study.
38052102	Genome-wide association study meta-analysis of dizygotic twinning illuminates genetic regulation of female fecundity.
38060535	Single-nucleotide polymorphisms link gout with health-related lifestyle factors in Korean cohorts.
38102185	A genome-wide association, polygenic risk score and sex study on opioid use disorder treatment outcomes.
38102678	Genetic and observational associations of lung function with gastrointestinal tract diseases: pleiotropic and mendelian randomization analysis.
38116116	Analysis across Taiwan Biobank, Biobank Japan, and UK Biobank identifies hundreds of novel loci for 36 quantitative traits.
38136945	Genome-Wide Association Study of Blood Mercury in European Pregnant Women and Children.
38141771	A Genome-Wide Interaction Study of Erythrocyte ω-3 Polyunsaturated Fatty Acid Species and Memory in the Framingham Heart Study Offspring Cohort.
38141912	Uncommon Protein-Coding Variants Associated With Suicide Attempt in a Diverse Sample of U.S. Army Soldiers.
38155185	Citrullinated and MMP-degraded vimentin is associated with chronic pulmonary diseases and genetic variants in PADI3/PADI4 and CFH in postmenopausal women.
38172110	A genome-wide association meta-analysis implicates Hedgehog and Notch signaling in Dupuytren's disease.
38172904	Proteo-genomics of soluble TREM2 in cerebrospinal fluid provides novel insights and identifies novel modulators for Alzheimer's disease.
38177345	Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.
38182742	Distinct and shared genetic architectures of gestational diabetes mellitus and type 2 diabetes.
38184787	Genome-wide association studies identify novel loci in rapidly progressive Alzheimer's disease.
38190104	Genome-wide study investigating effector genes and polygenic prediction for kidney function in persons with ancestry from Africa and the Americas.
38200428	Polygenic risk score model for renal cell carcinoma in the Korean population and relationship with lifestyle-associated factors.
38223675	Association between urinary arsenic concentration and genetic polymorphisms in Korean adults.
38224499	Multi-ancestry meta-analysis of host genetic susceptibility to tuberculosis identifies shared genetic architecture.
38228779	A genome-wide association study of social trust in 33,882 Danish blood donors.
38242088	A multi-cohort genome-wide association study in African ancestry individuals reveals risk loci for primary open-angle glaucoma.
38263039	A genome-wide association study of contralateral breast cancer in the Women's Environmental Cancer and Radiation Epidemiology Study.
38277453	Genetic architecture of alcohol consumption identified by a genotype-stratified GWAS and impact on esophageal cancer risk in Japanese people.
38297123	The Born in Guangzhou Cohort Study enables generational genetic discoveries.
38317187	Novel functional insights into ischemic stroke biology provided by the first genome-wide association study of stroke in indigenous Africans.
38320993	Genome-wide association study implicates the role of TBXAS1 in the pathogenesis of depressive symptoms among the Korean population.
38326779	Sex-biased genetic regulation of inflammatory proteins in the Dutch population.
38336841	Genome-wide association study implicates lipid pathway dysfunction in antipsychotic-induced weight gain: multi-ancestry validation.
38365752	Genome-wide association study and polygenic risk scores of retinal thickness across the cognitive continuum: data from the NORFACE cohort.
38367033	Metabolomic and genetic architecture of gestational diabetes subtypes.
38374065	Genetic influences on circulating retinol and its relationship to human health.
38380866	Whole genome-wide sequence analysis of long-lived families (Long-Life Family Study) identifies MTUS2 gene associated with late-onset Alzheimer's disease.
38381478	An Updated Evaluation of Atrazine-Cancer Incidence Associations among Pesticide Applicators in the Agricultural Health Study Cohort.
38408508	Genome-wide association studies and Mendelian randomization analyses provide insights into the causes of early-onset colorectal cancer.
38413574	Nightmares share genetic risk factors with sleep and psychiatric traits.
38443389	Genome-wide association analyses of ovarian cancer patients undergoing primary debulking surgery identify candidate genes for residual disease.
38453145	A multi-ancestry genome-wide association study in type 1 diabetes.
38489667	Genome-Wide Genetic Analysis of Dropout in a Controlled Exercise Intervention in Sedentary Adults With Overweight or Obesity and Cardiometabolic Disease.
38490347	Comprehensive Association Analyses of Extraintestinal Manifestations in Inflammatory Bowel Disease.
38491344	Correlates of suicidal behaviors and genetic risk among United States veterans with schizophrenia or bipolar I disorder.
38494474	Integrative genomic analyses identify candidate causal genes for calcific aortic valve stenosis involving tissue-specific regulation.
38509478	Genome-wide association study of nausea and vomiting during pregnancy in Japan: the TMM BirThree Cohort Study.
38517939	Canadian COVID-19 host genetics cohort replicates known severity associations.
38525495	Assessing the Role of Cortisol in Anxiety, Major Depression, and Neuroticism: A Mendelian Randomization Study Using <i>SERPINA6</i>/<i>SERPINA1</i> Variants.
38548946	Exome sequencing and genome-wide association analyses unveils the genetic predisposition in hydroxychloroquine retinopathy.
38555957	Genome-wide association study of early-onset and late-onset postpartum depression: the IGEDEPP prospective study.
38626723	Korea4K: whole genome sequences of 4,157 Koreans with 107 phenotypes derived from extensive health check-ups.
38630618	Genetics of immune response to Epstein-Barr virus: prospects for multiple sclerosis pathogenesis.
38637617	Genome-wide association analyses identify 95 risk loci and provide insights into the neurobiology of post-traumatic stress disorder.
38643935	Rome III Criteria Capture Higher Irritable Bowel Syndrome SNP-Heritability and Highlight a Novel Genetic Link With Cardiovascular Traits.
38652672	Time-to-Event Genome-Wide Association Study for Incident Cardiovascular Disease in People With Type 2 Diabetes.
38652878	Trans-Ancestral Genetic Risk Factors for Treatment-Related Type 2 Diabetes Mellitus in Survivors of Childhood Cancer.
38664626	Germline genetic regulation of the colorectal tumor immune microenvironment.
38665804	Plasma microRNA expression in adolescents and young adults with endometriosis: the importance of hormone use.
38671141	GWAS meta-analysis reveals key risk loci in essential tremor pathogenesis.
38714679	A comprehensive genetic map of cytokine responses in Lyme borreliosis.
38714703	Determinants of mosaic chromosomal alteration fitness.
38714721	Genetic polymorphisms associated with adverse pregnancy outcomes in nulliparas.
38714835	Exploring the relationship between admixture and genetic susceptibility to attention deficit hyperactivity disorder in two Latin American cohorts.
38727677	A polygenic risk score for alcohol-associated cirrhosis among heavy drinkers with European ancestry.
38729340	Interindividual variation in ovarian reserve after gonadotoxic treatment in female childhood cancer survivors - a genome-wide association study: results from PanCareLIFE.
38741014	Genome-wide association analyses of breast cancer in women of African ancestry identify new susceptibility loci and improve risk prediction.
38745123	Common variation in a long non-coding RNA gene modulates variation of circulating TGF-β2 levels in metastatic colorectal cancer patients (Alliance).
38749303	Genome-wide interaction study of dietary intake of fibre, fruits, and vegetables with risk of colorectal cancer.
38767907	Association of Novel Loci With Keratoconus Susceptibility in a Chinese Genome-Wide Association Study.
38769351	A genome-wide association study identifies a locus associated with knee extension strength in older Japanese individuals.
38773223	The Gly82Ser polymorphism in the receptor for advanced glycation endproducts increases the risk for coronary events in the general population.
38784964	Genetic associations with psychosis and affective disturbance in Alzheimer's disease.
38812969	Genetic association and transferability for urinary albumin-creatinine ratio as a marker of kidney disease in four Sub-Saharan African populations and non-continental individuals of African ancestry.
38815935	A genome-wide meta-analysis of palmoplantar pustulosis implicates TH2 responses and cigarette smoking in disease pathogenesis.
38815977	Circulating anti-Müllerian hormone levels in pre-menopausal women: novel genetic insights from a genome-wide association meta-analysis.
38836758	Association of ESR1 Germline Variants with TP53 Somatic Variants in Breast Tumors in a Genome-wide Study.
38839884	Genome-wide meta-analyses of restless legs syndrome yield insights into genetic architecture, disease biology and risk prediction.
38849413	Genome-wide determinants of mortality and motor progression in Parkinson's disease.
38869494	Genome-Wide Analysis to Assess if Heavy Alcohol Consumption Modifies the Association between SNPs and Pancreatic Cancer Risk.
38898991	Unraveling interindividual variation of trimethylamine N-oxide and its precursors at the population level.
38926497	Genome-wide association study identifies host genetic variants influencing oral microbiota diversity and metabolic health.
38929788	Evaluation of Polygenic Risk Scores for Prediction of Coronary Artery Disease in a Greek Case-Control Study.
38958117	Extended genome-wide association study employing the African genome resources panel identifies novel susceptibility loci for Alzheimer's disease in individuals of African ancestry.
38970920	Polygenic inheritance and its interplay with smoking history in predicting lung cancer diagnosis: a French-Canadian case-control cohort.
38971891	Novel genomic variants related to visceral adiposity index (VAI) and body adiposity index (BAI) in Indian sib-pairs.
39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.
39046104	A genome-wide association meta-analysis of all-cause and vascular dementia.
39057616	Association of PHACTR1 with Coronary Artery Calcium Differs by Sex and Cigarette Smoking.
39079071	Genetic Associations With an Amyotrophic Lateral Sclerosis Reversal Phenotype.
39103364	Deciphering the genetics and mechanisms of predisposition to multiple myeloma.
39103650	Genetic risk factors for COVID-19 and influenza are largely distinct.
39112778	A meta-analysis of genome-wide studies of resilience in the German population.
39132902	Dopamine Pathway and Parkinson's Risk Variants Are Associated with Levodopa-Induced Dyskinesia.
39141363	Exploring the Germline Genetics of In Situ and Invasive Cutaneous Melanoma: A Genome-Wide Association Study Meta-Analysis.
39144724	Effect modification by sex of genetic associations of vitamin C related metabolites in the Canadian Longitudinal study on aging.
39163621	Meta-analysis of genome-wide association studies of stable warfarin dose in patients of African ancestry.
39189922	Genetic variants in canonical Wnt signaling pathway associated with pediatric immune thrombocytopenia.
39192244	Genome-wide association meta-analysis identifies two novel loci associated with dental caries.
39218908	Polygenic risk score portability for common diseases across genetically diverse populations.
39251807	Genome-wide association study meta-analysis of neurofilament light (NfL) levels in blood reveals novel loci related to neurodegeneration.
39258169	Genome-wide association reveals a locus in neuregulin 3 associated with gabapentin efficacy in women with chronic pelvic pain.
39260370	Genetic modifiers of body mass index in individuals with cystic fibrosis.
39271666	NOTCH3 p.Arg1231Cys is markedly enriched in South Asians and associated with stroke.
39280063	Large-scale exome array summary statistics resources for glycemic traits to aid effector gene prioritization.
39286457	Evidence of survival bias in the association between APOE-Є4 and age at ischemic stroke onset.
39302385	Genetic association study of preterm birth and gestational age in a population-based case-control study in Peru.
39349682	Genome-wide association studies for pelvic organ prolapse in the Japanese population.
39358599	Heterogeneous genetic architectures of prostate cancer susceptibility in sub-Saharan Africa.
39361370	Novel risk loci for COVID-19 hospitalization among admixed American populations.
39364016	GWAS and polygenic risk score of severe COVID-19 in Eastern Europe.
39366959	Multi-ancestry GWAS meta-analyses of lung cancer reveal susceptibility loci and elucidate smoking-independent genetic risk.
39406924	A genome-wide association analysis reveals new pathogenic pathways in gout.
39424413	Genome-Wide Search for Nonadditive Allele Effects Identifies <i>PSKH2</i> as Involved in the Variability of Factor V Activity.
39462804	Association Between Delay to First Shock and Successful First-Shock Ventricular Fibrillation Termination in Patients With Witnessed Out-of-Hospital Cardiac Arrest.
39516835	Exploring multi-omics and clinical characteristics linked to accelerated biological aging in Asian women of reproductive age: insights from the S-PRESTO study.
39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.
39528826	Genetic architecture of cerebrospinal fluid and brain metabolite levels and the genetic colocalization of metabolites with human traits.
39537608	Multi-trait association analysis reveals shared genetic loci between Alzheimer's disease and cardiovascular traits.
39556808	Genetics of C-Peptide and Age at Diagnosis in Type 1 Diabetes.
39572784	Genome-wide association study reveals mechanisms underlying dilated cardiomyopathy and myocardial resilience.
39574169	The genetic architecture of hip shape and its role in the development of hip osteoarthritis and fracture.
39603580	Abbreviated Duke Activity Status Index for Risk Stratification in Heart Failure.
39621102	Metabolomics profiling in multi-ancestral individuals with type 2 diabetes in Singapore identified metabolites associated with renal function decline.
39622794	Syndrome-informed phenotyping identifies a polygenic background for achondroplasia-like facial variation in the general population.
39633006	X-chromosome-wide association study for Alzheimer's disease.
39643614	Novel loci and biomedical consequences of iron homoeostasis variation.
39644095	Genome-wide association study reveals shared and distinct genetic architecture of fatty acids and oxylipins in the Hispanic Community Health Study/Study of Latinos.
39715278	Systematic assessment of COVID-19 host genetics using whole genome sequencing data.
39746953	Genome-wide characterization of 54 urinary metabolites reveals molecular impact of kidney function.
39753771	Refining breast cancer genetic risk and biology through multi-ancestry fine-mapping analyses of 192 risk regions.
39862296	rs762855 single nucleotide polymorphism modulates the risk for diffuse-type gastric cancer in females: a genome-wide association study in the Korean population.
39875632	Associations between common genetic variants and income provide insights about the socio-economic health gradient.
39885523	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.
39885687	Trans-ancestry genome-wide association study of childhood body mass index identifies novel loci and age-specific effects.
39886913	Lynch syndrome screening in colorectal and endometrial cancers in Iceland.
39909172	A multi-ancestry genome-wide association study and evaluation of polygenic scores of LDL-C levels.
39930085	Genome-wide association study of prostate-specific antigen levels in 392,522 men identifies new loci and improves prediction across ancestry groups.
39948438	Comparative analysis of the Mexico City Prospective Study and the UK Biobank identifies ancestry-specific effects on clonal hematopoiesis.
39966646	Large-scale genome-wide association analyses identify novel genetic loci and mechanisms in hypertrophic cardiomyopathy.
39972214	Plasma proteome variation and its genetic determinants in children and adolescents.
39998322	Identification of 16 novel Alzheimer's disease loci using multi-ancestry meta-analyses.
40010489	Comprehensive Profiling of Genetic and Nongenetic Factors that Influence Skin Traits in Asian Women from 4 Countries.
40021644	GWAS meta-analysis of psoriasis identifies new susceptibility alleles impacting disease mechanisms and therapeutic targets.
40021830	Quantitative trait loci mapping of circulating metabolites in cerebrospinal fluid to uncover biological mechanisms involved in brain-related phenotypes.
40025045	FLT1 and other candidate fetal haemoglobin modifying loci in sickle cell disease in African ancestries.
40038546	Genome-wide association study meta-analysis provides insights into the etiology of heart failure and its subtypes.
40042063	Sex-stratified genome-wide meta-analysis identifies novel loci for cognitive decline in older adults.
40045203	A genome-wide association study identifies a novel East Asian-specific locus for dementia with Lewy bodies in Japanese subjects.
40050429	Meta-analysis of genome-wide associations and polygenic risk prediction for atrial fibrillation in more than 180,000 cases.
40050615	Genome-wide meta-analysis identifies novel risk loci for uterine fibroids within and across multiple ancestry groups.
40071514	Genome-Wide Scan of Fifth Finger Clinodactyly.
40072435	Polygenic Scores of Cardiometabolic Risk Factors in American Indian Adults.
40094665	Interaction Between Traffic-Related Air Pollution and Parkinson Disease Polygenic Risk Score.
40101186	A Swedish genome-wide haplotype association analysis identifies novel candidate loci associated with endometrial cancer risk.
40111762	Novel modelling approaches to elucidate the genetic architecture of resilience to Alzheimer's disease.
40136285	Genome-Wide Association Study to Identify Genetic Variants Associated With Diabetic Maculopathy.
40164604	Integration of GWAS, QTLs and keratinocyte functional assays reveals molecular mechanisms of atopic dermatitis.
40181193	A large-scale genome-wide study of gene-sleep duration interactions for blood pressure in 811,405 individuals from diverse populations.
40205036	Translational genomics of osteoarthritis in 1,962,069 individuals.
40216759	Whole genome sequencing analysis of body mass index identifies novel African ancestry-specific risk allele.
40222985	Genome-wide association study of common side effects following COVID-19 booster vaccination in a cohort of corporate employees in Japan.
40229280	Genome-wide association study identifies common variants associated with breast cancer in South African Black women.
40232348	German longevity study reveals novel rare pro-longevity alleles clustering in mTOR signaling pathway.
40249915	Genome-wide association study of somatic GATA1s mutations in newborns with Down syndrome.
40263456	Extensive modulation of the circulating blood proteome by hormonal contraceptive use across two population studies.
40280976	Deciphering distinct genetic risk factors for FTLD-TDP pathological subtypes via whole-genome sequencing.
40335706	Genome-wide association meta-analysis of age at onset of walking in over 70,000 infants of European ancestry.
40341939	Genome-wide association study for lung cancer in 6531 African Americans reveals new susceptibility loci.
40360725	Deciphering the influence of socioeconomic status on brain structure: insights from Mendelian randomization.
40399555	Genome-wide association study of long COVID.
40402478	Detection of Cancers Three Years prior to Diagnosis Using Plasma Cell-Free DNA.
40410244	Genome-wide association study identified novel loci and gene-environment interaction for refractive error in children.
40436827	Genome-wide association studies in a large Korean cohort identify quantitative trait loci for 36 traits and illuminate their genetic architectures.
40465716	Diversity and longitudinal records: Genetic architecture of disease associations and polygenic risk in the Taiwanese Han population.
40494901	Genetics of monozygotic twins reveals the impact of environmental sensitivity on psychiatric and neurodevelopmental phenotypes.
40495383	Meta-analysis of uveal melanoma genome-wide association studies identifies novel risk loci and population effect size heterogeneity.
40537477	Multi-ancestry genome-wide association analyses incorporating SNP-by-psychosocial interactions identify novel loci for serum lipids.
40567118	Comparative Effectiveness of Abatacept Versus Adalimumab in Shared Epitope Positive and Negative Patients With Rheumatoid Arthritis.
40593539	A genome-wide association study in 10,000 individuals links plasma N-glycome to liver disease and anti-inflammatory proteins.
40633141	GWAS meta-analysis identifies five susceptibility loci for endometrial cancer.
40645996	Cross-population GWAS and proteomics improve risk prediction and reveal mechanisms in atrial fibrillation.
40646133	A genome-wide association study identifies an African-specific locus on chromosome 21q22.12 associated with Burkitt lymphoma risk and survival.
40671462	Diagnostics of Autoimmune Hepatitis Enabled by Non-Invasive Clinical Proteomics.
40676597	Multi-ancestry genome-wide meta-analysis of 56,241 individuals identifies known and novel cross-population and ancestry-specific associations as novel risk loci for Alzheimer's disease.
40691366	Polygenic prediction of body mass index and obesity through the life course and across ancestries.
40728933	Whole-genome Sequence Analysis Revealed Novel Subjective Cognitive Decline-associated Genes in 10,763 Chinese.
40811855	Molecular determinants of thrombosis recurrence risk across venous thromboembolism subtypes.
40829600	Genetic analysis in African ancestry populations reveals genetic contributors to lung cancer susceptibility.
40858613	Sex-stratified genome-wide association meta-analysis of major depressive disorder.
40877534	A genome-wide association between foveal thickness and arrhythmia.
40883583	Efficient candidate drug target discovery through proteogenomics in a Scottish cohort.
