ID	label	proposed type	definition	source URL	source PMID	quote	quote verified	confidence	remark
COHO:0000112	Lund Stroke Register	cohort	A registry of people with a first-ever stroke in the Lund-Orup district, identified through prospective and retrospective surveillance to describe stroke ascertainment, hospitalisation and patient outcomes.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Lund+Stroke+Register%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:17156265	One-year screening in Lund-Orup district for first-ever strokes using multiple prospective and retrospective methods.	yes	medium	The retrieved abstract does not specify the screening year or country.
COHO:0000113	Marseille Thrombosis Association Study	cohort	A cohort of unrelated patients with documented venous thrombosis recruited at La Timone Hospital in Marseille, France, in 1994–2005, excluding recognised major thrombophilias, for investigation of genetic susceptibility to venous thrombosis.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3181335/unicode	PMID:21980494	consecutively recruited at the Thrombophilia center of La Timone hospital (Marseille, France) between January 1994 and October 2005	yes	medium	
COHO:0000114	Mexican Biobank	cohort	A biobank of individuals from rural and urban localities across all 32 Mexican states, linking genome-wide genotypes to disease and complex-trait information to investigate population history and genetic and environmental contributions to health.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Mexican+Biobank%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:37821706	genotyped 6,057 individuals from 898 rural and urban localities across all 32 states in Mexico	yes	high	
COHO:0000115	MIRAGE	cohort	A cohort of families including siblings discordant for Alzheimer disease, with African-American and white family samples, assembled for genetic investigation through the Multi-Institutional Research on Alzheimer Genetic Epidemiology (MIRAGE) programme.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3356921/unicode	PMID:22159054	Multi-Institutional Research on Alzheimer Genetic Epidemiology (MIRAGE) Study, which contains primarily discordant sibling pairs	yes	medium	MIRAGE denotes the Alzheimer genetic-epidemiology collection, not an acronym double; the retrieved paper does not locate all recruitment centres.
COHO:0000116	Molecular Genetics of Schizophrenia Collaboration	cohort aggregation	A consortium of schizophrenia case-control collections from three National Institute of Mental Health repository studies, including people of European and African-American ancestry, combining genetic data to identify schizophrenia-susceptibility variants.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2775422/unicode	PMID:19571809	cases from three methodologically similar National Institute of Mental Health repository-based studies, and screened controls from the general population	yes	medium	Proposed type change: cohort -> cohort aggregation. The source describes three contributing case collections rather than one recruitment cohort.
COHO:0000117	MOnica Risk, Genetics, Archiving and Monograph	cohort aggregation	A project combining prospective population cohorts from European countries to examine cardiovascular risk factors and their associations with subsequent stroke and other cardiovascular events.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22MORGAM+Project%22+AND+European+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:19520994	Follow-up data were collected in 43 cohorts in 18 populations in 8 European countries surveyed for cardiovascular risk factors.	yes	medium	Proposed type change: cohort -> cohort aggregation. The source describes pooled follow-up of multiple cohorts.
COHO:0000118	Monitoring of Trends and Determinants in Cardiovascular Disease	cohort aggregation	A project combining standardised cardiovascular surveillance in populations aged 35–64 years across 26 countries in Europe, North America and the Western Pacific to relate changes in mortality and morbidity to risk factors and medical care.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3AMONICA+AND+TITLE%3Aproject+AND+%28TITLE%3Aobjectives+OR+TITLE%3Aprotocol%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:2807705	Its objective is to measure trends in cardiovascular mortality and morbidity	yes	high	Proposed type change: cohort -> cohort aggregation. WHO MONICA compares defined communities across multiple participating centres.
COHO:0000119	Multi-Ethnic Study of Atherosclerosis	cohort	A cohort of men and women aged 45–84 years from six United States centres, including White, African-American, Hispanic and Chinese-ancestry participants, established in 2000 to investigate the prevalence, determinants and progression of subclinical cardiovascular disease.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Multi-Ethnic+Study+of+Atherosclerosis%22+AND+TITLE%3Aobjectives+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:12397006	initiated in July 2000 to investigate the prevalence, correlates, and progression of subclinical cardiovascular disease (CVD)	yes	high	
COHO:0000120	Multicenter Family Study	cohort aggregation	A project combining seven collections of families with multiple members affected by schizophrenia or schizoaffective disorder, including European-ancestry and admixed families from research sites in Europe, Australia and the United States, to investigate common and rare genetic contributions to schizophrenia.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC6927206/unicode	PMID:22885689	The sample (Table 1) includes seven subsamples that were recruited for linkage studies and subsequently combined	yes	medium	Proposed type change: cohort -> cohort aggregation. The cited paper identifies the combined family resource through the reference supplied by the verified example study.
COHO:0000121	Multiethnic Cohort Study of Diet and Health	cohort	A cohort of adults aged 45–75 years from multiple ethnic groups in Hawaii and California, principally Los Angeles County, recruited during 1993–1996 and followed prospectively to investigate diet and other determinants of cancer.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Multiethnic+cohort%22+AND+TITLE%3Abaseline+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:10695593	215,251 adult men and women (age 45-75 years at baseline) living in Hawaii and in California (primarily Los Angeles County)	yes	high	
COHO:0000122	Multiple Environmental and Genetic Assessment of Risk Factors for Venous Thrombosis	cohort	A case-control collection of patients younger than 70 with a first deep-vein thrombosis or pulmonary embolism, recruited through six Dutch anticoagulation clinics in 1999–2004, with partner and population controls, for investigation of environmental and genetic thrombosis risk factors.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2726929/unicode	PMID:19679614	six participating anticoagulation clinics in the Netherlands (Amersfoort, Amsterdam, The Hague, Leiden, Rotterdam, and Utrecht)	yes	medium	
COHO:0000123	National Health Service Blood and Transplant	not a cohort	A special health authority that provides blood donation services in England and organ transplantation services across the United Kingdom, managing donated blood, organs, tissues and stem cells and conducting research on treatments and processes.	https://www.nhsbt.nhs.uk/who-we-are/		looking after blood donation services in England and transplant services across the UK.	yes	high	Proposed type change: cohort -> not a cohort. The label denotes an NHS organisation; the example study uses its blood donors, who form a separate cohort.
COHO:0000124	National Study of Colorectal Cancer Genetics	cohort	A case-control collection of people with colorectal cancer and spouse or partner controls, established in 2003 across United Kingdom centres to identify inherited variants that confer susceptibility to colorectal cancer.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22National+Study+of+Colorectal+Cancer+Genetics%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:17895893	collecting DNA and clinicopathological data from 20,000 CRC cases and a series of spouse/partner controls	yes	high	
COHO:0000125	Netherlands Twin Registry	cohort	A registry of twins and their relatives with longitudinal phenotypic and genetic data, established to investigate inherited and environmental contributions to variation in health, fertility, development, growth and behaviour.	https://www.amsterdamumc.org/en/about/organization/nederlands-tweelingen-register-netherlands-twin-register-ntr		NTR collects longitudinal data from over 200,000 participants, including twins (40%) and their family.	yes	high	The institutional overview does not explicitly describe recruitment geography.
COHO:0000126	New England-based Case-Control Study of Ovarian Cancer	cohort	A case-control collection of women aged 18–80 with epithelial ovarian cancer and population controls from eastern Massachusetts and New Hampshire, recruited in four phases from 1984 to 2008 to investigate ovarian-cancer risk factors.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC8720374/unicode	PMID:33634849	Women aged 18–80 years residing in Eastern Massachusetts and New Hampshire who were diagnosed with epithelial ovarian cancer	yes	medium	
COHO:0000127	NIDDK	not a cohort	A United States government research institute, the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), that forms part of the National Institutes of Health and conducts and supports biomedical research and disseminates health information.	https://www.niddk.nih.gov/about-niddk/faqs		We conduct and support biomedical research, disseminating research findings and health information to the public	yes	high	Proposed type change: cohort -> not a cohort. The acronym denotes a research institute; no particular participant collection is identified by the input record.
COHO:0000128	Nijmegen Biomedical Study	cohort	A cohort of adults from Nijmegen, the Netherlands, established in 2000 with population sampling from 2002 to investigate genetic variation, lifestyle and environmental exposures in relation to disease and population traits.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5837647/unicode	PMID:28082374	initiated (by L.K. and A.V.) in 2000 in the municipality of Nijmegen	yes	high	
COHO:0000129	Northern Ireland Cohort for Longitudinal Study of Ageing	cohort	A cohort of adults aged 50 years and older living in private accommodation in Northern Ireland, recruited in 2013–2016 and followed through surveys and health assessments to investigate ageing, health and social circumstances.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10396407/unicode	PMID:37011634	8283 participants aged ≥50 years and living in private residential accommodation were recruited	yes	high	
COHO:0000130	Northern Sweden Population Health Study	cohort	A cohort of residents of Karesuando, Soppero and the Vittangi area in Norrbotten, northern Sweden, surveyed in 2006 and 2009 to characterise population health, including environmental and inherited determinants of allergic sensitisation.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3754550/fullTextXML	PMID:23986895	provide a health survey of the communities of Karesuando and Soppero, County of Norrbotten, Sweden	yes	medium	
COHO:0000131	Norwegian Mother and Child Cohort study	cohort	A birth cohort of children and their parents in Norway, recruited through pregnancies with births during 1999–2009, combining repeated family questionnaires, biological samples and health-register linkages for longitudinal research.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Norwegian+Mother%22+AND+%28TITLE%3Acohort%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:27063603	The first child was born in October 1999 and the last in July 2009.	yes	high	
COHO:0000132	Orkney Complex Disease Study	cohort	A cohort of people aged 16–100 with Orcadian grandparents, recruited in Orkney, northern Scotland, in 2005–2011 for family-based investigation of genetic influences on cardiovascular and other complex-disease risks.	https://viking.ed.ac.uk/our-data-and-samples/cohorts		isolated archipelago of the Orkney Isles in northern Scotland	yes	high	
COHO:0000133	Outcome Reduction With Initial Glargine Intervention Trial	cohort	A randomised trial cohort of adults aged at least 50 with cardiovascular disease and dysglycaemia in 40 countries, enrolled during the two years ending December 2005 to compare insulin glargine with standard glycaemic care and omega-3 fatty acids with placebo for cardiovascular prevention.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A18082485+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:18082485	A total of 12,612 (mean age 64, 35% women) people in 40 countries were randomized	yes	high	
COHO:0000134	Ovarian Cancer Association Consortium	cohort aggregation	A consortium of ovarian cancer studies established in 2005 that combines participant data to investigate genetic and epidemiological risk factors for ovarian cancer.	https://sph.umich.edu/mocog/about.html		OCAC was established in 2005 and involves more than 70 studies	yes	high	Proposed type change: cohort -> cohort aggregation. Official collaborating consortium page; recruitment countries are not specified.
COHO:0000135	Ovarian Cancer Study	cohort					no	low	UNRESOLVED IDENTITY: the inputs give only Ovarian Cancer Study (OCS), with no verified study, recruitment location or distinguishing note. No retrieved source can be securely assigned to this individual. Definition and source are intentionally blank; current cohort type retained provisionally pending identification.
COHO:0000136	Oxford Biobank	cohort	A biobank of healthy men and women aged 30–50 years from Oxfordshire, United Kingdom, recruiting from 1999 and permitting recall by genotype or phenotype to investigate mechanisms of type 2 diabetes and cardiovascular disease.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5837504/unicode	PMID:29040543	healthy participants, men and women aged 30–50 years, from Oxfordshire, UK.	yes	high	
COHO:0000137	PanCareLIFE	cohort aggregation	A consortium of European childhood and adolescent cancer-survivor cohorts that combines cohort, case-control, genetic and intervention research to investigate treatment-related fertility impairment, hearing loss and health-related quality of life.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=DOI%3A10.1016%2Fj.ejca.2018.08.007+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:30273888	PanCareLIFE is a pan-European consortium that addresses survivorship issues comprising fertility, hearing impairment and quality of life.	yes	high	Proposed type change: cohort -> cohort aggregation. The design paper uses PanCareLIFE as a project name without an acronym expansion.
COHO:0000138	Parkinson Environment and Gene	cohort	A case-control collection of people with early-stage Parkinson disease and population controls in central California, recruited in 2000–2007 and 2010–2017 to investigate environmental and genetic determinants of Parkinson disease.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC11915066/unicode	PMID:40094665	The Parkinson Environment and Genes (PEG) study is a population-based case-control study conducted in central California.	yes	medium	
COHO:0000139	People of the British Isles	cohort	A cohort of people from rural areas of the United Kingdom, principally with all four grandparents originating from the same local area, providing genetic controls and information on fine-scale population structure.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22People+of+the+British+Isles%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:21829225	a cohort of rural UK samples (The People of the British Isles), aimed at providing a well-characterised UK-control population	yes	high	
COHO:0000140	Physical Activity and Nutrition in Children Study	cohort	A cohort of children aged 7–9 at baseline in Kuopio, Finland, enrolled in 2007–2009 for long-term follow-up comparing a physical-activity and dietary intervention with a control group through repeated health assessments.	https://www.panicstudy.fi/front-page/about-the-panic-study/		a population-based cohort from Kuopio, Finland	yes	high	The official description establishes an intervention cohort but does not call its allocation randomised.
COHO:0000141	Population-based Colonoscopy study	cohort	A cohort of Swedish-born people in Stockholm, Sweden, with bowel-symptom questionnaires, gastroenterological assessments and biological specimens assembled to investigate bowel function and gastrointestinal health.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8654685/fullTextXML	PMID:34957435	a cohort of Swedish-born individuals from Stockholm, Sweden	yes	medium	
COHO:0000142	Precocious Coronary Artery Disease Study	cohort	A case-control collection of people with coronary heart disease and an affected sibling, together with population controls, recruited in the United Kingdom, Italy, Sweden and Germany in 2004–2008 to investigate determinants of coronary disease.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5922567/fullTextXML	PMID:29713486	CHD cases were recruited from four European countries (UK, Italy, Sweden and Germany) between 2004 and 2008	yes	medium	
COHO:0000143	Pressioni Arteriose Monitorate E Loro Associazionie	cohort	A cohort of adults aged 25–74 years sampled from the general population of Monza, Italy, with office, home and ambulatory blood-pressure measurements and prospective mortality follow-up to evaluate cardiovascular risk prediction.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3APAMELA+AND+%28TITLE%3Astudy+OR+TITLE%3Aprotocol%29+AND+pressure+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:15809377	2051 subjects between 25 and 74 years of age who were representative of the general population of Monza (Milan, Italy).	yes	medium	PAMELA denotes the Italian blood-pressure cohort, not the HER2-positive breast-cancer trial.
COHO:0000144	Prospective Investigation of the Vasculature in Uppsala Seniors	cohort	A cohort of people aged 70 sampled from the community register of Uppsala, Sweden, to investigate whether measurements of vascular structure and function predict subsequent cardiovascular events.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC8895748/unicode	PMID:34523676	individuals at the age of 70 years living in the community of Uppsala, Sweden were randomly selected from the community register	yes	medium	
COHO:0000145	Psoriasis Association Genetics Extension	cohort	A case-control collection of people of European ancestry with psoriasis and unaffected controls recruited at participating institutions for genetic analysis using the Immunochip.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3510312/unicode	PMID:23143594	Psoriasis Association Genetics Extension (PAGE: 3,580 cases and 5,902 controls)	yes	medium	PAGE here denotes the psoriasis collection, not Population Architecture using Genomics and Epidemiology. The paper describes a pooled case-control dataset; contributing countries are in its supplement.
COHO:0000146	Psychiatric GWAS Consortium	cohort aggregation	A consortium of genome-wide association studies that combines data on attention deficit hyperactivity disorder, autism, bipolar disorder, major depressive disorder and schizophrenia through meta-analysis to investigate genetic susceptibility to psychiatric disorders.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Psychiatric%22+AND+TITLE%3A%22Consortium%22+AND+%28TITLE%3AGWAS+OR+TITLE%3Agenomics%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:20955924	The Psychiatric GWAS Consortium was founded with the aim of conducting statistically rigorous and comprehensive GWAS meta-analyses	yes	high	
COHO:0000147	Research on Adolescent Development and Relationships	cohort aggregation	A project combining the RADAR-Young and RADAR-Old adolescent cohorts in the Netherlands, followed through repeated questionnaires to investigate development and relationships with parents, friends and romantic partners.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC12420711/unicode	PMID:40153111	which consists of two cohorts: RADAR-Young (Branje & Meeus,) and RADAR-Old (Branje,)	yes	medium	The umbrella comprises two longitudinal cohorts; the verified example uses RADAR-Young.
COHO:0000148	Rotterdam Study	cohort	A cohort of middle-aged and older residents of Rotterdam, the Netherlands, established in 1990 and followed prospectively to investigate the causes, early development and natural history of chronic diseases and possible targets for intervention.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Rotterdam+Study%22+AND+%28TITLE%3Adesign+OR+TITLE%3Aupdate%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:32367290	an ongoing prospective cohort study that started in 1990 in the city of Rotterdam, The Netherlands.	yes	high	
COHO:0000149	Saguenay-Lac-Saint-Jean asthma study	cohort	A cohort of families recruited through members with asthma in the founder population of Saguenay–Lac-Saint-Jean, Quebec, Canada, with respiratory, allergy and genetic measurements to investigate inherited determinants of asthma and related traits.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3ASaguenay+AND+TITLE%3Aasthma+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:24646526	a familial collection was built in the Saguenay-Lac-Saint-Jean (SLSJ) region, which is localized in northeastern Quebec, Canada	yes	high	
COHO:0000150	Sahlgrenska Academy Study on Ischemic Stroke	cohort	A case-control collection of patients aged 18–69 with acute ischaemic stroke recruited in Gothenburg, Sweden, in 1998–2003 and matched population controls, with longitudinal patient follow-up to investigate stroke risk factors and outcomes.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9684578/fullTextXML	PMID:36418382	recruited consecutively at the stroke unit at the Sahlgrenska University Hospital, Gothenburg, Sweden during 1998–2003	yes	medium	
COHO:0000151	SardiNIA Study of Aging	cohort	A cohort of residents aged 14–102 at baseline from four towns in the Ogliastra region of Sardinia, Italy, established in 2001 for longitudinal investigation of genetic influences on ageing, cardiovascular risk factors, personality and other age-related traits.	https://sardinia.nia.nih.gov/		subjects from a catchment area including four towns in east-central Sardinia	yes	high	
COHO:0000152	Scania Diabetes Registry	cohort	A registry of patients with diabetes recruited through hospitals in Scania, Sweden, from 1996, with clinical follow-up and biological samples to classify diabetes subgroups and investigate genetic and biomarker predictors of complications.	https://researchdata.se/en/catalogue/dataset/ext0074-1		diabetes patients recruited at hospitals in Scania, Sweden as from 1996	yes	high	Source is the investigators' institutional data-catalogue record.
COHO:0000153	Shanghai Study	cohort	A cohort of patients with gallbladder carcinoma at Xinhua Hospital affiliated with Shanghai Jiao Tong University whose paired tumour and normal samples undergo sequencing to investigate somatic mutations and their clinical associations.	https://metadata.ega-archive.org/studies/EGAS00001000853		Whole exome sequencing for gallbladder cancer in Xinhua Hospital Affiliated to Shanghai Jiao Tong University, School of Medicine	yes	medium	Identity is established by the deposition title; no recruitment period is supplied.
COHO:0000154	Short Course Oncology Treatment trial	cohort	A randomised trial cohort of adults with high-risk stage II or stage III colorectal cancer, recruited at 244 centres during 2008–2013 to compare three versus six months of adjuvant oxaliplatin-containing chemotherapy using disease-free survival as the primary outcome.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3ASCOT+AND+TITLE%3Aoxaliplatin+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:29611518	Patients were assigned (1:1) to receive 3 months or 6 months of adjuvant oxaliplatin-containing chemotherapy.	yes	medium	The retrieved abstract identifies an international trial but does not list recruitment countries.
COHO:0000155	Simons Simplex Collection	cohort	A cohort of families recruited through 12 North American clinical sites, each with one child aged 4–18 with an autism spectrum disorder and unaffected biological parents, often including unaffected siblings, assembled to investigate rare and de novo genetic contributions to autism.	https://www.sfari.org/funded-project/the-simons-simplex-collection/		families who have one child between 4 and 18 years of age with an autism spectrum disorder	yes	high	
COHO:0000156	Singapore Chinese Study	cohort	A case-control collection of Singapore Chinese people aged at least 50 years with colorectal cancer and age- and sex-matched healthy controls, assembled to investigate genetic susceptibility to colorectal cancer.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3411754/unicode	PMID:22879968	age- and gender-matched case-control series of Singapore Chinese (SCH) patients from a single center and population-based healthy controls.	yes	medium	Distinct from the Singapore Chinese Health Study, which supplies most controls to this collection.
COHO:0000157	SORCE	cohort	A randomised trial cohort of patients with resected renal cell carcinoma at intermediate or high relapse risk, enrolled in the United Kingdom and six other countries in 2007–2013 to compare postoperative sorafenib with placebo for prevention of cancer recurrence.	https://innovative-ctu.ucl.ac.uk/studies/all-studies/s/sorce/		patients with resected (total or partial) primary renal cell carcinoma (RCC) at high or intermediate risk of relapse	yes	high	The official site uses SORCE as the trial name and gives a descriptive full title without an explicit acronym expansion.
COHO:0000158	Spit for Science	cohort	A cohort of university students followed longitudinally through surveys and DNA collection at Virginia Commonwealth University to investigate genetic and environmental contributions to alcohol use, other substance use and mental health.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3944794/unicode	PMID:24639683	understanding how genes and environments impact alcohol use and related substance use and mental health outcomes across time in college students.	yes	high	Spit for Science here is the United States university cohort, not the Canadian children's collection.
COHO:0000159	Sweden Bipolar Disorder Cohort	cohort	A case-control collection of people with bipolar disorder identified through Swedish national registers and Stockholm clinical services, with unaffected controls, assembled to investigate genetic determinants of bipolar disorder and its clinical subtypes.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5545718/fullTextXML	PMID:28072414	SWEBIC cases were identified through four channels: two national registries and two catchment areas.	yes	medium	
COHO:0000160	Swedish Twin Registry	cohort	A registry of twins in Sweden, established in the late 1950s to investigate smoking and alcohol in relation to cancer and cardiovascular disease while accounting for genetic susceptibility, and subsequently expanded to study common complex diseases.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Swedish+Twin+Registry%22+AND+%28TITLE%3Aresource+OR+TITLE%3Aupdate%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:12270000	first established in the late 1950s to study the importance of smoking and alcohol consumption on cancer and cardiovascular diseases	yes	high	
COHO:0000161	Taiwan Type 2 Diabetes Study	cohort	A case-control collection of Han Chinese people residing in Taiwan, including patients with type 2 diabetes and population controls, assembled for genome-wide identification of diabetes-susceptibility variants.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2824763/fullTextXML	PMID:20174558	We conducted a two-stage GWAS to identify genetic variants for T2D in the Han-Chinese residing in Taiwan.	yes	medium	
COHO:0000162	TEENs of Attica: Genes and Environment	cohort	A cohort of healthy adolescents aged 13–15 attending public secondary schools in the Athens area of Attica, Greece, sampled for cross-sectional collection of anthropometric, medical, dietary and genetic data.	https://metadata.ega-archive.org/studies/EGAS00001000996		adolescent students aged 13 to 15 years attending the first three classes of public secondary schools	yes	medium	
COHO:0000163	The English Longitudinal Study of Ageing	cohort	A cohort of men and women aged 50 years or older living in England, established in 2002 and assessed every two years to investigate economic, social, psychological, cognitive and biological aspects of ageing.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22English+Longitudinal+Study+of+Ageing%22+AND+TITLE%3Acohort+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:23143611	a panel study of a representative cohort of men and women living in England aged ≥50 years.	yes	high	
COHO:0000164	The Fenland Study	cohort	A cohort of people from Cambridgeshire followed to investigate how genetic and lifestyle factors interact in the development of diabetes, obesity and related metabolic disorders.	https://studies.epi.ims.cam.ac.uk/files/fenland-study/fenland2_pis-executive-function-v3-120219.pdf		people from across Cambridgeshire took part in the first phase of the Fenland Study	yes	high	
COHO:0000165	The Helmholtz-Gemeinschaft Deutscher Forschungszentren	not a cohort	A German research organisation comprising research centres that develop technologies and conduct research addressing societal challenges, including disease, climate change and quantum technologies.	https://www.helmholtz.de/en/about-us/		We are Germany's largest research organization and develop solutions and technologies for the world of tomorrow.	yes	high	Proposed type change: cohort -> not a cohort. The label denotes the Helmholtz Association of German Research Centres; a lung-cancer dataset attributed to it is a different entity.
COHO:0000166	The MANOLIS cohort	cohort	A cohort of people with at least one parent from the Mylopotamos area of Crete, Greece, recruited in Anogia and surrounding villages for the Minoan Isolates (MANOLIS) collection, which links genetic data with clinical, biochemical and lifestyle measurements to investigate medically relevant complex traits.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5458552/unicode	PMID:28548082	MANOLIS (Minoan Isolates) collection focuses on Anogia and surrounding Mylopotamos villages on the Greek island of Crete.	yes	medium	
COHO:0000167	The Netherlands AAA GWAS dataset	cohort	A case-control collection of people with abdominal aortic aneurysm and controls in the Netherlands, assembled for genome-wide investigation of genetic susceptibility to abdominal aortic aneurysm.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5253231/unicode	PMID:27899403	The individual GWAS data sets from Iceland and the Netherlands were adjusted for genomic inflation	yes	low	The source identifies the Dutch GWAS contribution and Rotterdam Study controls; finer case-recruitment details are confined to supplementary material.
COHO:0000168	The Norwegian Biobank for Myeloma	cohort	A biobank of patients with multiple myeloma in Trondheim, Norway, providing biological material for genetic investigations of susceptibility to multiple myeloma.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4932178/unicode	PMID:27363682	the Norwegian Biobank for Myeloma (Trondheim, Norway)	yes	low	The verified paper identifies the biobank and its case contribution but gives little information on original recruitment.
COHO:0000169	The Pakistan Risk Of Myocardial Infarction Study	cohort	A case-control collection of adults aged 30–80 in Pakistan with a first confirmed acute myocardial infarction and matched controls, assembled to investigate genetic, lifestyle and biochemical determinants of coronary heart disease in South Asia.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22Pakistan+Risk%22+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:19404752	over 5,000 cases of first-ever confirmed acute myocardial infarction (MI) and over 5,000 matched controls aged 30-80 years	yes	high	
COHO:0000170	The Secondary Manifestations of ARTerial disease study	cohort	A cohort of adults aged 18–80 newly referred with atherosclerotic vascular disease or major atherosclerosis risk factors, recruited from September 1996 for prospective investigation of concomitant arterial disease and predictors of future cardiovascular events.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3ASMART+AND+%28TITLE%3Aarterial+OR+TITLE%3Amanifestations%29+AND+SRC%3AMED+sort_cited%3Ay&format=json&resultType=core&pageSize=4	PMID:10608355	a single-centre prospective cohort study among patients, newly referred to the hospital	yes	high	The design paper names Second Manifestations of ARTerial disease; the ontology uses Secondary. The retrieved abstract does not locate the hospital.
