name,cohorts,id,label,match,candidates,note
farm exposures,2,ECTO:1000034,exposure to farm,judged,ECTO:1000034 exposure to farm (0.871) | ECTO:1000016 exposure to agricultural wastewater treatment plant (0.812) | ECTO:0070215 exposure to feedstuff (food for agricultural animals) via ingestion (0.802) | ECTO:7000093 exposure to chicken breeding waste material (0.789) | ECTO:0600004 exposure to grassland ecosystem (0.789) | ECTO:7000098 exposure to animal waste material (0.787) | ECTO:0600001 exposure to aquaculture farm (lex),
farm milk consumption,1,ECTO:0070204,exposure to cow milk (liquid) via ingestion,judged,ECTO:0070003 exposure to whole milk via ingestion (0.858) | ECTO:0070204 exposure to cow milk (liquid) via ingestion (0.851) | ECTO:0070199 exposure to cow milk cheese (nonfat) via ingestion (0.846) | ECTO:0070250 exposure to milk fat via ingestion (0.837) | ECTO:0070006 exposure to milk beverage analog via ingestion (0.828) | ECTO:0070002 exposure to lowfat milk via ingestion (0.822),raw farm milk; ECTO has no raw-milk term
fluid intake and micturition,1,,,none,"ECTO:0900125 exposure to diuretic via ingestion (0.756) | ECTO:0070227 exposure to liquid food (prepared, ready for consumption) via ingestion (0.730) | ECTO:9001689 exposure to water-soluble vitamin (0.728) | ECTO:2000013 exposure to theraputic diuretics (0.726) | ECTO:1000056 exposure to rainfall (0.725) | ECTO:0900322 exposure to hydrochlorothiazide via ingestion (0.724)",fluid intake in general; nearest is exposure to water via ingestion (ECTO:0070135)
food consumption (96-item food frequency questionnaire),1,EFO:0002755,diet,judged,ECTO:0900120 exposure to food component via ingestion (0.808) | ECTO:9002063 exposure to food component (0.794) | ECTO:0900010 exposure to food additive via ingestion (0.784) | ECTO:9002056 exposure to food antioxidant (0.778) | ECTO:9001942 exposure to food additive (0.773) | ECTO:0900013 exposure to food coloring via ingestion (0.770),
food consumption patterns,1,ECTO:6000021,exposure to eating behavior,judged,ECTO:0900120 exposure to food component via ingestion (0.861) | ECTO:9002063 exposure to food component (0.841) | ECTO:0900010 exposure to food additive via ingestion (0.838) | ECTO:0900013 exposure to food coloring via ingestion (0.830) | ECTO:0900012 exposure to food preservative via ingestion (0.829) | ECTO:9002062 exposure to food propellant (0.825),patterns taken as eating behaviour
food intake,1,EFO:0002755,diet,judged,ECTO:9002063 exposure to food component (0.883) | ECTO:0900120 exposure to food component via ingestion (0.876) | ECTO:9001942 exposure to food additive (0.867) | ECTO:0900010 exposure to food additive via ingestion (0.856) | ECTO:9002056 exposure to food antioxidant (0.854) | ECTO:9002062 exposure to food propellant (0.848),
former smokers with COPD,1,ECTO:0100003,exposure to cigarette smoking,judged,ECTO:0300003 exposure to cigarette smoking via maternal (0.745) | ECTO:0300004 exposure to cigar smoking via maternal (0.744) | ECTO:0900393 exposure to nicotine via inhalation (0.739) | ECTO:0100003 exposure to cigarette smoking (0.735) | ECTO:0300002 exposure to smoking nicotine via maternal (0.735) | ECTO:0100004 exposure to cigar smoking (0.734),
fruit and vegetable consumption,2,ECTO:0070232,exposure to vegetable food product via ingestion,judged,ECTO:0070220 exposure to fruit food product via ingestion (0.883) | ECTO:0070232 exposure to vegetable food product via ingestion (0.866) | ECTO:0070233 exposure to vegetable or vegetable product (us cfr) via ingestion (0.842) | ECTO:0070148 exposure to preserve via ingestion (0.840) | ECTO:0070147 exposure to jelly via ingestion (0.835) | ECTO:0070221 exposure to fruit-flavored beverage (carbonated) via ingestion (0.820),vegetables; fruit is ECTO:0070220
furred animal and mite allergens,1,ECTO:0900047,exposure to allergen via inhalation,judged,ECTO:0900047 exposure to allergen via inhalation (0.783) | ECTO:0000726 exposure to allergen (0.730) | ECTO:0070252 exposure to mammalian milk protein via ingestion (0.709) | ECTO:5000008 exposure to petting zoo (0.707) | ECTO:7000107 exposure to animal manure (0.703) | ECTO:7000098 exposure to animal waste material (0.702),
gene-lifestyle interactions,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:0000724 exposure to genotoxin (0.724) | ECTO:9000232 exposure to genistein (0.705) | ECTO:9001985 exposure to gap junctional intercellular communication inhibitor (0.678) | ECTO:2000005 exposure to hormone replacement therapy (0.676) | ECTO:2000068 exposure to dietary intervention (0.675) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.672),the lifestyle side of the interaction
Great East Japan Earthquake,1,ECTO:8000011,exposure to earthquake,judged,ECTO:8000012 exposure to tsunami (0.690) | ECTO:8000011 exposure to earthquake (0.685) | ECTO:1000010 exposure to geothermal power plant (0.655) | ECTO:1000011 exposure to nuclear power plant (0.639) | ECTO:7000162 exposure to sea water environment (0.633) | ECTO:8000021 exposure to tectonic earthquake (0.633),
Great East Japan Earthquake (GEJE) and subsequent tsunami,1,ECTO:8000011,exposure to earthquake,judged,ECTO:1000010 exposure to geothermal power plant (0.697) | ECTO:8000012 exposure to tsunami (0.689) | ECTO:8000011 exposure to earthquake (0.670) | ECTO:5000000 exposure to geographic feature (0.653) | ECTO:0900301 exposure to gefitinib via ingestion (0.651) | ECTO:7000162 exposure to sea water environment (0.640),and tsunami (ECTO:8000012)
Great East Japan Earthquake and tsunami,1,ECTO:8000011,exposure to earthquake,judged,ECTO:8000012 exposure to tsunami (0.712) | ECTO:8000011 exposure to earthquake (0.671) | ECTO:7000162 exposure to sea water environment (0.660) | ECTO:1000011 exposure to nuclear power plant (0.657) | ECTO:1000010 exposure to geothermal power plant (0.653) | ECTO:0070239 exposure to seaweed via ingestion (0.646),and tsunami (ECTO:8000012)
green space,2,,,none,ECTO:9002028 exposure to greenhouse gas (0.845) | ECTO:8000005 exposure to greenhouse effect (0.843) | ECTO:0600004 exposure to grassland ecosystem (0.817) | ECTO:0070062 exposure to green bean via ingestion (0.771) | ECTO:0500000 exposure to environmental disposition (0.762) | ECTO:0000015 exposure to environmental material (0.760),ECTO has no green-space term; nearest is exposure to grassland ecosystem (ECTO:0600004)
harmful drinking,1,ECTO:6000009,exposure to alcohol abuse,judged,ECTO:0900101 exposure to alcohol via ingestion (0.802) | ECTO:6000022 exposure to drinking behavior (0.797) | ECTO:9002799 exposure to harmol (0.775) | ECTO:0300001 exposure to drinking alcohol via maternal (0.772) | ECTO:0100001 exposure to drinking alcohol (0.769) | ECTO:7000125 exposure to drinking water (0.765),
healthy diet,1,EFO:0002755,diet,judged,ECTO:2000068 exposure to dietary intervention (0.864) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.824) | ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.812) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.806) | ECTO:6000021 exposure to eating behavior (0.790) | ECTO:2000121 exposure to low fat diet intake (0.784),healthy
heaviness of drinking,1,ECTO:0001082,exposure to alcohol consumption,judged,ECTO:0070007 exposure to heavy cream via ingestion (0.810) | ECTO:0900376 maternal exposure to heavy metal (0.802) | ECTO:9002163 exposure to heavy metal (0.788) | ECTO:0900101 exposure to alcohol via ingestion (0.784) | ECTO:6000022 exposure to drinking behavior (0.783) | ECTO:0300001 exposure to drinking alcohol via maternal (0.775),
heavy drinking,1,ECTO:6000009,exposure to alcohol abuse,judged,ECTO:6000022 exposure to drinking behavior (0.820) | ECTO:9002163 exposure to heavy metal (0.818) | ECTO:0900376 maternal exposure to heavy metal (0.810) | ECTO:0070007 exposure to heavy cream via ingestion (0.806) | ECTO:0900101 exposure to alcohol via ingestion (0.798) | ECTO:7000125 exposure to drinking water (0.788),
heavy smoking,3,ECTO:6000029,exposure to tobacco smoking,judged,ECTO:0900376 maternal exposure to heavy metal (0.819) | ECTO:9002163 exposure to heavy metal (0.813) | ECTO:0070007 exposure to heavy cream via ingestion (0.803) | ECTO:0300003 exposure to cigarette smoking via maternal (0.802) | ECTO:0300004 exposure to cigar smoking via maternal (0.802) | ECTO:0100004 exposure to cigar smoking (0.800),
heavy smoking (at least 20 pack-years),1,ECTO:6000029,exposure to tobacco smoking,judged,ECTO:0300003 exposure to cigarette smoking via maternal (0.761) | ECTO:0300000 exposure to nicotine via maternal (0.761) | ECTO:0300004 exposure to cigar smoking via maternal (0.760) | ECTO:0100000 exposure to nicotine addictive consumption (0.755) | ECTO:0300002 exposure to smoking nicotine via maternal (0.754) | ECTO:0100003 exposure to cigarette smoking (0.746),
heterocyclic amines from meat cooked at high temperatures,1,,,none,ECTO:0070084 exposure to processed meat food product via ingestion (0.728) | ECTO:0070083 exposure to meat (processed) via ingestion (0.725) | ECTO:0070086 exposure to beef hamburger (dish) via ingestion (0.717) | ECTO:0070071 exposure to hotdog via ingestion (0.715) | ECTO:0070205 exposure to high mercury food material via ingestion (0.715) | ECTO:0070072 exposure to pork sausage via ingestion (0.713),ECTO has no heterocyclic amine term; candidates are meats
hormonal disruptors,1,ECTO:9001630,exposure to endocrine disruptor,judged,ECTO:2000074 exposure to hormone modifying therapy (0.871) | ECTO:0000516 exposure to hormone (0.859) | ECTO:9001630 exposure to endocrine disruptor (0.816) | ECTO:2000005 exposure to hormone replacement therapy (0.785) | ECTO:2000077 exposure to menopausal hormone therapy (0.773) | ECTO:9002127 exposure to sex hormone (0.759),
house dust mite allergen,1,ECTO:0900047,exposure to allergen via inhalation,judged,ECTO:0900047 exposure to allergen via inhalation (0.808) | ECTO:7000033 exposure to dust from plant parts (0.743) | ECTO:0000726 exposure to allergen (0.736) | ECTO:9002115 exposure to mite growth regulator (0.721) | ECTO:0200001 exposure to corticosteroid therapy via inhalation (0.693) | ECTO:9002082 exposure to drug allergen (0.690),
house dust mite allergen (RCT on the use of bed-covers),1,ECTO:0900047,exposure to allergen via inhalation,judged,ECTO:0900047 exposure to allergen via inhalation (0.766) | ECTO:0200001 exposure to corticosteroid therapy via inhalation (0.700) | ECTO:0000726 exposure to allergen (0.694) | ECTO:7000033 exposure to dust from plant parts (0.693) | ECTO:9002115 exposure to mite growth regulator (0.690) | ECTO:9002082 exposure to drug allergen (0.675),
house dust mite; cat and dog allergens during pregnancy and early life,1,ECTO:0900047,exposure to allergen via inhalation,judged,ECTO:0900047 exposure to allergen via inhalation (0.760) | ECTO:0900103 maternal exposure to androgen (0.727) | ECTO:0900404 maternal exposure to mu-opioid receptor agonist (0.722) | ECTO:0900292 maternal exposure to antigen (0.721) | ECTO:0900325 maternal exposure to hydrogen peroxide (0.721) | ECTO:0900130 maternal exposure to estrogens (0.720),
house-dust mite allergen and endotoxin,1,ECTO:0900047,exposure to allergen via inhalation,judged,ECTO:0900047 exposure to allergen via inhalation (0.780) | ECTO:0000726 exposure to allergen (0.711) | ECTO:7000033 exposure to dust from plant parts (0.708) | ECTO:0900142 exposure to lipopolysaccharide via inhalation (0.694) | ECTO:9002115 exposure to mite growth regulator (0.691) | ECTO:0200001 exposure to corticosteroid therapy via inhalation (0.688),and endotoxin (ECTO:9000215)
household chemicals,1,ECTO:0500011,exposure to cleaning agent,judged,ECTO:0500011 exposure to cleaning agent (0.771) | ECTO:7000158 exposure to chemical colorant (0.768) | ECTO:0900042 exposure to chemical entity via ingestion (0.765) | ECTO:0000487 exposure to chemical with chemical role (0.750) | ECTO:0000231 exposure to chemical (0.748) | ECTO:0080004 exposure to hydrogen chloride in air via inhalation (0.746),household chemicals taken as cleaning agents
household lifestyle exposures,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:0600002 exposure to child care environment (0.766) | ECTO:0070107 exposure to cooked breakfast cereal via ingestion (0.759) | ECTO:0900010 exposure to food additive via ingestion (0.759) | ECTO:0900013 exposure to food coloring via ingestion (0.759) | ECTO:0070017 exposure to cottage cheese via ingestion (0.758) | ECTO:0070191 exposure to whole grain bread via ingestion (0.757),
indicators of lifestyle,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:6000015 exposure to lifestyle (0.748) | ECTO:7000094 exposure to industrial waste material (0.722) | ECTO:1000017 exposure to industrial wastewater treatment plant (0.706) | ECTO:0900328 exposure to indapamide via ingestion (0.702) | ECTO:2000121 exposure to low fat diet intake (0.698) | ECTO:2000031 exposure to theraputic tranquilizers (0.695),
indoor and outdoor air quality,1,ECTO:8000036,exposure to air pollution,judged,ECTO:0800002 exposure to air pollution via maternal (0.841) | ECTO:8000036 exposure to air pollution (0.810) | ECTO:1000032 exposure to air conditioning unit (0.788) | ECTO:0800001 exposure to environmental process route (0.782) | ECTO:0700002 exposure to aerosol via inhalation (0.781) | ECTO:8000019 exposure to environmental pollution (0.772),
indoor and outdoor formaldehyde and particulate levels,1,ECTO:7000068,exposure to particulate matter,judged,ECTO:0900296 exposure to formaldehyde via ingestion (0.784) | ECTO:0800002 exposure to air pollution via maternal (0.758) | ECTO:0700001 exposure to ultrafine respirable suspended particulate matter via inhalation (0.743) | ECTO:0900113 exposure to carbon monoxide via inhalation (0.740) | ECTO:0080005 exposure to radon in air via inhalation (0.738) | ECTO:0080004 exposure to hydrogen chloride in air via inhalation (0.733),particulates; ECTO has formaldehyde only via ingestion
indoor pollution,1,ECTO:8000036,exposure to air pollution,judged,ECTO:0800002 exposure to air pollution via maternal (0.785) | ECTO:7000094 exposure to industrial waste material (0.784) | ECTO:1000017 exposure to industrial wastewater treatment plant (0.765) | ECTO:8000036 exposure to air pollution (0.764) | ECTO:9001795 exposure to inhalation anaesthetic (0.760) | ECTO:0900113 exposure to carbon monoxide via inhalation (0.745),indoor air pollution
"infant feeding (breast milk, formula and cows' milk)",1,EFO:0002755,diet,judged,ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.914) | ECTO:0070212 exposure to infant formula based on isolated amino acids and/or protein hydrolysates via ingestion (0.856) | ECTO:0070225 exposure to infant formula via ingestion (0.843) | ECTO:0070224 exposure to human milk (raw) via ingestion (0.817) | ECTO:0070204 exposure to cow milk (liquid) via ingestion (0.814) | ECTO:0070003 exposure to whole milk via ingestion (0.791),infant feeding mode
infant feeding and life conditions,1,EFO:0002755,diet,judged,ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.870) | ECTO:0070225 exposure to infant formula via ingestion (0.863) | ECTO:0070212 exposure to infant formula based on isolated amino acids and/or protein hydrolysates via ingestion (0.835) | ECTO:0600002 exposure to child care environment (0.788) | ECTO:0070058 exposure to lima bean via ingestion (0.781) | ECTO:0070224 exposure to human milk (raw) via ingestion (0.774),infant feeding mode
infant nutritional intervention,1,ECTO:2000068,exposure to dietary intervention,judged,ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.878) | ECTO:0070225 exposure to infant formula via ingestion (0.864) | ECTO:0070212 exposure to infant formula based on isolated amino acids and/or protein hydrolysates via ingestion (0.854) | ECTO:0900056 exposure to nutrient via ingestion (0.768) | ECTO:0070058 exposure to lima bean via ingestion (0.767) | ECTO:0900268 exposure to nutraceutical via ingestion (0.765),
infections during the first year of life,1,MONDO:0005550,infectious disease,judged,ECTO:0070225 exposure to infant formula via ingestion (0.796) | ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.784) | ECTO:0070212 exposure to infant formula based on isolated amino acids and/or protein hydrolysates via ingestion (0.758) | ECTO:3000104 exposure to Infectious bronchitis virus (0.752) | ECTO:0600002 exposure to child care environment (0.752) | ECTO:0070058 exposure to lima bean via ingestion (0.746),infectious disease in the first year of life; MONDO rather than EFO's infection
injection drug use,1,ECTO:6000008,exposure to drug abuse,judged,ECTO:9001796 exposure to intravenous anaesthetic (0.809) | ECTO:0900019 exposure to heroin via injection (0.806) | ECTO:0900021 exposure to methamphetamine via injection (0.798) | ECTO:0900445 exposure to insulin (human) via injection (0.790) | ECTO:0900043 exposure to drug via maternal (0.782) | ECTO:0900447 exposure to fentanyl via injection (0.780),drug abuse; the injection route is not expressed
inorganic arsenic in drinking water,1,ECTO:0080000,exposure to arsenic in water via ingestion,judged,ECTO:0080000 exposure to arsenic in water via ingestion (0.857) | ECTO:0900004 exposure to arsenic via ingestion (0.823) | ECTO:0900207 exposure to arsenic(3+) via ingestion (0.814) | ECTO:9000447 exposure to arsenite ion (0.790) | ECTO:7000087 exposure to arsenic-rich mud (0.787) | ECTO:9000032 exposure to arsenic (0.783),
intake of vegetables and fruits,1,ECTO:0070232,exposure to vegetable food product via ingestion,judged,ECTO:0070232 exposure to vegetable food product via ingestion (0.856) | ECTO:0070233 exposure to vegetable or vegetable product (us cfr) via ingestion (0.839) | ECTO:0070220 exposure to fruit food product via ingestion (0.820) | ECTO:0070064 exposure to vegetarian burger via ingestion (0.803) | ECTO:0900120 exposure to food component via ingestion (0.789) | ECTO:0070148 exposure to preserve via ingestion (0.785),vegetables; fruit is ECTO:0070220
intestinal helminth and parasitic infections,1,MONDO:0024271,intestinal helminthiasis,judged,ECTO:3000093 exposure to Heligmosomoides polygyrus (0.749) | ECTO:9001713 exposure to anthelminthic drug (0.734) | ECTO:3000174 exposure to Schistosoma mansoni (0.727) | ECTO:3000270 exposure to Entamoeba histolytica (0.726) | ECTO:9001797 exposure to schistosomicide drug (0.705) | ECTO:0900087 exposure to gut flora metabolite via ingestion (0.701),the term EFO uses for intestinal helminthiasis
iron supplementation in infancy,1,ECTO:2000097,exposure to iron supplementation,judged,ECTO:0070226 exposure to infant formula (milk-based) via ingestion (0.830) | ECTO:0070225 exposure to infant formula via ingestion (0.820) | ECTO:0070212 exposure to infant formula based on isolated amino acids and/or protein hydrolysates via ingestion (0.817) | ECTO:2000097 exposure to iron supplementation (0.808) | ECTO:0900035 exposure to iron via ingestion (0.786) | ECTO:0070058 exposure to lima bean via ingestion (0.750),
iron-folic acid,1,ECTO:2000097,exposure to iron supplementation,judged,ECTO:2000097 exposure to iron supplementation (0.788) | ECTO:0900036 exposure to folic acid via ingestion (0.779) | ECTO:9001779 exposure to iron chelator (0.777) | ECTO:9002750 exposure to ferric ammonium citrate (0.771) | ECTO:9002819 exposure to iron(2+) chelator (0.769) | ECTO:9000123 exposure to folic acid (0.766),with folic acid (ECTO:9000123)
lead (Pb),1,ECTO:9002452,exposure to lead(2+),judged,ECTO:9002452 exposure to lead(2+) (0.865) | ECTO:0900348 maternal exposure to lead(2+) (0.863) | ECTO:0900347 exposure to lead(2+) via ingestion (0.848) | ECTO:9002453 exposure to lead nitrate (0.792) | ECTO:9000194 exposure to lead cation (0.789) | ECTO:0900045 exposure to lead via maternal (0.769),
life-style factors,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:6000015 exposure to lifestyle (0.803) | ECTO:2000121 exposure to low fat diet intake (0.735) | ECTO:1000036 exposure to laboratory (0.727) | ECTO:9001851 exposure to laxative (0.724) | ECTO:2000031 exposure to theraputic tranquilizers (0.720) | ECTO:8000022 exposure to landslide process (0.717),
lifestyle,12,ECTO:6000015,exposure to lifestyle,exact,ECTO:6000015 exposure to lifestyle (0.863) | ECTO:9001851 exposure to laxative (0.775) | ECTO:9002451 exposure to lactose (0.758) | ECTO:1000036 exposure to laboratory (0.750) | ECTO:9002450 exposure to lactate (0.750) | ECTO:9002460 exposure to lignin (0.736) | ECTO:6000004 exposure to sedentary lifestyle (lex),
"lifestyle (diet, physical activity, smoking, alcohol)",1,ECTO:6000015,exposure to lifestyle,judged,"ECTO:2000068 exposure to dietary intervention (0.765) | ECTO:0070245 exposure to dietary supplement, vitamin(s) and fatty acids via ingestion (0.756) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.742) | ECTO:6000015 exposure to lifestyle (0.740) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.738) | ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.738)",
lifestyle and behavioural factors,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:6000015 exposure to lifestyle (0.801) | ECTO:2000031 exposure to theraputic tranquilizers (0.760) | ECTO:6000016 exposure to personal behavior (0.755) | ECTO:6000028 exposure to socioeconomic factors (0.725) | ECTO:6000027 exposure to social circumstances (0.725) | ECTO:2000091 exposure to cognitive behavior therapy (0.720),
lifestyle and environmental factors,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:0500000 exposure to environmental disposition (0.817) | ECTO:8000000 exposure to environmental process (0.814) | ECTO:0600000 exposure to environmental system (0.813) | ECTO:1000000 exposure to environmental condition (0.813) | ECTO:0800001 exposure to environmental process route (0.808) | ECTO:8000019 exposure to environmental pollution (0.805),lifestyle; environmental factors have no general term
lifestyle behaviors,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:6000015 exposure to lifestyle (0.828) | ECTO:9001851 exposure to laxative (0.746) | ECTO:1000036 exposure to laboratory (0.734) | ECTO:0070041 exposure to lentil via ingestion (0.732) | ECTO:0900408 exposure to laxative via ingestion (0.731) | ECTO:0900141 exposure to lactose via ingestion (0.731),
lifestyle characteristics,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:6000015 exposure to lifestyle (0.817) | ECTO:9001851 exposure to laxative (0.736) | ECTO:1000036 exposure to laboratory (0.723) | ECTO:0070041 exposure to lentil via ingestion (0.721) | ECTO:0900408 exposure to laxative via ingestion (0.718) | ECTO:9002451 exposure to lactose (0.718),
lifestyle determinants of obesity and metabolic syndrome,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.743) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.733) | ECTO:2000111 exposure to weight loss pharmacotherapy (0.730) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.717) | ECTO:2000121 exposure to low fat diet intake (0.709) | ECTO:0900144 exposure to metformin via ingestion (0.708),
lifestyle exposures,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:6000015 exposure to lifestyle (0.836) | ECTO:2000121 exposure to low fat diet intake (0.793) | ECTO:2000076 exposure to pregnancy diet intake (0.791) | ECTO:0070020 exposure to lowfat cheese via ingestion (0.789) | ECTO:6000016 exposure to personal behavior (0.788) | ECTO:6000004 exposure to sedentary lifestyle (0.788),
lifestyle factors,2,ECTO:6000015,exposure to lifestyle,judged,ECTO:6000015 exposure to lifestyle (0.838) | ECTO:9001851 exposure to laxative (0.759) | ECTO:1000036 exposure to laboratory (0.752) | ECTO:9002451 exposure to lactose (0.742) | ECTO:0070041 exposure to lentil via ingestion (0.737) | ECTO:9002450 exposure to lactate (0.733),
lifestyle factors in gene-environment interactions,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:0800001 exposure to environmental process route (0.726) | ECTO:9002126 exposure to environmental food contaminant (0.714) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.714) | ECTO:8000000 exposure to environmental process (0.701) | ECTO:2000121 exposure to low fat diet intake (0.698) | ECTO:0900141 exposure to lactose via ingestion (0.697),
lifestyle habits,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:6000015 exposure to lifestyle (0.811) | ECTO:9001851 exposure to laxative (0.734) | ECTO:1000036 exposure to laboratory (0.730) | ECTO:0070041 exposure to lentil via ingestion (0.726) | ECTO:2000121 exposure to low fat diet intake (0.721) | ECTO:0900408 exposure to laxative via ingestion (0.720),
lifestyle related determinants,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:6000015 exposure to lifestyle (0.784) | ECTO:2000121 exposure to low fat diet intake (0.736) | ECTO:2000075 exposure to dietary lysine intake avoidance (0.734) | ECTO:0900408 exposure to laxative via ingestion (0.731) | ECTO:0900141 exposure to lactose via ingestion (0.731) | ECTO:0070041 exposure to lentil via ingestion (0.723),
lifestyle/environmental factors,1,ECTO:6000015,exposure to lifestyle,judged,ECTO:1000000 exposure to environmental condition (0.833) | ECTO:0500000 exposure to environmental disposition (0.830) | ECTO:0600000 exposure to environmental system (0.826) | ECTO:0000015 exposure to environmental material (0.820) | ECTO:8000000 exposure to environmental process (0.820) | ECTO:8000019 exposure to environmental pollution (0.818),lifestyle; environmental factors have no general term
lifetime cannabis use,1,ECTO:0100005,exposure to cannabis,judged,ECTO:0100005 exposure to cannabis (0.811) | ECTO:0300010 exposure to cannabinoid via maternal (0.811) | ECTO:0900520 exposure to cannabinoid receptor agonist via inhalation (0.782) | ECTO:0300007 exposure to cocaine via maternal (0.743) | ECTO:9001981 exposure to cannabinoid receptor agonist (0.743) | ECTO:0100007 exposure to cocaine addictive consumption (0.739),
lifetime occupational history,1,ECTO:0001591,exposure to occupation,judged,ECTO:0070192 exposure to whole oat bread via ingestion (0.742) | ECTO:7000151 exposure to permanent hair dye (0.730) | ECTO:0070114 exposure to whole wheat bread via ingestion (0.727) | ECTO:6000017 obsolete exposure to dietary practices [obsolete] (0.726) | ECTO:8000039 obsolete exposure to plastic pollution [obsolete] (0.726) | ECTO:0070191 exposure to whole grain bread via ingestion (0.726),
lifetime smoking,1,ECTO:6000029,exposure to tobacco smoking,judged,ECTO:0300003 exposure to cigarette smoking via maternal (0.809) | ECTO:0300004 exposure to cigar smoking via maternal (0.803) | ECTO:0300002 exposure to smoking nicotine via maternal (0.802) | ECTO:0100003 exposure to cigarette smoking (0.798) | ECTO:0100004 exposure to cigar smoking (0.792) | ECTO:0300000 exposure to nicotine via maternal (0.790),
lifetime sun exposure,1,ECTO:8000061,exposure to Solar radiation,judged,ECTO:1000012 exposure to solar power station (0.780) | ECTO:9002074 exposure to skin lightening agent (0.768) | ECTO:0900025 exposure to vitamin D via ingestion (0.765) | ECTO:8000061 exposure to Solar radiation (0.765) | ECTO:8000063 exposure to irradiation by photosynthetically active radiation (0.761) | ECTO:2000050 exposure to total body radiography (0.751),
living on family-run livestock farms,1,ECTO:1000034,exposure to farm,judged,ECTO:0070003 exposure to whole milk via ingestion (0.749) | ECTO:0070199 exposure to cow milk cheese (nonfat) via ingestion (0.735) | ECTO:0070204 exposure to cow milk (liquid) via ingestion (0.733) | ECTO:0070002 exposure to lowfat milk via ingestion (0.732) | ECTO:7000108 exposure to fresh animal manure (0.732) | ECTO:7000098 exposure to animal waste material (0.725),
long-term exposure to air pollution,1,ECTO:8000036,exposure to air pollution,judged,ECTO:0800002 exposure to air pollution via maternal (0.846) | ECTO:0080001 exposure to polycyclic hydrocarbon in air via inhalation (0.811) | ECTO:8000002 exposure to atmospheric aerosolisation of dust (0.809) | ECTO:7000116 exposure to respirable suspended particulate matter (0.808) | ECTO:0080005 exposure to radon in air via inhalation (0.808) | ECTO:0700001 exposure to ultrafine respirable suspended particulate matter via inhalation (0.808),
long-term exposure to particulate matter and NO2 from traffic and industry,1,ECTO:7000068,exposure to particulate matter,judged,ECTO:0700001 exposure to ultrafine respirable suspended particulate matter via inhalation (0.803) | ECTO:0900148 exposure to nitrogen dioxide via inhalation (0.794) | ECTO:7000116 exposure to respirable suspended particulate matter (0.789) | ECTO:7000117 exposure to fine respirable suspended particulate matter (0.788) | ECTO:7000118 exposure to ultrafine respirable suspended particulate matter (0.786) | ECTO:0800002 exposure to air pollution via maternal (0.783),particulate matter; and nitrogen dioxide (ECTO:9000252)
low-dose occupational ionizing radiation exposure,1,ECTO:7000047,exposure to ionizing radiation,judged,ECTO:8000062 exposure to irradiation by ionizing radiation (0.794) | ECTO:9001979 exposure to radiation protective agent (0.778) | ECTO:0080005 exposure to radon in air via inhalation (0.778) | ECTO:1000006 exposure to radiation shielding disposition (0.773) | ECTO:2000079 exposure to radiation therapy (0.773) | ECTO:8000054 exposure to radiowave radiation (0.766),
low-fat eating pattern,1,ECTO:2000121,exposure to low fat diet intake,judged,ECTO:2000121 exposure to low fat diet intake (0.904) | ECTO:0070002 exposure to lowfat milk via ingestion (0.814) | ECTO:0090008 exposure to low-density lipoprotein in food (0.813) | ECTO:2000116 exposure to dietary fat or oil intake avoidance (0.805) | ECTO:9002134 exposure to low-density lipoprotein (0.769) | ECTO:2000117 exposure to dietary sodium intake avoidance (0.768),
low-level environmental chemical exposures,1,ECTO:0000931,exposure to environmental contaminant,judged,ECTO:0000931 exposure to environmental contaminant (0.799) | ECTO:0800001 exposure to environmental process route (0.799) | ECTO:9002126 exposure to environmental food contaminant (0.790) | ECTO:8000019 exposure to environmental pollution (0.788) | ECTO:0070020 exposure to lowfat cheese via ingestion (0.787) | ECTO:2000121 exposure to low fat diet intake (0.783),
