catalogue id	input name	verdict	COHO ID	label	acronym synonyms	other synonyms	type	same as	clashes with	example study	example PMID	example title	example quote	example quote URL	definition	definition source	drafted by	countries	location quote	location URL	parent	parent relation	parent quote	parent URL	note
TEEC	Taiwan Elderly Exposome Cohort	unresolved																							Global Exposome Cohort Catalogue entry TEEC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/TEEC), checked against its sources on 2026-09-25. The catalogue describes a real cohort, about 400 older adults in southern Taiwan recruited 2022-2025 with biosamples, but no website, publication or host institution for it could be found, so there is no example study and no source beyond the catalogue. The catalogue says it is 'nested', but not in which parent cohort. One guess is the Taiwan Initiative for Geriatric Epidemiological Research (TIGER, southern Taiwan, collects environmental exposures and metabolomics), but nothing links them, so no parent is given. It is not the same people as any COHO term: Taiwan Biobank, the NCI Taiwan cohort and the Taiwan diabetes studies are unrelated. The draft fields above come from the catalogue alone and could be used to mint it once a publication appears (or as a placeholder, if the curator wants one). Could not read: any publication or website of TEEC, PMID:40737520 full text, to see whether it used TEEC.
ESPINA	Study of Secondary Exposures to Pesticides Across Childhood, Adolescence and Adulthood	mint cohort	COHO:0002637	Study of Secondary Exposure to Pesticides among Children, Adolescents, and Adults	ESPINA	Study of Secondary Exposures to Pesticides Across Childhood, Adolescence and Adulthood|Study of secondary exposure to pesticides among children, adolescents, and adults|Secondary Exposure to Pesticides Among Children, Adolescents, and Adults (ESPINA) study|ESPINA study|ESPINA Study	cohort				PMID:40777557		This article presents urinary pesticide metabolite concentrations for 665 participants in the “Study of Secondary Exposure to Pesticides among Children, Adolescents, and Adults” (ESPINA)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12329275/fullTextXML	A prospective cohort set up in 2008 of children living in the agricultural (floricultural) community of Pedro Moncayo County, Pichincha, Ecuador, recruited to include a balanced mix of children who did and did not live with a floricultural or agricultural worker and followed with repeated examinations into adolescence and adulthood, run by the University of California San Diego with Fundación Cimas del Ecuador to study the health effects of pesticide and other agrochemical exposures from childhood to adulthood.	PMID:40777557|https://espina.ucsd.edu/	Claude Opus 5.5 (Anthropic), 2026-09	Ecuador	ESPINA is a prospective cohort established in 2008 that aims to investigate the impacts of pesticide exposure on development from childhood to adulthood in individuals living within the agricultural community of Pedro Moncayo, Pichincha, Ecuador.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12329275/fullTextXML					Global Exposome Cohort Catalogue entry ESPINA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ESPINA), checked against its sources on 2026-09-25. ESPINA is UCSD's pesticide cohort in Pedro Moncayo, Ecuador: children examined in 2008, with follow-ups in 2016 and 2022 and later ones, and extra participants recruited at the follow-ups. No COHO term covers it: the suggested matches are unrelated. The label is the expansion the 2025 data paper puts in quotation marks. The catalogue's name ('...Across Childhood, Adolescence and Adulthood') and the paper's own variants are given as synonyms. The website mentions an ancillary study, ESPINA-EMCT, that is part of the same cohort. It is not a separate entry.
ROLS	Rome Longitudinal Study	mint cohort	COHO:0002638	Rome Longitudinal Study	ROLS|RoLS	Rome longitudinal study	cohort				PMID:35641005		We used the Rome Longitudinal Study, the administrative cohort of residents in Rome who filled in the 2001 population census.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9157355/fullTextXML	An administrative cohort of the residents of Rome, Italy, enrolled from population census returns (the 2001 census and the census of 9 October 2011) linked to the municipal population registry, and followed by record linkage with administrative health databases, with baseline residential addresses linked to environmental exposures such as air pollution, temperature and greenness. It is run by the Department of Epidemiology of the Lazio Regional Health Service (ASL Roma 1) to study social, occupational and environmental determinants of health.	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ROLS|PMID:35641005|PMID:37944432	Claude Opus 5.5 (Anthropic), 2026-09	Italy	We enrolled 1,739,277 individuals 30 + years from the 2011 census in Rome, Italy, and followed them up until 2019.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A37944432+AND+SRC%3AMED&format=json&resultType=core					Global Exposome Cohort Catalogue entry ROLS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ROLS), checked against its sources on 2026-09-25. The Rome Longitudinal Study is a census-based administrative cohort of the whole resident population of Rome, run by the Lazio Department of Epidemiology. It is a defined population followed by record linkage, so it is a cohort. The catalogue describes the enrolment at the 2011 census, followed to 2019. Earlier papers use an enrolment at the 2001 census, with the same study name. The term is defined to cover both, since no source presents them as separately named cohorts. 'RoLS' is the form papers use (e.g. PMID:39032743, 'the Italian Rome Longitudinal Study (RoLS)'), and 'ROLS' is the catalogue's id. No COHO term matches: the suggested longitudinal studies are unrelated.
Precube	Prevention Cube: data warehouse for detection and evaluation of trends of occupational diseases (Precube)	mint cohort	COHO:0002639	Prevention Cube	Precube|PRECUBE	Prevention Cube: data warehouse for detection and evaluation of trends of occupational diseases (Precube)|Prevention Cube: data warehouse for detection and evaluation of trends of occupational diseases	cohort				PMID:30199412		We investigated work and health's associations in a specific sector: the agricultural sector and for a specific and frequent health complaint: sore throat; using PRECUBE dataset of the Belgian Occupational Health and Safety, containing 381.615 occupational health observations.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A30199412+AND+SRC%3AMED&format=json&resultType=core	An occupational cohort of the employees of employers in Belgium that chose IDEWE as their External Service for Prevention and Protection at Work, followed from 1993 through the records of their legally required occupational health surveillance. IDEWE pools the records in a data warehouse for research on work-related diseases and sector-specific health problems.	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Precube|PMID:26503980|PMID:42615545	Claude Opus 5.5 (Anthropic), 2026-09	Belgium	We investigated work and health's associations in a specific sector: the agricultural sector and for a specific and frequent health complaint: sore throat; using PRECUBE dataset of the Belgian Occupational Health and Safety, containing 381.615 occupational health observations.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A30199412+AND+SRC%3AMED&format=json&resultType=core					Global Exposome Cohort Catalogue entry Precube (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Precube), checked against its sources on 2026-09-25. A borderline call. The catalogue and the 2015 paper call Precube a 'data warehouse' of IDEWE's occupational health surveillance records. CHECKM lists data warehouses as not cohorts, but this one covers a defined group of people: all employees of employers affiliated to IDEWE, a Belgian external prevention service, followed with repeated examinations since 1993. The OMega-X cohort profile (PMID:42615545) treats it as one of its 24 occupational cohorts ('Some, however, followed workers from the 1950s (SLFF), 1960s (Danish Styrene cohort, Nor-Work), 1970s (DOC*X, SNOW, SWIP), 1980s (HUNT), or 1990s (ECRHS, GAZEL, PRECUBE, RHINE, the SUS Study) for decades.'). It is therefore given as a cohort. If the curator reads the CHECKM rule strictly it becomes 'not a cohort'. The label 'Prevention Cube' is the expansion only the catalogue gives; papers write PRECUBE. OMega-X (the European Occupational Exposome Mega Cohort Consortium) is not in COHO, so no parent is given, but it would be the aggregation to add Precube to. Could not read: PMID:26503980 full text (closed; not needed for the verdict).
ABCD study	Adolescent Brain Cognitive Development Study	existing	COHO:0000545		ABCD study|ABCD	Adolescent Brain Cognitive Development Study																			Global Exposome Cohort Catalogue entry ABCD study (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ABCD%20study), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
HAPIEE-CZ	Health, Alcohol and Psychosocial factors In Eastern Europe	mint cohort	COHO:0002640	Czech Health, Alcohol and Psychosocial factors In Eastern Europe study	HAPIEE-CZ	Czech HAPIEE study|Czech HAPIEE cohort|Health, Alcohol and Psychosocial factors In Eastern Europe	cohort				PMID:23113606		Lack of an association between left-handedness and APOE polymorphism in a large sample of adults: results of the Czech HAPIEE study.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23113606+AND+SRC%3AMED&format=json&resultType=core	The Czech Republic cohort of the HAPIEE study: a random sample of men and women aged 45-69 years, stratified by sex and age and selected from population registers in six Czech towns (Havířov/Karviná, Hradec Králové, Jihlava, Kroměříž, Liberec and Ústí nad Labem), examined at baseline in 2002-2005 and followed through re-examinations (most recently in 2023-2024) and linkage to national health registers, with geocoded addresses linked to exposome and census data. The aim is to study psychosocial, behavioural and environmental risk factors for cardiovascular and other chronic diseases and for ageing outcomes.	PMID:17049075|https://europepmc.org/article/PPR/PPR1175525|https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HAPIEE-CZ	Claude Opus 5.5 (Anthropic), 2026-09	Czech_Republic	The HAPIEE (Health, Alcohol and Psychosocial factors In Eastern Europe) study consists of three cohorts in Novosibirsk (Russia), Krakow (Poland) and six centres in the Czech Republic (Havirov/Karvina, Hradec Kralove, Jihlava, Kromeriz, Liberec and Usti nad Labem).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1626086/fullTextXML	COHO:0000265	isSubCohortOf	The HAPIEE (Health, Alcohol and Psychosocial factors In Eastern Europe) study consists of three cohorts in Novosibirsk (Russia), Krakow (Poland) and six centres in the Czech Republic (Havirov/Karvina, Hradec Kralove, Jihlava, Kromeriz, Liberec and Usti nad Labem).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1626086/fullTextXML	Global Exposome Cohort Catalogue entry HAPIEE-CZ (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HAPIEE-CZ), checked against its sources on 2026-09-25. This is the Czech arm of HAPIEE, which COHO already has as COHO:0000265, a single term for all four national cohorts. It is a separately recruited country cohort with its own cohort profile, so it is a new cohort with isSubCohortOf COHO:0000265, as CHECKM anticipates. The catalogue's description is that of the whole HAPIEE study, but its id, country (Czechia) and exposome geocoding point to the Czech cohort. The label is the Czech cohort's own name from the title of its 2026 cohort-profile preprint. The catalogue's name for this entry is the parent's full name, so it is not repeated as a synonym. The parent term's current example is the Siberian (Novosibirsk) branch on EGA, so it is untouched.
iLiNS DOSE iLiNS DYAD	International Lipid‑Based Nutrient Supplements Project	mint cohort	COHO:0002641	International Lipid-Based Nutrient Supplements Project-DYAD-Malawi	iLiNS DOSE iLiNS DYAD|iLiNS-DYAD-M|iLINS-DYAD-M	iLiNS-DYAD-Malawi|International Lipid‑Based Nutrient Supplements Project	cohort				PMID:41775864		children from rural Africa (participants from the iLINS-DYAD-M study conducted in Malawi)	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A41775864+AND+SRC%3AMED&format=json&resultType=core	The participants of a randomised, single-blind controlled trial in rural Malawi (Mangochi, University of Malawi College of Medicine with Tampere University), part of the International Lipid-Based Nutrient Supplements (iLiNS) Project: pregnant women enrolled from 2011, and later their infants. The women received small-quantity lipid-based nutrient supplements, multiple micronutrients or iron-folic acid during pregnancy and lactation, and the infants were followed to test effects on birth size, child growth and development, with a later follow-up of the children at 9 years.	https://clinicaltrials.gov/study/NCT01239693|PMID:25646337|https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/iLiNS%20DOSE%20iLiNS%20DYAD	Claude Opus 5.5 (Anthropic), 2026-09	Malawi	A Research Plan for a Randomised, Single-blind, Parallel Group Controlled Trial in Rural Malawi, Testing the Health Effects of Supplementing Maternal Diet During Pregnancy and Lactation and Infant Diet From 6 to 18 Months of Age With High-energy, Micronutrient Fortified Lipid-based Nutrient Supplements (LNS)	https://clinicaltrials.gov/api/v2/studies/NCT01239693					Global Exposome Cohort Catalogue entry iLiNS DOSE iLiNS DYAD (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/iLiNS%20DOSE%20iLiNS%20DYAD), checked against its sources on 2026-09-25. The catalogue's name is that of the umbrella iLiNS Project, a research programme of several trials: DOSE and DYAD-M in Malawi, DYAD-G in Ghana, ZINC in Burkina Faso. Its acronym joins two Malawi trials, iLiNS-DOSE (infants enrolled at 6 months, 2009-2011) and iLiNS-DYAD-M. But its description, dates (2011-2015) and single country describe only iLiNS-DYAD-M, the mother-infant trial. The entry is therefore given as that trial's participants, the group of people it describes, under the full name given in PMID:30426668. The catalogue's umbrella name is kept as a synonym, because the catalogue tags this entry with it, but the curator may drop it if an iLiNS aggregation is ever minted. iLiNS-DOSE is a different set of participants and would be a separate term if wanted; the catalogue does not describe it. Malawi is not in gaz_xrefs.tsv: DBpedia resource Malawi. No COHO term matches (grep for iLiNS, DYAD, lipid-based: nothing). Could not read: PMID:25646337 full text (closed; abstract suffices).
NHBCS	New Hampshire Birth Cohort Study	mint cohort	COHO:0002642	New Hampshire Birth Cohort Study	NHBCS	New Hampshire birth cohort study|NH Birth Cohort Study	cohort				PMID:27825389		We investigated the association between As exposure and risk of glucose intolerance and GDM among 1151 women enrolled in the New Hampshire Birth Cohort Study.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A27825389+AND+SRC%3AMED&format=json&resultType=core	A prospective longitudinal cohort of pregnant women enrolled since 2009 at prenatal clinics in the Concord and Lebanon regions of New Hampshire, USA, by the Geisel School of Medicine at Dartmouth, and of their children, followed from early pregnancy into childhood to study how environmental contaminants, such as arsenic from private well water, affect the health of pregnant women and their children.	https://www.protectkidshealth.com/about|PMID:27825389	Claude Opus 5.5 (Anthropic), 2026-09	United_States	Beginning in 2009, with the help of medical providers in New Hampshire, the study staff at the Geisel School of Medicine at Dartmouth, began enrolling pregnant women at clinics in the Concord and Lebanon regions of New Hampshire.	https://www.protectkidshealth.com/about					Global Exposome Cohort Catalogue entry NHBCS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NHBCS), checked against its sources on 2026-09-25. NHBCS is Dartmouth's pregnancy and birth cohort in New Hampshire, begun in 2009 and focused on arsenic and other contaminants in private well water. It has no COHO term: the suggested birth cohorts are unrelated. Its website says it takes part in the NIH Environmental influences on Child Health Outcomes (ECHO) Program ('Our data team and investigators interface with the Environmental Influences on Child Health Outcomes (ECHO) Program to ensure that the scientific aspects of our study are sound.', https://www.protectkidshealth.com/about). ECHO is not in COHO, so no parent is given. The lower-case title form 'New Hampshire birth cohort study' is kept as a synonym under the capitalisation rule. The site says participants now come from New Hampshire and Vermont, but only the United States is asserted.
SDACS	Shanghai Dapuqiao Aging and Cognition Study	mint cohort	COHO:0002643	Shanghai Dapuqiao Aging and Cognition Study	SDACS		cohort				PMID:41606232		The population-based cross-sectional community study, which was carried out in conjunction with the elderly medical examination program, recruited 2287 adults (including males and females, aged 60 years and older) from Dapuqiao Street, Huangpu District, Shanghai, China, from March 2019 to November 2019.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12910095/fullTextXML	A community-based open cohort of residents aged 65 and older of the Dapu (Dapuqiao) neighbourhood of Huangpu District in central Shanghai, China, recruited through the Shanghai Municipal Annual Physical Examination Program for older residents and examined in three waves in 2019, 2022 and 2024, mostly as repeated cross-sectional samples with a small longitudinal subset, to study health, lifestyle and cognition in an ageing urban population.	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SDACS|PMID:41606232	Claude Opus 5.5 (Anthropic), 2026-09	China	The population-based cross-sectional community study, which was carried out in conjunction with the elderly medical examination program, recruited 2287 adults (including males and females, aged 60 years and older) from Dapuqiao Street, Huangpu District, Shanghai, China, from March 2019 to November 2019.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12910095/fullTextXML					Global Exposome Cohort Catalogue entry SDACS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SDACS), checked against its sources on 2026-09-25. Community cohort of older residents of the Dapuqiao/Dapu neighbourhood of Huangpu, Shanghai, sampled through the city's annual physical examination programme for people 65+, waves 2019, 2022 and 2024. Not in COHO (the suggested Shanghai terms are other studies). The name SDACS and its full name appear only in the catalogue; no paper found in Europe PMC or on the web uses them. The example (PMID:41606232) describes the 2019 wave (same place, programme, dates and the catalogue's exact count of 2287) without naming the study, so its quote identifies the cohort by place and programme, not by name; it gives the age limit as 60+, the catalogue as 65+. The definition rests mainly on the catalogue description.
DearMom	Disease-free Environment And healthy Reproduction for Moms	unresolved		Disease-free Environment And healthy Reproduction for Moms	DearMom	DearMom cohort	cohort						Serum samples were collected from 60 pregnant women from the “DearMom cohort” collected in Korea in 2023 and stored at -70°C until analysis.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11495746/fullTextXML	A prospective maternal cohort of women enrolled in early pregnancy in South Korea from 2022, set up to measure environmental chemical exposures, health effects during pregnancy and childbirth, and omics changes, in order to study associations between environmental hazards and pregnancy- and birth-related disorders and to identify diagnostic and predictive biomarkers for them.	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/DearMom|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11495746/fullTextXML	Claude Opus 5.5 (Anthropic), 2026-09	South_Korea	Serum samples were collected from 60 pregnant women from the “DearMom cohort” collected in Korea in 2023 and stored at -70°C until analysis.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11495746/fullTextXML					Global Exposome Cohort Catalogue entry DearMom (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/DearMom), checked against its sources on 2026-09-25. Korean prospective cohort of women recruited in early pregnancy for environmental chemical exposure, pregnancy outcome and omics research. Not in COHO (the suggested terms only share words). The full name is known only from the catalogue. The only use found is a 2024 ISEE conference abstract (P104, Eulji University with Soonchunhyang University obstetrics), published in an Environmental Epidemiology supplement that has a PMCID but no PMID, so the example has no PMID; which institution runs the cohort is not stated in any source read. The catalogue also mentions existing cohorts of normal and twin pregnancies used alongside it; those are not part of this term. Not minted on 2026-09-25: no paper with a PMID that used the cohort (its example is a conference abstract); the record above is kept for when one appears.
SHARE	Survey of Health, Ageing and Retirement in Europe	mint cohort	COHO:0002644	Survey of Health, Ageing and Retirement in Europe	SHARE		cohort		COHO:0000604|COHO:0000725|COHO:0002374		PMID:20731877		A Frailty Instrument for primary care: findings from the Survey of Health, Ageing and Retirement in Europe (SHARE)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2939541/fullTextXML	A multidisciplinary, cross-nationally harmonised longitudinal panel survey of people aged 50 and older, begun in 2004 in eleven European countries and Israel and extended to all EU member states and Switzerland, run as a European Research Infrastructure Consortium (SHARE-ERIC, coordinated from Munich and later Berlin), that collects data on health, biomarkers, cognition, employment, socio-economic status and social and family networks to study the effects of health, social, economic and environmental policies over the life course.	https://share-eric.eu/infrastructure|https://share-eric.eu/data/data-documentation/waves-overview/wave-1|https://share-eric.eu/data/data-documentation/waves-overview/wave-7|PMID:23778574	Claude Opus 5.5 (Anthropic), 2026-09	Denmark|Sweden|Austria|France|Germany|Switzerland|Belgium|Netherlands|Spain|Italy|Greece || Israel || Czech_Republic|Poland|Republic_of_Ireland || Estonia|Hungary|Portugal|Slovenia || Luxembourg || Croatia || Finland|Lithuania|Latvia|Slovakia|Romania|Bulgaria|Malta|Cyprus	They constitute a balanced representation of the various regions in Europe, ranging from Scandinavia (Denmark and Sweden) through Central Europe (Austria, France, Germany, Switzerland, Belgium, and the Netherlands) to the Mediterranean (Spain, Italy and Greece). || Israel joined the SHARE framework in late 2004, being the first country in the Middle East to initiate a systematic study of its aging population. || Two 'new' EU member states - the Czech Republic and Poland - as well as Ireland joined SHARE in 2006 and participated in the second wave of data collection in 2006-07. || In 2010, Estonia, Hungary, Portugal and Slovenia joined SHARE Wave 4, which is the third regular panel wave of the survey following the SHARELIFE life history questionnaire. || The following countries collected data and are part of the scientific release: Austria, Belgium, Switzerland, Czech Republic, Germany, Denmark, Estonia, Spain, France, Israel, Italy, Luxembourg, Netherlands, Sweden, and Slovenia. || Additionally, Croatia participated in SHARE Wave 6 for the first time. || In 2017, the main data collection of Wave 7 took place in 28 countries - full coverage of the EU was achieved by including 8 new countries in SHARE: Finland, Lithuania, Latvia, Slovakia, Romania, Bulgaria, Malta and Cyprus.	https://share-eric.eu/data/data-documentation/waves-overview/wave-1 || https://share-eric.eu/data/data-documentation/waves-overview/wave-1 || https://share-eric.eu/data/data-documentation/waves-overview/wave-2 || https://share-eric.eu/data/data-documentation/waves-overview/wave-4 || https://share-eric.eu/data/data-documentation/waves-overview/wave-5 || https://share-eric.eu/data/data-documentation/waves-overview/wave-6 || https://share-eric.eu/data/data-documentation/waves-overview/wave-7					Global Exposome Cohort Catalogue entry SHARE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SHARE), checked against its sources on 2026-09-25. The pan-European panel survey of people 50+ (SHARE, 2004 onwards, 28 countries including Israel). Not in COHO: the COHO terms matching the name are other things (COHO:0000725 SHARE = Sinai-Helmsley Alliance for Research Excellence, an IBD cohort; COHO:0000604 SHARe = WHI SNP Health Association Resource; COHO:0001011 Genetics of SHARE = Scottish Health Research Register). The acronym SHARE is shared with COHO:0000725, so both terms need the editor note ("The acronym SHARE also denotes ..."); SHARe on COHO:0000604 differs only in case, so a case-insensitive overlap check may also want notes there. Luxembourg, Malta and Slovenia are not in gaz_xrefs.tsv (DBpedia names Luxembourg, Malta, Slovenia given). Country quotes come from SHARE's wave overview pages; Ireland took part in wave 2 only as far as those pages say. The HCAP sister study SHARE-HCAP is not part of this entry.
LASI-DAD	Diagnostic Assessment of Dementia for the Longitudinal Aging Study in India	mint cohort	COHO:0002645	Harmonized Diagnostic Assessment of Dementia for the Longitudinal Aging Study in India	LASI-DAD	Diagnostic Assessment of Dementia for the Longitudinal Aging Study in India|Harmonized Diagnostic Assessment of Dementia for the Longitudinal Aging study in India|Harmonized Diagnostic Assessment for the Longitudinal Aging Study in India|Longitudinal Aging Study in India-Diagnostic Assessment of Dementia	cohort				PMID:40838581		LASI-DAD is a representative subsample of LASI that has a focus on cognitive aging and dementia among persons aged 60 and over in India, with an oversampling of those at a higher risk of cognitive impairment.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12497661/fullTextXML	A nationally representative in-depth study of late-life cognition and dementia in India, led from the University of Southern California with Indian partners, that recruited a sub-sample of Longitudinal Aging Study in India (LASI) respondents aged 60 and older, oversampling those at high risk of cognitive impairment, from 18 states and union territories in 2017–2019 and 22 in 2022–2024, and assessed them with the Harmonized Cognitive Assessment Protocol, informant interviews, geriatric assessments, blood biomarkers, neuroimaging, genomics and environmental exposure measures.	https://lasi-dad.org/about/overview|https://lasi-dad.org/study-design|PMID:39482079	Claude Opus 5.5 (Anthropic), 2026-09	India	A total of 4635 participants were recruited between 2022 and 2024 from 22 states and union territories of India, accounting for 97.9% of the population in India.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A39482079+AND+SRC%3AMED&format=json&resultType=core					Global Exposome Cohort Catalogue entry LASI-DAD (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/LASI-DAD), checked against its sources on 2026-09-25. The dementia sub-study of the Longitudinal Aging Study in India: LASI respondents 60+ given in-depth cognitive and biomarker assessment, wave 1 2017–2019, wave 2 2022–2024. Not in COHO. Its parent LASI (the nationally representative survey of Indians aged 45+) is in neither COHO nor this check, so no parent is given; if LASI is minted, LASI-DAD isSubCohortOf LASI (quote: "drawing on a subsample of the Longitudinal Aging Study in India (LASI)", https://lasi-dad.org/about/overview). LASI-DAD belongs to the HCAP network of sister studies (HRS-HCAP, ELSA-HCAP, SHARE-HCAP etc.), which could be an aggregation. The synonym with lower-case 'study' is how the website's funding line writes the name; the one without 'of Dementia' is in the wave 2 paper's abstract.
CHILD	Canadian Healthy Infant Longitudinal Development	existing	COHO:0000234		CHILD	Canadian Healthy Infant Longitudinal Development																			Global Exposome Cohort Catalogue entry CHILD (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CHILD), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
CHIOMA	CHIOMA NWAKANMA	not a cohort																							Global Exposome Cohort Catalogue entry CHIOMA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CHIOMA), checked against its sources on 2026-09-25. Not a cohort. The entry's name and acronym are a person's name, and its description says only that the submitter researches noise, air and water exposures to metals and contaminants in Nigeria and would like to join exposome cohorts for participation and data collection in Africa. No participants, recruitment, design or study name are described: it is a researcher's expression of interest, not a defined group of people. Nothing was searched on the web, since the only identifier is a personal name.
HELIX	Human Early Life Exposome study	existing	COHO:0000827		HELIX	Human Early Life Exposome study																			Global Exposome Cohort Catalogue entry HELIX (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HELIX), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
Hokkaido Study	Hokkaido Study on Environment and Children’s Health	mint cohort	COHO:0002646	Hokkaido Study on Environment and Children's Health	Hokkaido Study	Hokkaido Study on Environment and Children’s Health|Hokkaido Study on Environment and Children’s Health: Malformation, Development, and Allergy|Hokkaido birth cohort study on environment and children’s health|Hokkaido Birth Cohort Study on Environment and Children's Health	cohort				PMID:31812162		This study was a follow-up study of a prospective birth cohort study, the Hokkaido Study on Environment and Children’s Health.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6898952/fullTextXML	An ongoing prospective birth cohort study run by the Center for Environmental and Health Sciences of Hokkaido University, Japan, made up of the Sapporo cohort, recruited in pregnancy at one Sapporo hospital in 2002–2005, and the Hokkaido cohort, recruited in the first trimester at clinics and hospitals across Hokkaido Prefecture in 2003–2012, that follows the children to study the effects of prenatal and postnatal exposure to environmental chemicals on birth outcomes, birth defects, growth, allergies, infections and neurodevelopment, and genetic susceptibility to them.	PMID:34022817|https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Hokkaido%20Study	Claude Opus 5.5 (Anthropic), 2026-09	Japan	(2) The Hokkaido cohort recruited pregnant women during their first trimester from the entirety of Hokkaido Prefecture, Japan, during 2003-2012.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8141139/fullTextXML					Global Exposome Cohort Catalogue entry Hokkaido Study (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Hokkaido%20Study), checked against its sources on 2026-09-25. Japanese environmental birth cohort study (Hokkaido University) whose catalogue dates 2002–2012 span both of its recruitment arms. Not in COHO. The study is two separately recruited birth cohorts, the Sapporo cohort (514 mothers, one hospital, 2002–2005) and the Hokkaido cohort (20,926 mothers, 37 clinics/hospitals, 2003–2012), which papers often analyse separately; the curator may want them as sub-cohorts (isSubCohortOf this term; quote: "The Hokkaido Study on Environment and Children’s Health is an ongoing study consisting of two birth cohorts of different population sizes: the Sapporo cohort and the Hokkaido cohort.", PMC8141139). The catalogue's acronym 'Hokkaido Study' is also the study's own short name. The last synonym is the 2017 profile's title as Europe PMC lists it.
CAPCI	CA Prostate consortium of India (bioclues.org/capci)	not a cohort																							Global Exposome Cohort Catalogue entry CAPCI (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CAPCI), checked against its sources on 2026-09-25. Not a cohort. CAPCI, the CAncer Prostate Consortium of India, is a research consortium of investigators and clinicians, not a collection of cohorts and not a defined group of participants: "The CAncer Prostate Consortium of India (CAPCI) was virtually started in 2016 by a group of researchers and clinicians interested in identifying inherited and somatic risk factors" (https://bioclues.org/capci). Its catalogue description is the aims paragraph of PMID:42246034, whose samples are 49 tumour and BPH tissue samples from two Jaipur hospitals ("The samples were collected from Rukmani Birla Hospital (RBH) and Mahatma Gandhi University of Medical Sciences and Technology (MGUMST) in Jaipur, India, and all patients were identified as native to North or North-west India.", https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13229647/fullTextXML): a study sample of a sequencing project, with no recruited, described population. The catalogue's acronym field reads 'The CAPCI:'.
