catalogue id	name	COHO ID	decision	xref	website	note
ESPINA	Study of Secondary Exposures to Pesticides Across Childhood, Adolescence and Adulthood	COHO:0002637	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ESPINA		Global Exposome Cohort Catalogue entry ESPINA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ESPINA), checked against its sources on 2026-09-25. ESPINA is UCSD's pesticide cohort in Pedro Moncayo, Ecuador: children examined in 2008, with follow-ups in 2016 and 2022 and later ones, and extra participants recruited at the follow-ups. No COHO term covers it: the suggested matches are unrelated. The label is the expansion the 2025 data paper puts in quotation marks. The catalogue's name ('...Across Childhood, Adolescence and Adulthood') and the paper's own variants are given as synonyms. The website mentions an ancillary study, ESPINA-EMCT, that is part of the same cohort. It is not a separate entry.
ROLS	Rome Longitudinal Study	COHO:0002638	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ROLS		Global Exposome Cohort Catalogue entry ROLS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ROLS), checked against its sources on 2026-09-25. The Rome Longitudinal Study is a census-based administrative cohort of the whole resident population of Rome, run by the Lazio Department of Epidemiology. It is a defined population followed by record linkage, so it is a cohort. The catalogue describes the enrolment at the 2011 census, followed to 2019. Earlier papers use an enrolment at the 2001 census, with the same study name. The term is defined to cover both, since no source presents them as separately named cohorts. 'RoLS' is the form papers use (e.g. PMID:39032743, 'the Italian Rome Longitudinal Study (RoLS)'), and 'ROLS' is the catalogue's id. No COHO term matches: the suggested longitudinal studies are unrelated.
Precube	Prevention Cube: data warehouse for detection and evaluation of trends of occupational diseases (Precube)	COHO:0002639	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Precube		Global Exposome Cohort Catalogue entry Precube (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Precube), checked against its sources on 2026-09-25. A borderline call. The catalogue and the 2015 paper call Precube a 'data warehouse' of IDEWE's occupational health surveillance records. CHECKM lists data warehouses as not cohorts, but this one covers a defined group of people: all employees of employers affiliated to IDEWE, a Belgian external prevention service, followed with repeated examinations since 1993. The OMega-X cohort profile (PMID:42615545) treats it as one of its 24 occupational cohorts ('Some, however, followed workers from the 1950s (SLFF), 1960s (Danish Styrene cohort, Nor-Work), 1970s (DOC*X, SNOW, SWIP), 1980s (HUNT), or 1990s (ECRHS, GAZEL, PRECUBE, RHINE, the SUS Study) for decades.'). It is therefore given as a cohort. If the curator reads the CHECKM rule strictly it becomes 'not a cohort'. The label 'Prevention Cube' is the expansion only the catalogue gives; papers write PRECUBE. OMega-X (the European Occupational Exposome Mega Cohort Consortium) is not in COHO, so no parent is given, but it would be the aggregation to add Precube to. Could not read: PMID:26503980 full text (closed; not needed for the verdict).
ABCD study	Adolescent Brain Cognitive Development Study	COHO:0000545	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ABCD%20study		Global Exposome Cohort Catalogue entry ABCD study (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ABCD%20study), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
HAPIEE-CZ	Health, Alcohol and Psychosocial factors In Eastern Europe	COHO:0002640	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HAPIEE-CZ		Global Exposome Cohort Catalogue entry HAPIEE-CZ (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HAPIEE-CZ), checked against its sources on 2026-09-25. This is the Czech arm of HAPIEE, which COHO already has as COHO:0000265, a single term for all four national cohorts. It is a separately recruited country cohort with its own cohort profile, so it is a new cohort with isSubCohortOf COHO:0000265, as CHECKM anticipates. The catalogue's description is that of the whole HAPIEE study, but its id, country (Czechia) and exposome geocoding point to the Czech cohort. The label is the Czech cohort's own name from the title of its 2026 cohort-profile preprint. The catalogue's name for this entry is the parent's full name, so it is not repeated as a synonym. The parent term's current example is the Siberian (Novosibirsk) branch on EGA, so it is untouched.
iLiNS DOSE iLiNS DYAD	International Lipid‑Based Nutrient Supplements Project	COHO:0002641	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/iLiNS%20DOSE%20iLiNS%20DYAD		Global Exposome Cohort Catalogue entry iLiNS DOSE iLiNS DYAD (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/iLiNS%20DOSE%20iLiNS%20DYAD), checked against its sources on 2026-09-25. The catalogue's name is that of the umbrella iLiNS Project, a research programme of several trials: DOSE and DYAD-M in Malawi, DYAD-G in Ghana, ZINC in Burkina Faso. Its acronym joins two Malawi trials, iLiNS-DOSE (infants enrolled at 6 months, 2009-2011) and iLiNS-DYAD-M. But its description, dates (2011-2015) and single country describe only iLiNS-DYAD-M, the mother-infant trial. The entry is therefore given as that trial's participants, the group of people it describes, under the full name given in PMID:30426668. The catalogue's umbrella name is kept as a synonym, because the catalogue tags this entry with it, but the curator may drop it if an iLiNS aggregation is ever minted. iLiNS-DOSE is a different set of participants and would be a separate term if wanted; the catalogue does not describe it. Malawi is not in gaz_xrefs.tsv: DBpedia resource Malawi. No COHO term matches (grep for iLiNS, DYAD, lipid-based: nothing). Could not read: PMID:25646337 full text (closed; abstract suffices).
NHBCS	New Hampshire Birth Cohort Study	COHO:0002642	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NHBCS		Global Exposome Cohort Catalogue entry NHBCS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NHBCS), checked against its sources on 2026-09-25. NHBCS is Dartmouth's pregnancy and birth cohort in New Hampshire, begun in 2009 and focused on arsenic and other contaminants in private well water. It has no COHO term: the suggested birth cohorts are unrelated. Its website says it takes part in the NIH Environmental influences on Child Health Outcomes (ECHO) Program ('Our data team and investigators interface with the Environmental Influences on Child Health Outcomes (ECHO) Program to ensure that the scientific aspects of our study are sound.', https://www.protectkidshealth.com/about). ECHO is not in COHO, so no parent is given. The lower-case title form 'New Hampshire birth cohort study' is kept as a synonym under the capitalisation rule. The site says participants now come from New Hampshire and Vermont, but only the United States is asserted.
SDACS	Shanghai Dapuqiao Aging and Cognition Study	COHO:0002643	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SDACS		Global Exposome Cohort Catalogue entry SDACS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SDACS), checked against its sources on 2026-09-25. Community cohort of older residents of the Dapuqiao/Dapu neighbourhood of Huangpu, Shanghai, sampled through the city's annual physical examination programme for people 65+, waves 2019, 2022 and 2024. Not in COHO (the suggested Shanghai terms are other studies). The name SDACS and its full name appear only in the catalogue; no paper found in Europe PMC or on the web uses them. The example (PMID:41606232) describes the 2019 wave (same place, programme, dates and the catalogue's exact count of 2287) without naming the study, so its quote identifies the cohort by place and programme, not by name; it gives the age limit as 60+, the catalogue as 65+. The definition rests mainly on the catalogue description.
DearMom	Disease-free Environment And healthy Reproduction for Moms		unresolved			Global Exposome Cohort Catalogue entry DearMom (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/DearMom), checked against its sources on 2026-09-25. Korean prospective cohort of women recruited in early pregnancy for environmental chemical exposure, pregnancy outcome and omics research. Not in COHO (the suggested terms only share words). The full name is known only from the catalogue. The only use found is a 2024 ISEE conference abstract (P104, Eulji University with Soonchunhyang University obstetrics), published in an Environmental Epidemiology supplement that has a PMCID but no PMID, so the example has no PMID; which institution runs the cohort is not stated in any source read. The catalogue also mentions existing cohorts of normal and twin pregnancies used alongside it; those are not part of this term. Not minted on 2026-09-25: no paper with a PMID that used the cohort (its example is a conference abstract); the record above is kept for when one appears.
SHARE	Survey of Health, Ageing and Retirement in Europe	COHO:0002644	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SHARE		"Global Exposome Cohort Catalogue entry SHARE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SHARE), checked against its sources on 2026-09-25. The pan-European panel survey of people 50+ (SHARE, 2004 onwards, 28 countries including Israel). Not in COHO: the COHO terms matching the name are other things (COHO:0000725 SHARE = Sinai-Helmsley Alliance for Research Excellence, an IBD cohort; COHO:0000604 SHARe = WHI SNP Health Association Resource; COHO:0001011 Genetics of SHARE = Scottish Health Research Register). The acronym SHARE is shared with COHO:0000725, so both terms need the editor note (""The acronym SHARE also denotes ...""); SHARe on COHO:0000604 differs only in case, so a case-insensitive overlap check may also want notes there. Luxembourg, Malta and Slovenia are not in gaz_xrefs.tsv (DBpedia names Luxembourg, Malta, Slovenia given). Country quotes come from SHARE's wave overview pages; Ireland took part in wave 2 only as far as those pages say. The HCAP sister study SHARE-HCAP is not part of this entry."
LASI-DAD	Diagnostic Assessment of Dementia for the Longitudinal Aging Study in India	COHO:0002645	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/LASI-DAD		"Global Exposome Cohort Catalogue entry LASI-DAD (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/LASI-DAD), checked against its sources on 2026-09-25. The dementia sub-study of the Longitudinal Aging Study in India: LASI respondents 60+ given in-depth cognitive and biomarker assessment, wave 1 2017–2019, wave 2 2022–2024. Not in COHO. Its parent LASI (the nationally representative survey of Indians aged 45+) is in neither COHO nor this check, so no parent is given; if LASI is minted, LASI-DAD isSubCohortOf LASI (quote: ""drawing on a subsample of the Longitudinal Aging Study in India (LASI)"", https://lasi-dad.org/about/overview). LASI-DAD belongs to the HCAP network of sister studies (HRS-HCAP, ELSA-HCAP, SHARE-HCAP etc.), which could be an aggregation. The synonym with lower-case 'study' is how the website's funding line writes the name; the one without 'of Dementia' is in the wave 2 paper's abstract."
CHILD	Canadian Healthy Infant Longitudinal Development	COHO:0000234	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CHILD		Global Exposome Cohort Catalogue entry CHILD (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CHILD), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
CHIOMA	CHIOMA NWAKANMA		not a cohort			Global Exposome Cohort Catalogue entry CHIOMA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CHIOMA), checked against its sources on 2026-09-25. Not a cohort. The entry's name and acronym are a person's name, and its description says only that the submitter researches noise, air and water exposures to metals and contaminants in Nigeria and would like to join exposome cohorts for participation and data collection in Africa. No participants, recruitment, design or study name are described: it is a researcher's expression of interest, not a defined group of people. Nothing was searched on the web, since the only identifier is a personal name.
HELIX	Human Early Life Exposome study	COHO:0000827	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HELIX		Global Exposome Cohort Catalogue entry HELIX (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HELIX), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
Hokkaido Study	Hokkaido Study on Environment and Children’s Health	COHO:0002646	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Hokkaido%20Study		"Global Exposome Cohort Catalogue entry Hokkaido Study (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Hokkaido%20Study), checked against its sources on 2026-09-25. Japanese environmental birth cohort study (Hokkaido University) whose catalogue dates 2002–2012 span both of its recruitment arms. Not in COHO. The study is two separately recruited birth cohorts, the Sapporo cohort (514 mothers, one hospital, 2002–2005) and the Hokkaido cohort (20,926 mothers, 37 clinics/hospitals, 2003–2012), which papers often analyse separately; the curator may want them as sub-cohorts (isSubCohortOf this term; quote: ""The Hokkaido Study on Environment and Children’s Health is an ongoing study consisting of two birth cohorts of different population sizes: the Sapporo cohort and the Hokkaido cohort."", PMC8141139). The catalogue's acronym 'Hokkaido Study' is also the study's own short name. The last synonym is the 2017 profile's title as Europe PMC lists it."
CAPCI	CA Prostate consortium of India (bioclues.org/capci)		not a cohort			"Global Exposome Cohort Catalogue entry CAPCI (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/CAPCI), checked against its sources on 2026-09-25. Not a cohort. CAPCI, the CAncer Prostate Consortium of India, is a research consortium of investigators and clinicians, not a collection of cohorts and not a defined group of participants: ""The CAncer Prostate Consortium of India (CAPCI) was virtually started in 2016 by a group of researchers and clinicians interested in identifying inherited and somatic risk factors"" (https://bioclues.org/capci). Its catalogue description is the aims paragraph of PMID:42246034, whose samples are 49 tumour and BPH tissue samples from two Jaipur hospitals (""The samples were collected from Rukmani Birla Hospital (RBH) and Mahatma Gandhi University of Medical Sciences and Technology (MGUMST) in Jaipur, India, and all patients were identified as native to North or North-west India."", https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13229647/fullTextXML): a study sample of a sequencing project, with no recruited, described population. The catalogue's acronym field reads 'The CAPCI:'."
GINI/LISA North	GINIplus (German Infant Nutritional Intervention plus environmental and genetic influences on allergy development)/LISA (Influence of Lifestyle factors on the development of the Immune System and Allergies) North	COHO:0002647	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GINI/LISA%20North		"Global Exposome Cohort Catalogue entry GINI/LISA North (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GINI/LISA%20North), checked against its sources on 2026-09-25. GINI/LISA North is not separately recruited: it is the Wesel-area participants of two COHO cohorts, GINIplus (COHO:0000708) and LISA (COHO:0000831), pooled and analysed as one unit (""As the GINIplus and LISAplus birth cohorts have nearly identical study designs, data were pooled and are presented per study area (GINI/LISA South and GINI/LISA North)."", PMC4112441; ESCAPE: ""Individual estimates are presented by cohort except for the German birth cohorts (LISAplus and GINIplus), which had almost identical study designs and parental questionnaires, and are presented as GINI/LISA North (Wesel) and GINI/LISA South (Munich) because separate air pollution models were developed for each area as part of ESCAPE."", PMC3888562). I call it a new cohort because consortia (ESCAPE, EXPANSE) and this catalogue treat it as a named cohort; the alternative is to treat it as an analysis stratum and not mint it. It has two parents: besides COHO:0000708 it is equally isSubCohortOf COHO:0000831 (quote: ""LISAplus (Influence of Life-style Factors on the Development of the Immune System and Allergies in Childhood Plus the influence of traffic emissions and genetics) is a population-based prospective birth cohort study of children born during 1997–1999 in Wesel, Munich, Leipzig, and Bad Honnef, Germany"", PMC3888562). The label follows the EXPANSE spelling (""Cohorts established in less populated areas (Lifelines, GINIplus/LISA North) had lower exposure levels of IMP and LAN."", PMC12266180); the cohort's own papers write GINI/LISA North, the catalogue id, given as the acronym. The catalogue has no GINI/LISA South entry, but ESCAPE and EXPANSE use one, so a matching term may be wanted. The catalogue's separate GINI and LISA entries are the existing COHO:0000708 and COHO:0000831. Parent not asserted: the group pools children of both GINIplus (COHO:0000708) and LISA, so it is part of neither alone; quote: ""GINIplus (German Infant Nutrition Intervention Study Plus environmental and genetic influences on allergy development) is a population-based prospective birth cohort, with a nutritional intervention, of children born during 1995–1998 in Wesel and Munich, Germany"" (https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3888562/fullTextXML)."
BLADES	The Bangladesh Longitudinal Child-Adolescent Development, Education, and Environment Study (BLADES)		unresolved			"Global Exposome Cohort Catalogue entry BLADES (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/BLADES), checked against its sources on 2026-09-25. A new (2022–2025) community-based exposome cohort of children, adolescents and their mothers in Dhaka and Dinajpur, run by SAIST. Not in COHO. Well described on its web page (""BLADES is a community-based longitudinal cohort established by the South Asian Institute for Social Transformation (SAIST) in 2021 across Dhaka and Dinajpur.""; ""Between 2022 and 2025, the study enrolled 2,455 households, including children under five, school-aged children (0–18 years), and their mothers/caregivers, with annual follow-up.""), but no publication using it was found, so there is no example; it cannot be minted as a curated term until one appears. The country is given from the name (Bangladesh); the page names only Dhaka and Dinajpur. Could not read: a paper that used BLADES (none found; the cohort began enrolling in 2022). Not minted on 2026-09-25: no paper that used the cohort yet; the record above is kept for when one appears."
WALNUTs	Walnuts, Long-Chain Polyunsaturated Fatty Acids, and Adolescent Brain Development	COHO:0002648	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/WALNUTs		Global Exposome Cohort Catalogue entry WALNUTs (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/WALNUTs), checked against its sources on 2026-09-25. A walnut-supplementation randomised trial in about 800 Barcelona schoolchildren (NCT02590848), whose participants the catalogue lists as a cohort; a trial's participants count as a cohort. Not in COHO. The catalogue's name is the protocol paper's title; the trial's own name is the Walnuts Smart Snack Dietary Intervention Trial, abbreviated WALNUTs or WSS in its papers, so that is the label and both are acronyms. Recruitment years 2016–2017 come from the catalogue only; the protocol does not state them in the text read. Later papers pool its baseline data with INMA-Sabadell (INMA is COHO:0000100), which does not make it part of INMA.
Mount Sinai Electronic Health Records	Mount Sinai EHR		not a cohort			Global Exposome Cohort Catalogue entry Mount Sinai Electronic Health Records (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Mount%20Sinai%20Electronic%20Health%20Records), checked against its sources on 2026-09-25. The catalogue describes this resource as 'The primary clinical data repository for the Mount Sinai Health System (MSHS)', capturing longitudinal patient data across inpatient, outpatient and emergency settings 'via the Mount Sinai Data Warehouse (MSDW)'. It is an electronic health record data warehouse, not a defined group of people recruited or sampled for study, so it is not a cohort. It is not BioMe (COHO:0000424), which is the consented EHR-linked biobank drawn from the same health system, nor any of the other Mount Sinai terms (COHO:0000439, COHO:0001270, COHO:0002091).
IBEROMICS	IBEROMICS		unresolved			Global Exposome Cohort Catalogue entry IBEROMICS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/IBEROMICS), checked against its sources on 2026-09-25. IBEROMICS is the name of a Spanish grant-funded omics project (ISCIII PI20/00563, PI20/00924, PI20/00988) of the paediatric obesity groups in Granada, Santiago de Compostela, Zaragoza and Córdoba that also run GENOBOX and PUBMEP. The ESPE 2024 abstract treats the IBEROMICS study as its own population of 639 Spanish children aged 8-18 ('an external spanish population'), separate from the 702 GENOBOX children, so it is a cohort distinct from GENOBOX. Its full name (if the acronym expands) was not found, so the label is the acronym the catalogue and the abstract use. Recruiting hospitals are not named in any source read, so the definition says only 'hospital-based' (from the catalogue). It may overlap the PUBMEP children (recruited 2012-2015 and followed into puberty in the same hospitals), which no source confirms. The only example is a conference abstract without a PMID; the curator may prefer to hold the term until a paper appears. Could not read: a PubMed-indexed paper that describes or uses the IBEROMICS population (none found in Europe PMC; the only use found is the ESPE 2024 conference abstract, which has no PMID). Not minted on 2026-09-25: no paper with a PMID that used the cohort, and the group is only thinly described; the record above is kept for when one appears.
GENOBOX	GENOBOX	COHO:0002649	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GENOBOX		Global Exposome Cohort Catalogue entry GENOBOX (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GENOBOX), checked against its sources on 2026-09-25. Not in COHO under any name. GENOBOX is a Spanish multicentre hospital case–control study of childhood obesity run by the CIBEROBN paediatric groups in Santiago de Compostela, Zaragoza and Córdoba (with Granada for laboratory work). No expansion of the acronym was found, so the label is the name the papers use ('GENOBOX study'); 'Genobox' is kept as a case-variant acronym. The catalogue gives 1998-2015 as years, but the ethics approvals are 2010-2017, so no dates are put in the definition. The PUBMEP study (prepubertal children recruited in the same three hospitals in 2012-2015 and followed into puberty) is related but not in this check.
PIPA	Birth Cohort Study of Environmental Exposure  and Childhood Development – PIPAUFRJ Project	COHO:0002650	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PIPA		Global Exposome Cohort Catalogue entry PIPA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PIPA), checked against its sources on 2026-09-25. Not in COHO. The catalogue's entry is the main PIPA/UFRJ cohort (2021-2026). The Portuguese name on the project website is 'Projeto Infância e Poluentes Ambientais (PIPA/UFRJ)'; English papers call it 'Rio Birth Cohort Study on Environmental Exposure and Childhood Development – PIPA Project', used as the label (the design paper's title). The pilot (Sept 2017-Aug 2018, 142 women, 135 births) is described by the papers as the PIPA pilot study, a phase of the same project, not a separate cohort, so one term covers both. All papers found so far analyse pilot data; the example is one of them, which names the project. The main cohort's enrolment was planned for all births from 1 July 2020 to 30 June 2021 (design paper); the catalogue gives 2021 as its start. The catalogue name has a double space ('Exposure  and'); it is given both as is and normalised.
PROGRESS	Programming Research in Obesity, Growth, Environment and Social Stressors	COHO:0002651	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PROGRESS	https://mountsinaiexposomics.org/progress/	Global Exposome Cohort Catalogue entry PROGRESS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PROGRESS), checked against its sources on 2026-09-25. Not in COHO (the Mexico City terms COHO:0000520, COHO:0000737, COHO:0000738 are adult samples; the Mexican Biobank is unrelated). The acronym PROGRESS is already a synonym of the uncurated placeholder COHO:0002284 'PSC Resource of Genetic Risk, Environment and Synergy Studies' (a primary sclerosing cholangitis resource), so both terms need the shared-acronym editor note. The catalogue also lists the United States, but only because Mount Sinai (New York) leads the study; all participants were recruited in Mexico City, so only Mexico is given.
ISA	Infants' Environmental Health (ISA) Study	COHO:0002652	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ISA		Global Exposome Cohort Catalogue entry ISA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ISA), checked against its sources on 2026-09-25. Not in COHO; the only Costa Rican term, COHO:0000078 (Genetic Epidemiology of Asthma in Costa Rica), is unrelated. No other COHO term uses the acronym ISA. The label is the English name the papers use; the Spanish original 'Infantes y Salud Ambiental' is a synonym, as is the curly-apostrophe spelling used in the papers' full texts. The respiratory and maternal outcomes in the definition come from the catalogue record.
AM-MENTAL	Algorithmic management at work and Mental Health		unresolved			Global Exposome Cohort Catalogue entry AM-MENTAL (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/AM-MENTAL), checked against its sources on 2026-09-25. The catalogue record is the only source found. It describes a longitudinal survey cohort of working adults in Spain on algorithmic management and mental health, with start year 2026 and end year 2027, so data collection has at most just begun and nothing has been published. If it is a cohort it is not in COHO, and no COHO term uses the acronym AM-MENTAL, but without an example study (and without its host institution or any design detail) it cannot be minted under COHO's rules. The draft record above is from the catalogue alone and should be revisited once the cohort publishes. Could not read: any source other than the catalogue record (project website, protocol or paper) and a study that used the cohort.
ReDLat	Multi-Partner Consortium to Expand Dementia Research in Latin America	COHO:0002653	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ReDLat		Global Exposome Cohort Catalogue entry ReDLat (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ReDLat), checked against its sources on 2026-09-25. Not in COHO; none of the suggested consortia match (COHO:0000519 CANDELA is a population-genetics sample, COHO:0001255 GERO is a Santiago population cohort, not a ReDLat site cohort as far as the sources say). Although called a consortium, ReDLat recruits its own participants at its sites under one study-wide protocol and papers call the result 'the ReDLat cohort', so it is typed as a cohort, not an aggregation; the country groups are described as its subcohorts. The label is the full name the cohort uses; 'Multi-partner consortium...' is a case variant used in the design paper's text, and the hyphen variant with U+2010 appears in the Alzheimer's & Dementia paper. 'RedLat' is the spelling in an AAIC 2025 abstract title. The US comparison samples (UCSF) are not asserted as a country because the sources do not say they were recruited as ReDLat participants; the catalogue lists only the six Latin American countries. The catalogue's start year (2014) is earlier than the design paper; no dates are put in the definition. A follow-on phase, ReDLat2 (announced 2026), is not a separate term here. The Latin America and Caribbean Consortium on Dementia (LAC-CD) is a partner network, not a COHO term, so no parent is given.
SPRINT	Sustainable plant protection transition: a global health approach	COHO:0002654	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SPRINT		Global Exposome Cohort Catalogue entry SPRINT (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SPRINT), checked against its sources on 2026-09-25. Not in COHO; no COHO term uses the acronym SPRINT (the Systolic Blood Pressure Intervention Trial, also SPRINT, is not in COHO; if it is added later the two need editor notes). SPRINT itself is a research project (environment, plants, animals and humans), but its field study recruited a defined group of about 700 people (farmers, neighbours, consumers) with biological samples, so that group is a cohort. It has no name of its own, so the label is the project's full name as the catalogue gives it; the protocol expands SPRINT as 'Sustainable Plant Protection Transition' and a 2026 paper as 'Sustainable Plant-Protection Transition'. The country quotes for the ten European sites come from the project's case-study pages, which describe the farm areas; the protocol says the human participants were recruited in each case study site ('Farmers, neighbours and consumers are recruited in each CSS'). The Swiss quote names only Canton Bern (the page is titled 'Case Study Switzerland' in the site's map). Slovenia is not in gaz_xrefs.tsv (DBpedia: Slovenia); Czechia is given as Czech_Republic, the name in gaz_xrefs.tsv. The example is the indoor-dust paper, whose samples come from the participating farmer households; a paper on the participants' own samples (PMID:40834561) does not name SPRINT in its abstract and its full text is closed. Could not read: PMID:40834561 full text (the human wristband results of the field-study participants), for a better example quote.
MAUCO	Maule Cohort Study	COHO:0002655	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MAUCO		Global Exposome Cohort Catalogue entry MAUCO (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MAUCO), checked against its sources on 2026-09-25. Not in COHO under any name, and no COHO term uses the acronym MAUCO; the Chilean terms in COHO (COHO:0000599 Growth and Obesity Chilean Cohort Study, COHO:0001255 GERO, COHO:0001407 Santiago Longitudinal Study) are different studies. The protocol's title and text call it 'the Maule Cohort (MAUCO)', used as the label; the catalogue's 'Maule Cohort Study' is a synonym. The protocol gives ages 38 to 74; the catalogue says 35-74, so the definition follows the protocol.
SABE	Survey on Health, Well-Being, and Aging in Colombia	COHO:0002656	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SABE		Global Exposome Cohort Catalogue entry SABE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SABE), checked against its sources on 2026-09-25. SABE Colombia is the Colombian national survey (fieldwork April-September 2015) modelled on the PAHO seven-city SABE study of Latin America and the Caribbean; it is a separate national sample, not an arm of that study, and neither is in COHO, so no parent. The catalogue's start and end year 2025 is wrong (fieldwork 2015). The acronym SABE is also used by other national SABE surveys (SABE Brazil/Sao Paulo, SABE Ecuador, SABE Bogota), none of which is in COHO, so no editor note is needed now. The Spanish name (Encuesta de Salud, Bienestar y Envejecimiento) was not read in a fetched source and is not given.
ELSA Brazil	Brazilian Longitudinal Study of Adult Health (ELSA)	COHO:0001320	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ELSA%20Brazil		Global Exposome Cohort Catalogue entry ELSA Brazil (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ELSA%20Brazil), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
ENSIN	015National Nutrition Survey (ENSIN in Spanish)	COHO:0002657	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ENSIN		Global Exposome Cohort Catalogue entry ENSIN (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ENSIN), checked against its sources on 2026-09-25. ENSIN is Colombia's national nutrition survey, run by ICBF in three rounds (2005, 2010, 2015), each a fresh cross-sectional sample. The catalogue entry's description is about ENSIN-2015 but its years (2005-2020) cover the series, so the record is for the survey as a whole with the rounds as synonyms; the curator may prefer a term for ENSIN 2015 alone. The catalogue's name '015National Nutrition Survey (ENSIN in Spanish)' is garbled ('2015 National Nutrition Survey'); the label is the survey's own Spanish name as ICBF gives it. The survey's own English name is not fixed in the sources ('National Nutrition Survey', 'National Survey of the Nutritional Situation'), so only the name read is given. Not in COHO.
