ID	TYPE	label	data collection location	evidence	source
COHO:0001012	owl:NamedIndividual	Genes, Reading and Dyslexia Study	dbpedia:United_States|dbpedia:Canada	The GRaD study is a multisite, case–control study of RD in minority youth across the USA, Canada and Puerto Rico.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6678051/fullTextXML
COHO:0001013	owl:NamedIndividual	Genetic Resource Investigating Diabetes	dbpedia:United_Kingdom	We performed a genome-wide meta-analysis for age at diagnosis with cohorts from Finland (Finnish Diabetic Nephropathy Study), the United Kingdom (UK Genetic Resource Investigating Diabetes) and Sardinia.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A33179336+AND+SRC%3AMED&format=json&resultType=core
COHO:0001014	owl:NamedIndividual	Hypertrophic Cardiomyopathy Registry	dbpedia:United_States|dbpedia:Canada|dbpedia:United_Kingdom|dbpedia:Italy|dbpedia:Germany|dbpedia:Netherlands	Patients were enrolled from 44 sites in the U.S. (18), Canada (4), United Kingdom (13), Italy (4), Germany (3), and the Netherlands (2) between April, 2014 and April, 2017 (Supplemental Table 1).	https://pmc.ncbi.nlm.nih.gov/articles/PMC6905038/
COHO:0001015	owl:NamedIndividual	Hypertension-Insulin Resistance Family Study	dbpedia:United_States	Family members of probands with documented hypertension were recruited in the Los Angeles area.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3968231/unicode
COHO:0001016	owl:NamedIndividual	International AMD Genomics Consortium	dbpedia:United_States|dbpedia:United_Kingdom|dbpedia:Germany|dbpedia:France	EU/JHU includes several studies: Jerusalem, Paris, Southampton, Baltimore, Bonn, and Créteil	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.3448/MediaObjects/41588_2016_BFng3448_MOESM1_ESM.pdf
COHO:0001016	owl:NamedIndividual	International AMD Genomics Consortium	dbpedia:Israel	The 2016 study of the IAMDGC included an Israeli cohort.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11156861/fullTextXML
COHO:0001016	owl:NamedIndividual	International AMD Genomics Consortium	dbpedia:Netherlands	The EUGENDA-Neijmegen study was supported by MD Fonds	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.3448/MediaObjects/41588_2016_BFng3448_MOESM1_ESM.pdf
COHO:0001016	owl:NamedIndividual	International AMD Genomics Consortium	dbpedia:Greece	Utah includes four collections: SNUBH, Greece (cases/controls from clinics)	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.3448/MediaObjects/41588_2016_BFng3448_MOESM1_ESM.pdf
COHO:0001016	owl:NamedIndividual	International AMD Genomics Consortium	dbpedia:Australia	Sydney-Westmead includes: Blue Mountains Eye Study (controls from population)	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.3448/MediaObjects/41588_2016_BFng3448_MOESM1_ESM.pdf
COHO:0001017	owl:NamedIndividual	International Stroke Genetics Consortium intracerebral hemorrhage GWAS	dbpedia:United_States|dbpedia:Spain|dbpedia:Poland|dbpedia:Sweden	Case and control subjects included in the discovery phase were subjects of European ancestry aged >55 years in the Genetics of Cerebral Hemorrhage with Anticoagulation13 (GOCHA) study (multicenter study in the US) and aged >18 years in the Genetic and Environmental Risk Factors for Hemorrhagic Stroke (GERFHS) studies I and II in Cincinnati, OH; Hospital del Mar Intracerebral Hemorrhage study and Vall d’Hebron Hospita lCH study in Barcelona, Spain; Jagiellonian University Hemorrhagic Stroke Study in Krakow, Poland; and the Lund Stroke Register study in Lund, Sweden.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf
COHO:0001018	owl:NamedIndividual	UK lung cancer GWAS from the Institute for Cancer Research	dbpedia:United_Kingdom	the UK lung cancer GWAS from the Institute for Cancer Research including lung cancer cases from the Genetic Lung Cancer Predisposition Study (GELCAPS) and controls from the 1958 Birth Cohort	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3607485/fullTextXML
COHO:0001019	owl:NamedIndividual	Indian Migration Study	dbpedia:India	Factory workers and their spouses from four cities in north, central, and south of India, together with their rural-dwelling siblings, were surveyed.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A32764760+AND+SRC%3AMED&format=json&resultType=core
COHO:0001020	owl:NamedIndividual	Institute of Rheumatology, Rheumatoid Arthritis	dbpedia:Japan	Improvement of disease activity of rheumatoid arthritis patients from 2000 to 2006 in a large observational cohort study IORRA in Japan.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A17694260+AND+SRC%3AMED&format=json&resultType=core
COHO:0001022	owl:NamedIndividual	Myocardial Applied Genomics Network	dbpedia:United_States	The institutional review boards at all collection sites (including Stanford, the University of Pennsylvania and the Cleveland Clinic) reviewed and approved the protocols used in this study for procurement and use of human tissue and information.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6591478/fullTextXML
COHO:0001023	owl:NamedIndividual	Massachusetts General Hospital Atrial Fibrillation Study	dbpedia:United_States		
COHO:0001024	owl:NamedIndividual	NIMH Alzheimer's Disease Genetics Initiative	dbpedia:United_States	From 1991 to 1998, the Principal Investigators and Co-Investigators were located at Massachusetts General Hospital, Boston, MA, U01 MH46281; Johns Hopkins University, Baltimore, MD, U01 MH46290; and University of Alabama at Birmingham, Birmingham, AL, U01 MH46373.	https://pmc.ncbi.nlm.nih.gov/articles/PMC2661765/
COHO:0001025	owl:NamedIndividual	Genomic Health Initiative	dbpedia:United_States	The GHI is a US health care-based biobank at Endeavor Health in Illinois.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12233176/fullTextXML
COHO:0001026	owl:NamedIndividual	MRC National Survey of Health and Development	dbpedia:United_Kingdom	NSHD is a population-based prospective birth cohort study whose participants were infants from single births born in England, Scotland and Wales during 1 week in March 1946 (N = 5,362) to women with husbands24.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12283345/fullTextXML
COHO:0001027	owl:NamedIndividual	Oxford Down Syndrome Cohort Study	dbpedia:United_Kingdom	The study comprised 434 newborns with DS from the ODSCS, a prospective cohort that enrolled children with DS between 2006 to 2017 from 18 hospitals in the United Kingdom.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12391799/fullTextXML
COHO:0001028	owl:NamedIndividual	Pharmacogenetics of Opioid Substitution Treatment Response	dbpedia:Canada	Briefly, participants (nGENOA = 1536, nPOST = 3319) were recruited from 76 CATC sites across Ontario, Canada (GENOA, 2013–2016, POST, 2018–present).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10724251/fullTextXML
COHO:0001029	owl:NamedIndividual	PROCAM-2 Study	dbpedia:Germany	The independent studies recruited participants of European descent from the population living in and around the cities of Münster, Marburg, Greifswald and Leipzig, Germany.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11746137/fullTextXML
COHO:0001030	owl:NamedIndividual	PsyCourse Study	dbpedia:Germany|dbpedia:Austria	We included 1338 genotyped individuals (dataset version 3.0) recruited in different centers in Germany and Austria, comprising patients from the affective-to-psychotic spectrum (377 bipolar I disorder, 100 bipolar II disorder, 420 schizophrenia, 95 schizoaffective disorder, 6 brief psychotic disorder, 9 schizophreniform disorder, and 73 with recurrent depression) and 258 psychiatrically healthy controls.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8272719/fullTextXML
COHO:0001031	owl:NamedIndividual	Queensland Study of Melanoma: Environmental and Genetic Associations	dbpedia:Australia	Q-MEGA brings together four population-based studies of CMM that were conducted in Queensland, Australia between 1987 and 1995 (Figure 1).	https://pmc.ncbi.nlm.nih.gov/articles/PMC3677021/
COHO:0001032	owl:NamedIndividual	Royal Brompton & Harefield Cardiovascular Research Centre Biobank	dbpedia:United_Kingdom	Human tissue samples were provided by the Cardiovascular Research Centre Biobank at the Royal Brompton and Harefield NHS Foundation Trust, UK (NRES ethics number for biobank samples: 09/H0504/104 + 5; Biobank approval number: NP001-06-2015 and MED_CT_17_079).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6520377/fullTextXML
COHO:0001033	owl:NamedIndividual	Genome-Wide Association Study of Breast Cancer in the African Diaspora	dbpedia:Nigeria|dbpedia:United_States|dbpedia:Barbados	We used data from the genome-wide association study (GWAS) of breast cancer in the African diaspora (The Root consortium), which included 3686 participants of African ancestry from Nigeria, USA, and Barbados.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A29302764+AND+SRC%3AMED&format=json&resultType=core
COHO:0001034	owl:NamedIndividual	Study of Eczema and Asthma To Observe the influence of Nutrition	dbpedia:United_Kingdom	SEATON is an unselected birth cohort study established in 1997 in Aberdeen, UK, which was designed to explore the relationship between antenatal dietary exposures and asthma outcomes in childhood (Martindale et al., 2005).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10292845/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:Bulgaria	Sofia, Bulgaria	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:Czech_Republic	Praha, Czech Republic	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:Hungary	Budapest, Hungary	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:Iceland	Reykjavik, Iceland	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:Israel	Tel Aviv, Israel	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:Italy	Modena, Italy	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:Latvia	Riga, Latvia	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:Poland	Katowice, Poland	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:South_Africa	Cape Town, South Africa	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:Ukraine	Kiev, Ukraine	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:United_Kingdom	Coventry, United Kingdom	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4302028/fullTextXML
COHO:0001035	owl:NamedIndividual	Treatment of Emphysema with a Gamma-Selective Retinoid Agonist	dbpedia:United_States	United States	https://clinicaltrials.gov/api/v2/studies/NCT00413205
COHO:0001036	owl:NamedIndividual	TRoglitazone In the Prevention Of Diabetes	dbpedia:United_States	TRIPOD recruited non-diabetic women with history of GDM in the Los Angeles area; family members were not recruited.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3968231/unicode
COHO:0001037	owl:NamedIndividual	UK Digital Heart Project	dbpedia:United_Kingdom		
COHO:0001038	owl:NamedIndividual	Vitamin Intervention for Stroke Prevention	dbpedia:United_States|dbpedia:Canada|dbpedia:United_Kingdom	3680 adults with nondisabling cerebral infarction at 56 university-affiliated hospitals, community hospitals, private neurology practices, and Veterans Affairs medical centers across the United States, Canada, and Scotland.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A14762035+AND+SRC%3AMED&format=json&resultType=core
COHO:0001039	owl:NamedIndividual	Women of African Ancestry Breast Cancer Study	dbpedia:Nigeria|dbpedia:Uganda|dbpedia:Cameroon	The WAABCS is a hospital-based case-control study originally started in Nigeria in 1998 and was expanded to Uganda and Cameroon in 2011 with the same questionnaires and protocol	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-024-01736-4/MediaObjects/41588_2024_1736_MOESM1_ESM.pdf
COHO:0001040	owl:NamedIndividual	Wake Forest School of Medicine Study	dbpedia:United_States	Diabetic subjects with type 2 diabetes and end stage renal disease were recruited from dialysis facilities in the southeastern U.S.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2608/MediaObjects/41588_2013_BFng2608_MOESM1_ESM.pdf
COHO:0001041	owl:NamedIndividual	University of Miami/Texas Alzheimer's Research Care Consortium Wave 2/Case Western Reserve University	dbpedia:United_States	UM/CWRU/TARCC2: The UM/CWRU/TARCC2 sample included 256 cases and 189 controls from the University of Miami, Case Western Reserve University, and the Texas Alzheimer’s Research Care Consortium (wave 2).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12092188/supplementaryFiles
COHO:0001042	owl:NamedIndividual	MexGen-COVID Initiative	dbpedia:Mexico	MexGen-COVID Initiative Mexico MexGen-COVID AMR Cases: 55.6 years; Controls: 41.1 years The Ethics Committee of the Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubiran (INCMNSZ), Mexico City.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10482689/supplementaryFiles
COHO:0001043	owl:NamedIndividual	Genetics of Long COVID	dbpedia:United_Kingdom	In contrast to the diverse AoU American study cohort, the Sano GOLD study cohort was comprised of British patients of predominantly white European ancestry (> 91% of the cohort), with Asian ancestry (~ 4%) as the largest non-white European demographic.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12063436/fullTextXML
COHO:0001044	owl:NamedIndividual	Japan COVID-19 Task Force	dbpedia:Japan	The Japan COVID-19 Task Force is conducting host genome analysis of hospitalized patients with COVID-19 from more than 70 institutions nationwide in Japan.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A34601141+AND+SRC%3AMED&format=json&resultType=core
COHO:0001045	owl:NamedIndividual	NIDDM-Atherosclerosis Study	dbpedia:United_States	Family members of probands with T2D were recruited in the Los Angeles area.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3968231/unicode
COHO:0001046	owl:NamedIndividual	Dementia Genetics Spanish Consortium	dbpedia:Spain	Spain: The Dementia Genetic Spanish Consortium (DEGESCO) is a national consortium comprising 23 research centers and hospitals across the country, that holds the institutional coverage of The Network Center for Biomedical Research in Neurodegenerative Diseases (CIBERNED).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13263136/supplementaryFiles
COHO:0001047	owl:NamedIndividual	COVID-19 Ioannina Biobank	dbpedia:Greece	Covid-19 Ioannina Biobank Greece Approximately 80 participants returned to the hospital 6 months after their hospitalisation and were administered a symptoms questionnaire (pasted below) among other clinical testing.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12165857/supplementaryFiles
COHO:0001048	owl:NamedIndividual	Australian Breast Cancer Family Study	dbpedia:Australia	The Australian Breast Cancer Family Study (ABCFS) is a population-based, case–control-family study of breast cancer with an emphasis on early-onset disease, that was carried out in Melbourne and Sydney, Australia.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9006574/supplementaryFiles
COHO:0001049	owl:NamedIndividual	Asia Colorectal Cancer Consortium	dbpedia:China|dbpedia:Japan|dbpedia:South_Korea	Included in the current study are 22,775 CRC cases and 47,731 controls of East-Asian ancestry from 14 studies conducted in China, Japan, and South Korea (Supplementary Notes, Supplementary Figure 1 and Supplementary Table 1).	https://pmc.ncbi.nlm.nih.gov/articles/PMC6441622/
COHO:0001050	owl:NamedIndividual	AIDS Clinical Trials Group	dbpedia:United_States	To address many of these issues in the United States, the Federal Government has established an AIDS Clinical Trials Group (ACTG) program.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A3044083+AND+SRC%3AMED&format=json&resultType=core
COHO:0001051	owl:NamedIndividual	genetic Association study in individuals from Diverse Ancestral backgrounds with Multiple Sclerosis	dbpedia:United_Kingdom	The genetic Association study in individuals from Diverse Ancestral backgrounds with Multiple Sclerosis (ADAMS) project aims to gather genetic and phenotypic data on a large cohort of ancestrally-diverse individuals with MS living in the UK.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10193065/fullTextXML
COHO:0001052	owl:NamedIndividual	ADVANCE trial	dbpedia:South_Africa	We characterized the pharmacogenetics of dolutegravir exposure after ART initiation in the ADVANCE trial in South Africa.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A35512135+AND+SRC%3AMED&format=json&resultType=core
COHO:0001053	owl:NamedIndividual	Atherosclerotic Disease, Vascular Function, and Genetic Epidemiology Study	dbpedia:United_States	Briefly, between October 28, 2001 and December 31, 2003, 3,179 member of the Kaiser Permanente of Northern California health maintenance organization were enrolled into three CAD groups and two control groups.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4589895/supplementaryFiles
COHO:0001054	owl:NamedIndividual	Antioxydants, Lipides Essentiels, Nutrition et maladies OculaiRes	dbpedia:France	Antioxydants, Lipides Essentiels, Nutrition et maladies OculaiRes (ALIENOR) is a population-based study on eye diseases performed in elderly residents of Bordeaux, France.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A26084364+AND+SRC%3AMED&format=json&resultType=core
COHO:0001055	owl:NamedIndividual	Autopsy-Confirmed Parkinson Disease GWAS Consortium	dbpedia:United_States	University of Miami, Morris K. Udall Center of Excellence in Parkinson's Disease Research, Miami, FL, USA.	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000394.v1.p1
COHO:0001056	owl:NamedIndividual	Alcohol-Related Cancers and Genetic susceptibility in Europe	dbpedia:Croatia|dbpedia:Czech_Republic|dbpedia:Germany|dbpedia:Greece|dbpedia:Republic_of_Ireland|dbpedia:Italy|dbpedia:Norway|dbpedia:Spain|dbpedia:United_Kingdom	Alcohol-Related Cancers and Genetic susceptibility in Europe (ARCAGE) Croatia, Czech Republic, Germany, Greece, Ireland, Italy, Norway, Spain, UK	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8511029/supplementaryFiles
COHO:0001056	owl:NamedIndividual	Alcohol-Related Cancers and Genetic susceptibility in Europe	dbpedia:France	Recruitment was conducted from 2002 to 2005 for all centers, except for the French center, where recruitment was conducted during 1987 to 1992.	https://pmc.ncbi.nlm.nih.gov/articles/PMC4183506/
COHO:0001057	owl:NamedIndividual	Base de Datos de Ictus del Hospital del Mar	dbpedia:Spain	From 2009 to 2012, 82 patients with IS where recruited in Hospital del Mar in Barcelona, Spain, and were included in the BASICMAR Register	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5191861/fullTextXML
COHO:0001058	owl:NamedIndividual	Bavarian Breast Cancer Cases and Controls Study	dbpedia:Germany	who received various treatments in accordance with University Breast Center guidelines at the University Breast Center for Franconia, which is part of Erlangen University Hospital (Bavaria, Germany).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11787164/fullTextXML
COHO:0001059	owl:NamedIndividual	Breast Cancer Employment and Environment Study	dbpedia:Australia	We analyzed data from the Western Australian population-based Breast Cancer Employment and Environment Study.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24270294+AND+SRC%3AMED&format=json&resultType=core
COHO:0001060	owl:NamedIndividual	BiDirect Study	dbpedia:Germany	All study participants were recruited in the district of Münster, Germany, and underwent extensive phenotyping during a 10-year period with three follow-ups.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11746137/supplementaryFiles
COHO:0001061	owl:NamedIndividual	Blue Mountains Eye Study	dbpedia:Australia	The study involved eligible permanent residents aged 49 years and older, living in two postcode areas in the Blue Mountains, west of Sydney, Australia.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1524813/fullTextXML
COHO:0001062	owl:NamedIndividual	Bonn OMNI cohort	dbpedia:Germany	Bonn OMNI cohort: the Bonn OMNI cohort consists of AD patients and controls derived from a larger German GWAS cohort which was recruited from the following three sources: (i) the German Dementia Competence Network; (ii) the German study on Aging, Cognition, and Dementia in primary care patients (AgeCoDe); and (iii) the interdisciplinary Memory Clinic at the University Hospital of Bonn.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13263136/supplementaryFiles
COHO:0001063	owl:NamedIndividual	Bio-Repository of DNA in Stroke	dbpedia:United_Kingdom|dbpedia:India|dbpedia:Qatar	The study included the UK, Indian, and Qatari arms of the ongoing large Bio-Repository of DNA in Stroke (BRAINS) international prospective hospital-based study for South Asian stroke.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10811966/fullTextXML
COHO:0001064	owl:NamedIndividual	Breast Oncology Galicia Network	dbpedia:Spain	The BREast Oncology GAlicia Network (BREOGAN) is a population-based study conducted since 1997 in two main cities in Galicia, Spain (Vigo and Santiago de Compostela), which cover approximately 700,000 inhabitants.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9006574/supplementaryFiles
COHO:0001065	owl:NamedIndividual	Kita-Nagoya Genomic Epidemiology Study	dbpedia:Japan	Investigation of Genetic Risk of Cardiovascular Disease in Prospective Cohort Study, the Kitanagoya Genome (KING) Study for the Local Residents of Kitanagoya, Japan	https://clinicaltrials.gov/api/v2/studies/NCT00262691
COHO:0001066	owl:NamedIndividual	Cleveland Clinic Atrial Fibrillation Study	dbpedia:United_States	The Cleveland Clinic Atrial Fibrillation Study consists of clinical and genetic data of patients with atrial fibrillation and control cohorts from the Cleveland Clinic CV/Arrhythmia Biobank, including the Cleveland Clinic Lone Atrial Fibrillation GeneBank.	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001189.v5.p1
COHO:0001067	owl:NamedIndividual	California Childhood Cancer Record Linkage Project	dbpedia:United_States	The California Childhood Cancer Record Linkage Project (CCRLP) includes all children born in California during 1982–2009 and diagnosed with ALL at the age of 0–14 years per California Cancer Registry records from 1988 to 2011.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10550840/fullTextXML
COHO:0001068	owl:NamedIndividual	CLOZUK study	dbpedia:United_Kingdom	The fact that CLOZUK participants were recruited solely within the UK meant that only small sample sizes were available for individuals of non-European ancestries and that these individuals were identified using a genetics-based approach that relied on discrete biogeographical categories.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10824469/fullTextXML
COHO:0001069	owl:NamedIndividual	Colorado Longitudinal Twin Study	dbpedia:United_States	LTS participants, born between 1984 and 1990, were recruited in Colorado, and were followed from birth	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13333102/fullTextXML
COHO:0001070	owl:NamedIndividual	Combined Small Datasets Collection	dbpedia:United_States	CHAP (part of CSDC): CHAP is an on-going, community-based study of individuals from a geographically defined community of 3 neighborhoods in Chicago, Illinois (Morgan Park, Washington Heights, and Beverly), with 6,158 participants in the first phase of the study (78.7% overall; 80.5% of the blacks, 74.6% of the whites)53 .	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13263136/supplementaryFiles
COHO:0001071	owl:NamedIndividual	Columbia University COVID-19 Biobank	dbpedia:United_States	The Columbia University COVID-19 Biobank was established in response to the New York City infection surge in March 2020.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9428108/fullTextXML
COHO:0001072	owl:NamedIndividual	FIN-D2D 2007	dbpedia:Finland	The FIN-D2D survey was carried out in the hospital districts of Pirkanmaa, the Southern Ostrobothnia, and Central Finland between October and December 2007.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2873937/fullTextXML
COHO:0001073	owl:NamedIndividual	DietBB sample	dbpedia:Germany	Participants were recruited in six German cities (Bonn, Dusseldorf, Hamburg, Leipzig, Mannheim, and Munich) with a total of 138 GPs connected to the study sites.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13263136/supplementaryFiles
COHO:0001074	owl:NamedIndividual	Dietary, Lifestyle and Genetic Determinants of Obesity and Metabolic Syndrome study	dbpedia:Finland	Participants were Finnish aged 25-74 years who attended the DIetary, Lifestyle and Genetic determinants of Obesity and Metabolic syndrome study at baseline in 2007 and follow-up in 2014.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A29158543+AND+SRC%3AMED&format=json&resultType=core
COHO:0001075	owl:NamedIndividual	Finnish Diabetes Prevention Study	dbpedia:Finland	The DPS is a clinical trial with five participating centers (Helsinki, Kuopio, Turku, Tampere, and Oulu) in Finland (NCT00518167).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3024360/fullTextXML
COHO:0001076	owl:NamedIndividual	Duke study of Functional Endpoints for Age-related Macular Degeneration	dbpedia:United_States	Participants were enrolled at the Duke Eye Center.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9559970/fullTextXML
COHO:0001077	owl:NamedIndividual	Epidemiology of Endometrial Cancer Consortium	dbpedia:United_States|dbpedia:Poland	The 2695 cases and 2777 controls from the E2C2 consortium were genotyped using the Illumina Human OmniExpress array (2271 cases, 2219 controls from the United States) or the Illumina Human 660W array (424 cases, 558 controls from Poland)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6085317/fullTextXML
COHO:0001077	owl:NamedIndividual	Epidemiology of Endometrial Cancer Consortium	dbpedia:Europe|dbpedia:Asia|dbpedia:Australia	Geography: 1 Asia, 25 North America, 10 Europe, 1 Australia	https://epi.grants.cancer.gov/eecc/
COHO:0001078	owl:NamedIndividual	Epidemiology of Dementia in Singapore	dbpedia:Singapore		
COHO:0001079	owl:NamedIndividual	Early-Onset Venous Thrombosis	dbpedia:France	This work was based on two French GWAS on VT, the Early-Onset Venous Thrombosis (EOVT) and the Marseille Thrombosis Association (MARTHA) studies.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3607886/fullTextXML
COHO:0001080	owl:NamedIndividual	Family History Risk Study	dbpedia:United_Kingdom	To be eligible for the present study, women had to have been patients at a North West England, UK FHRPC and received a summary letter of their updated breast cancer risk consultation from the FH-Risk study.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7616752/fullTextXML
COHO:0001081	owl:NamedIndividual	German Aortic Stenosis Cohort	dbpedia:Germany	German Aortic Stenosis Cohort The German Aortic Stenosis Cohort recruited patients from the German Heart Center Munich and from the University of Bonn/Marburg and contains approximately 5732 participants with aortic valve stenosis recruited.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12807872/supplementaryFiles
COHO:0001082	owl:NamedIndividual	Greater Cincinnati/Northern Kentucky Stroke Study	dbpedia:United_States	Of those sites, 7 are European centers (BASICMAR—Spain, BRAINS—United Kingdom, GRAZ—Austria, KRAKOW—Poland, LEUVEN—Belgium, LUND STROKE REGISTER—Sweden, and SAHLSIS—Sweden) and 5 are based in the United States (GASROS, GCNKSS, GEOS, ISGS, and MIAMISR).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5570675/fullTextXML
COHO:0001083	owl:NamedIndividual	Genotek COVID-19 study	dbpedia:Russia	This research was approved by the Genotek Ethics Committee (protocol No15 “GWAS of severe COVID-19 in the Russian population”) and performed in accordance with the Declaration of Helsinki.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11446758/fullTextXML
